"location","origin_date","target_end_date","horizon","quantile","output_type_id","value","target","output_type","region"
"HHS Region 1",2019-03-16,2019-03-23,1,"1%",0.01,1.18172130765949,"ili perc","quantile","hhs1"
"HHS Region 1",2019-03-16,2019-03-23,1,"2.5%",0.025,1.18894472198237,"ili perc","quantile","hhs1"
"HHS Region 1",2019-03-16,2019-03-23,1,"5%",0.05,1.35710673953162,"ili perc","quantile","hhs1"
"HHS Region 1",2019-03-16,2019-03-23,1,"10%",0.1,1.53238739684861,"ili perc","quantile","hhs1"
"HHS Region 1",2019-03-16,2019-03-23,1,"15%",0.15,1.62157465942278,"ili perc","quantile","hhs1"
"HHS Region 1",2019-03-16,2019-03-23,1,"20%",0.2,1.71710255287812,"ili perc","quantile","hhs1"
"HHS Region 1",2019-03-16,2019-03-23,1,"25%",0.25,1.84534580003759,"ili perc","quantile","hhs1"
"HHS Region 1",2019-03-16,2019-03-23,1,"30%",0.3,1.89087028134628,"ili perc","quantile","hhs1"
"HHS Region 1",2019-03-16,2019-03-23,1,"35%",0.35,1.92899145800484,"ili perc","quantile","hhs1"
"HHS Region 1",2019-03-16,2019-03-23,1,"40%",0.4,2.02145148534177,"ili perc","quantile","hhs1"
"HHS Region 1",2019-03-16,2019-03-23,1,"45%",0.45,2.14194399806617,"ili perc","quantile","hhs1"
"HHS Region 1",2019-03-16,2019-03-23,1,"50%",0.5,76.3654221758242,"ili perc","quantile","hhs1"
"HHS Region 1",2019-03-16,2019-03-23,1,"55%",0.55,76.3654221758242,"ili perc","quantile","hhs1"
"HHS Region 1",2019-03-16,2019-03-23,1,"60%",0.6,76.3654221758242,"ili perc","quantile","hhs1"
"HHS Region 1",2019-03-16,2019-03-23,1,"65%",0.65,76.3654221758242,"ili perc","quantile","hhs1"
"HHS Region 1",2019-03-16,2019-03-23,1,"70%",0.7,76.3654221758242,"ili perc","quantile","hhs1"
"HHS Region 1",2019-03-16,2019-03-23,1,"75%",0.75,76.3654221758242,"ili perc","quantile","hhs1"
