"location","origin_date","target_end_date","horizon","quantile","output_type_id","value","target","output_type","region"
"HHS Region 1",2015-12-19,2015-12-26,1,"1%",0.01,0.475266824940284,"ili perc","quantile","hhs1"
"HHS Region 1",2015-12-19,2015-12-26,1,"2.5%",0.025,0.475266824940284,"ili perc","quantile","hhs1"
"HHS Region 1",2015-12-19,2015-12-26,1,"5%",0.05,0.475266824940284,"ili perc","quantile","hhs1"
"HHS Region 1",2015-12-19,2015-12-26,1,"10%",0.1,0.475266824940284,"ili perc","quantile","hhs1"
"HHS Region 1",2015-12-19,2015-12-26,1,"15%",0.15,0.475266824940284,"ili perc","quantile","hhs1"
"HHS Region 1",2015-12-19,2015-12-26,1,"20%",0.2,0.475266824940284,"ili perc","quantile","hhs1"
"HHS Region 1",2015-12-19,2015-12-26,1,"25%",0.25,0.475266824940284,"ili perc","quantile","hhs1"
"HHS Region 1",2015-12-19,2015-12-26,1,"30%",0.3,0.475266824940284,"ili perc","quantile","hhs1"
"HHS Region 1",2015-12-19,2015-12-26,1,"35%",0.35,0.475266824940284,"ili perc","quantile","hhs1"
"HHS Region 1",2015-12-19,2015-12-26,1,"40%",0.4,0.475266824940284,"ili perc","quantile","hhs1"
"HHS Region 1",2015-12-19,2015-12-26,1,"45%",0.45,0.475266824940284,"ili perc","quantile","hhs1"
"HHS Region 1",2015-12-19,2015-12-26,1,"50%",0.5,0.475266824940284,"ili perc","quantile","hhs1"
"HHS Region 1",2015-12-19,2015-12-26,1,"55%",0.55,1.54450583934497,"ili perc","quantile","hhs1"
"HHS Region 1",2015-12-19,2015-12-26,1,"60%",0.6,1.56765297184855,"ili perc","quantile","hhs1"
"HHS Region 1",2015-12-19,2015-12-26,1,"65%",0.65,1.6102796678614,"ili perc","quantile","hhs1"
"HHS Region 1",2015-12-19,2015-12-26,1,"70%",0.7,1.6702441005079,"ili perc","quantile","hhs1"
"HHS Region 1",2015-12-19,2015-12-26,1,"75%",0.75,1.75606575215128,"ili perc","quantile","hhs1"
"HHS Region 1",2015-12-19,2015-12-26,1,"80%",0.8,1.82896362158807,"ili perc","quantile","hhs1"
"HHS Region 1",2015-12-19,2015-12-26,1,"85%",0.85,1.82896362158807,"ili perc","quantile","hhs1"
"HHS Region 1",2015-12-19,2015-12-26,1,"90%",0.9,1.91685102942061,"ili perc","quantile","hhs1"
"HHS Region 1",2015-12-19,2015-12-26,1,"95%",0.95,1.99888248112771,"ili perc","quantile","hhs1"
"HHS Region 1",2015-12-19,2015-12-26,1,"97.5%",0.975,2.16955711860762,"ili perc","quantile","hhs1"
"HHS Region 1",2015-12-19,2015-12-26,1,"99%",0.99,2.2226236668453,"ili perc","quantile","hhs1"
"HHS Region 1",2015-12-19,2016-01-02,2,"1%",0.01,0.548587396758924,"ili perc","quantile","hhs1"
"HHS Region 1",2015-12-19,2016-01-02,2,"2.5%",0.025,0.548587396758924,"ili perc","quantile","hhs1"
"HHS Region 1",2015-12-19,2016-01-02,2,"5%",0.05,0.548587396758924,"ili perc","quantile","hhs1"
"HHS Region 1",2015-12-19,2016-01-02,2,"10%",0.1,0.548587396758924,"ili perc","quantile","hhs1"
"HHS Region 1",2015-12-19,2016-01-02,2,"15%",0.15,0.548587396758924,"ili perc","quantile","hhs1"
"HHS Region 1",2015-12-19,2016-01-02,2,"20%",0.2,0.548587396758924,"ili perc","quantile","hhs1"
"HHS Region 1",2015-12-19,2016-01-02,2,"25%",0.25,0.548587396758924,"ili perc","quantile","hhs1"
"HHS Region 1",2015-12-19,2016-01-02,2,"30%",0.3,0.548587396758924,"ili perc","quantile","hhs1"
"HHS Region 1",2015-12-19,2016-01-02,2,"35%",0.35,0.548587396758924,"ili perc","quantile","hhs1"
"HHS Region 1",2015-12-19,2016-01-02,2,"40%",0.4,0.548587396758924,"ili perc","quantile","hhs1"
"HHS Region 1",2015-12-19,2016-01-02,2,"45%",0.45,0.548587396758924,"ili perc","quantile","hhs1"
"HHS Region 1",2015-12-19,2016-01-02,2,"50%",0.5,0.548587396758924,"ili perc","quantile","hhs1"
"HHS Region 1",2015-12-19,2016-01-02,2,"55%",0.55,1.52779114083838,"ili perc","quantile","hhs1"
"HHS Region 1",2015-12-19,2016-01-02,2,"60%",0.6,1.56446238497385,"ili perc","quantile","hhs1"
"HHS Region 1",2015-12-19,2016-01-02,2,"65%",0.65,1.61130356230819,"ili perc","quantile","hhs1"
"HHS Region 1",2015-12-19,2016-01-02,2,"70%",0.7,1.67826267052046,"ili perc","quantile","hhs1"
