"location","origin_date","target_end_date","horizon","quantile","output_type_id","value","target","output_type","region"
"HHS Region 1",2020-03-28,2020-04-04,1,"1%",0.01,1.84249142987011,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-04,1,"2.5%",0.025,1.84249142987011,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-04,1,"5%",0.05,2.04593036973881,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-04,1,"10%",0.1,2.25542579962791,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-04,1,"15%",0.15,2.36562385850993,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-04,1,"20%",0.2,2.54746792166839,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-04,1,"25%",0.25,2.70013033285147,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-04,1,"30%",0.3,2.7614315050439,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-04,1,"35%",0.35,2.7614315050439,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-04,1,"40%",0.4,2.84880222708841,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-04,1,"45%",0.45,2.98470465343894,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-04,1,"50%",0.5,536.230221083038,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-04,1,"55%",0.55,536.230221083038,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-04,1,"60%",0.6,536.230221083038,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-04,1,"65%",0.65,536.230221083038,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-04,1,"70%",0.7,536.230221083038,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-04,1,"75%",0.75,536.230221083038,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-04,1,"80%",0.8,536.230221083038,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-04,1,"85%",0.85,536.230221083038,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-04,1,"90%",0.9,536.230221083038,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-04,1,"95%",0.95,536.230221083038,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-04,1,"97.5%",0.975,536.230221083038,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-04,1,"99%",0.99,536.230221083038,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-11,2,"1%",0.01,1.81805960951777,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-11,2,"2.5%",0.025,1.81805960951777,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-11,2,"5%",0.05,2.01041953049122,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-11,2,"10%",0.1,2.20416079686879,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-11,2,"15%",0.15,2.30901569783157,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-11,2,"20%",0.2,2.4903846789623,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-11,2,"25%",0.25,2.64313962751675,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-11,2,"30%",0.3,2.7159748054566,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-11,2,"35%",0.35,2.7159748054566,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-11,2,"40%",0.4,2.8101387014209,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-11,2,"45%",0.45,2.94768936532921,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-11,2,"50%",0.5,494.686115554476,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-11,2,"55%",0.55,494.686115554476,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-11,2,"60%",0.6,494.686115554476,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-11,2,"65%",0.65,494.686115554476,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-11,2,"70%",0.7,494.686115554476,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-11,2,"75%",0.75,494.686115554476,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-11,2,"80%",0.8,494.686115554476,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-11,2,"85%",0.85,494.686115554476,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-11,2,"90%",0.9,494.686115554476,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-11,2,"95%",0.95,494.686115554476,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-11,2,"97.5%",0.975,494.686115554476,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-11,2,"99%",0.99,494.686115554476,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-18,3,"1%",0.01,1.90227347417829,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-18,3,"2.5%",0.025,1.9134726304294,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-18,3,"5%",0.05,2.07045708852058,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-18,3,"10%",0.1,2.22944754243713,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-18,3,"15%",0.15,2.32084699216921,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-18,3,"20%",0.2,2.52072426048107,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-18,3,"25%",0.25,2.66022295480309,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-18,3,"30%",0.3,2.7316757586965,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-18,3,"35%",0.35,2.73584197199079,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-18,3,"40%",0.4,2.8309190026855,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-18,3,"45%",0.45,2.96204313195074,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-18,3,"50%",0.5,733.903985212931,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-18,3,"55%",0.55,733.903985212931,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-18,3,"60%",0.6,733.903985212931,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-18,3,"65%",0.65,733.903985212931,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-18,3,"70%",0.7,733.903985212931,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-18,3,"75%",0.75,733.903985212931,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-18,3,"80%",0.8,733.903985212931,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-18,3,"85%",0.85,733.903985212931,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-18,3,"90%",0.9,733.903985212931,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-18,3,"95%",0.95,733.903985212931,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-18,3,"97.5%",0.975,733.903985212931,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-18,3,"99%",0.99,733.903985212931,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-25,4,"1%",0.01,1.79213181831506,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-25,4,"2.5%",0.025,1.81324169057564,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-25,4,"5%",0.05,1.96740768630184,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-25,4,"10%",0.1,2.12407179347701,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-25,4,"15%",0.15,2.21586227495942,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-25,4,"20%",0.2,2.40184603128296,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-25,4,"25%",0.25,2.55087288123946,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-25,4,"30%",0.3,2.63087191749651,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-25,4,"35%",0.35,2.65632871625013,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-25,4,"40%",0.4,2.75023749698988,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-25,4,"45%",0.45,2.88871753161578,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-25,4,"50%",0.5,493.90275343678,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-25,4,"55%",0.55,493.90275343678,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-25,4,"60%",0.6,493.90275343678,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-25,4,"65%",0.65,493.90275343678,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-25,4,"70%",0.7,493.90275343678,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-25,4,"75%",0.75,493.90275343678,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-25,4,"80%",0.8,493.90275343678,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-25,4,"85%",0.85,493.90275343678,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-25,4,"90%",0.9,493.90275343678,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-25,4,"95%",0.95,493.90275343678,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-25,4,"97.5%",0.975,493.90275343678,"ili perc","quantile","hhs1"
"HHS Region 1",2020-03-28,2020-04-25,4,"99%",0.99,493.90275343678,"ili perc","quantile","hhs1"
"HHS Region 10",2020-03-28,2020-04-04,1,"1%",0.01,1.39087669265393,"ili perc","quantile","hhs10"
"HHS Region 10",2020-03-28,2020-04-04,1,"2.5%",0.025,1.39087669265393,"ili perc","quantile","hhs10"
"HHS Region 10",2020-03-28,2020-04-04,1,"5%",0.05,1.57441207210218,"ili perc","quantile","hhs10"
"HHS Region 10",2020-03-28,2020-04-04,1,"10%",0.1,1.78343613875086,"ili perc","quantile","hhs10"
"HHS Region 10",2020-03-28,2020-04-04,1,"15%",0.15,1.87956464046511,"ili perc","quantile","hhs10"
"HHS Region 10",2020-03-28,2020-04-04,1,"20%",0.2,2.02303365894306,"ili perc","quantile","hhs10"
"HHS Region 10",2020-03-28,2020-04-04,1,"25%",0.25,2.11639408822003,"ili perc","quantile","hhs10"
"HHS Region 10",2020-03-28,2020-04-04,1,"30%",0.3,2.15073862424097,"ili perc","quantile","hhs10"
