"location","origin_date","target_end_date","horizon","quantile","output_type_id","value","target","output_type","region"
"HHS Region 1",2017-12-09,2017-12-16,1,"1%",0.01,1.23109691180458,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-16,1,"2.5%",0.025,1.25675526745166,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-16,1,"5%",0.05,1.34924541232852,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-16,1,"10%",0.1,1.47867577693638,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-16,1,"15%",0.15,1.56080768921502,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-16,1,"20%",0.2,1.65445900023409,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-16,1,"25%",0.25,1.76639142178817,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-16,1,"30%",0.3,1.81918462336772,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-16,1,"35%",0.35,1.85939896074766,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-16,1,"40%",0.4,1.91891040464205,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-16,1,"45%",0.45,2.00437336362972,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-16,1,"50%",0.5,16.0106773887068,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-16,1,"55%",0.55,16.0106773887068,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-16,1,"60%",0.6,16.0106773887068,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-16,1,"65%",0.65,16.0106773887068,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-16,1,"70%",0.7,16.0106773887068,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-16,1,"75%",0.75,16.0106773887068,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-16,1,"80%",0.8,16.0106773887068,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-16,1,"85%",0.85,16.0106773887068,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-16,1,"90%",0.9,16.0106773887068,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-16,1,"95%",0.95,16.0106773887068,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-16,1,"97.5%",0.975,16.0106773887068,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-16,1,"99%",0.99,16.0106773887068,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-23,2,"1%",0.01,1.21692580379205,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-23,2,"2.5%",0.025,1.25431060471125,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-23,2,"5%",0.05,1.32721973738821,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-23,2,"10%",0.1,1.43821485811404,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-23,2,"15%",0.15,1.51385868894408,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-23,2,"20%",0.2,1.60971412407792,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-23,2,"25%",0.25,1.71985510950726,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-23,2,"30%",0.3,1.77561698477587,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-23,2,"35%",0.35,1.82990409158201,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-23,2,"40%",0.4,1.88863644694299,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-23,2,"45%",0.45,1.97460801547816,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-23,2,"50%",0.5,14.0917406175719,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-23,2,"55%",0.55,14.0917406175719,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-23,2,"60%",0.6,14.0917406175719,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-23,2,"65%",0.65,14.0917406175719,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-23,2,"70%",0.7,14.0917406175719,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-23,2,"75%",0.75,14.0917406175719,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-23,2,"80%",0.8,14.0917406175719,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-23,2,"85%",0.85,14.0917406175719,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-23,2,"90%",0.9,14.0917406175719,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-23,2,"95%",0.95,14.0917406175719,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-23,2,"97.5%",0.975,14.0917406175719,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-23,2,"99%",0.99,14.0917406175719,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-30,3,"1%",0.01,1.20506615215371,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-30,3,"2.5%",0.025,1.25422113029268,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-30,3,"5%",0.05,1.30714552375631,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-30,3,"10%",0.1,1.3993174168508,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-30,3,"15%",0.15,1.4683074823802,"ili perc","quantile","hhs1"
"HHS Region 1",2017-12-09,2017-12-30,3,"20%",0.2,1.56675475415534,"ili perc","quantile","hhs1"
