"location","origin_date","target_end_date","horizon","quantile","output_type_id","value","target","output_type","region"
"HHS Region 1",2018-11-10,2018-11-17,1,"1%",0.01,0.814380268315841,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-10,2018-11-17,1,"2.5%",0.025,0.824950088027588,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-10,2018-11-17,1,"5%",0.05,0.877367859570208,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-10,2018-11-17,1,"10%",0.1,0.952482447458342,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-10,2018-11-17,1,"15%",0.15,1.00724959645494,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-10,2018-11-17,1,"20%",0.2,1.05907652131678,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-10,2018-11-17,1,"25%",0.25,1.11372656131253,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-10,2018-11-17,1,"30%",0.3,1.13860181142537,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-10,2018-11-17,1,"35%",0.35,1.14995089450001,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-10,2018-11-17,1,"40%",0.4,1.17868592303188,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-10,2018-11-17,1,"45%",0.45,1.24528594236431,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-10,2018-11-17,1,"50%",0.5,1.72511573162098,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-10,2018-11-17,1,"55%",0.55,1.72511573162098,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-10,2018-11-17,1,"60%",0.6,1.72511573162098,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-10,2018-11-17,1,"65%",0.65,1.72511573162098,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-10,2018-11-17,1,"70%",0.7,1.72511573162098,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-10,2018-11-17,1,"75%",0.75,1.72511573162098,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-10,2018-11-17,1,"80%",0.8,1.72511573162098,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-10,2018-11-17,1,"85%",0.85,1.72511573162098,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-10,2018-11-17,1,"90%",0.9,1.72511573162098,"ili perc","quantile","hhs1"
"HHS Region 1",2018-11-10,2018-11-17,1,"95%",0.95,1.72511573162098,"ili perc","quantile","hhs1"
