location,origin_date,horizon,target_end_date,value,output_type_id,target,output_type
HHS Region 1,2019-01-19,1,2019-01-26,2.796191019075942,0.01,ili perc,quantile
HHS Region 1,2019-01-19,1,2019-01-26,2.843092131207041,0.025,ili perc,quantile
HHS Region 1,2019-01-19,1,2019-01-26,2.9246439312001162,0.05,ili perc,quantile
HHS Region 1,2019-01-19,1,2019-01-26,2.971935658310446,0.1,ili perc,quantile
HHS Region 1,2019-01-19,1,2019-01-26,3.0592818387660166,0.15,ili perc,quantile
HHS Region 1,2019-01-19,1,2019-01-26,3.1163954953349555,0.2,ili perc,quantile
HHS Region 1,2019-01-19,1,2019-01-26,3.176836384982378,0.25,ili perc,quantile
HHS Region 1,2019-01-19,1,2019-01-26,3.222141584287128,0.3,ili perc,quantile
HHS Region 1,2019-01-19,1,2019-01-26,3.248035319092459,0.35,ili perc,quantile
HHS Region 1,2019-01-19,1,2019-01-26,3.276903012849358,0.4,ili perc,quantile
HHS Region 1,2019-01-19,1,2019-01-26,3.311184169502946,0.45,ili perc,quantile
HHS Region 1,2019-01-19,1,2019-01-26,3.3536728607357458,0.5,ili perc,quantile
HHS Region 1,2019-01-19,1,2019-01-26,3.40235871403954,0.55,ili perc,quantile
HHS Region 1,2019-01-19,1,2019-01-26,3.459652522822737,0.6,ili perc,quantile
HHS Region 1,2019-01-19,1,2019-01-26,3.479124482671333,0.65,ili perc,quantile
HHS Region 1,2019-01-19,1,2019-01-26,3.5129879577614114,0.7,ili perc,quantile
HHS Region 1,2019-01-19,1,2019-01-26,3.565368807305947,0.75,ili perc,quantile
HHS Region 1,2019-01-19,1,2019-01-26,3.6360310461293226,0.8,ili perc,quantile
HHS Region 1,2019-01-19,1,2019-01-26,3.6760617637520308,0.85,ili perc,quantile
HHS Region 1,2019-01-19,1,2019-01-26,3.7911649416445363,0.9,ili perc,quantile
HHS Region 1,2019-01-19,1,2019-01-26,3.9764322738064957,0.95,ili perc,quantile
HHS Region 1,2019-01-19,1,2019-01-26,4.220024597080665,0.975,ili perc,quantile
HHS Region 1,2019-01-19,1,2019-01-26,4.351472173651763,0.99,ili perc,quantile
HHS Region 1,2019-01-19,2,2019-02-02,2.0766912598540364,0.01,ili perc,quantile
HHS Region 1,2019-01-19,2,2019-02-02,2.302854672572771,0.025,ili perc,quantile
HHS Region 1,2019-01-19,2,2019-02-02,2.512937782165839,0.05,ili perc,quantile
HHS Region 1,2019-01-19,2,2019-02-02,2.7824161036413417,0.1,ili perc,quantile
HHS Region 1,2019-01-19,2,2019-02-02,2.8523058128123346,0.15,ili perc,quantile
HHS Region 1,2019-01-19,2,2019-02-02,2.9142850159240816,0.2,ili perc,quantile
HHS Region 1,2019-01-19,2,2019-02-02,2.998190316411361,0.25,ili perc,quantile
HHS Region 1,2019-01-19,2,2019-02-02,3.074646252184472,0.3,ili perc,quantile
HHS Region 1,2019-01-19,2,2019-02-02,3.1015409217691463,0.35,ili perc,quantile
HHS Region 1,2019-01-19,2,2019-02-02,3.162963156607007,0.4,ili perc,quantile
HHS Region 1,2019-01-19,2,2019-02-02,3.1931060534422753,0.45,ili perc,quantile
HHS Region 1,2019-01-19,2,2019-02-02,3.231210211611117,0.5,ili perc,quantile
HHS Region 1,2019-01-19,2,2019-02-02,3.256735263826537,0.55,ili perc,quantile
HHS Region 1,2019-01-19,2,2019-02-02,3.2924375212157204,0.6,ili perc,quantile
HHS Region 1,2019-01-19,2,2019-02-02,3.346545996280537,0.65,ili perc,quantile
HHS Region 1,2019-01-19,2,2019-02-02,3.37586448079507,0.7,ili perc,quantile
HHS Region 1,2019-01-19,2,2019-02-02,3.41964578621558,0.75,ili perc,quantile
HHS Region 1,2019-01-19,2,2019-02-02,3.453122728432382,0.8,ili perc,quantile
HHS Region 1,2019-01-19,2,2019-02-02,3.5216435263773156,0.85,ili perc,quantile
HHS Region 1,2019-01-19,2,2019-02-02,3.6744951055709256,0.9,ili perc,quantile
HHS Region 1,2019-01-19,2,2019-02-02,3.9923502293236215,0.95,ili perc,quantile
HHS Region 1,2019-01-19,2,2019-02-02,4.556817549217813,0.975,ili perc,quantile
HHS Region 1,2019-01-19,2,2019-02-02,4.771836281611061,0.99,ili perc,quantile
HHS Region 1,2019-01-19,3,2019-02-09,1.8906715195685249,0.01,ili perc,quantile
HHS Region 1,2019-01-19,3,2019-02-09,1.9717959005416836,0.025,ili perc,quantile
HHS Region 1,2019-01-19,3,2019-02-09,2.1384760708921875,0.05,ili perc,quantile
HHS Region 1,2019-01-19,3,2019-02-09,2.2715116116756797,0.1,ili perc,quantile
HHS Region 1,2019-01-19,3,2019-02-09,2.3937218481703644,0.15,ili perc,quantile
HHS Region 1,2019-01-19,3,2019-02-09,2.5432264390942594,0.2,ili perc,quantile
HHS Region 1,2019-01-19,3,2019-02-09,2.6761420492961205,0.25,ili perc,quantile
HHS Region 1,2019-01-19,3,2019-02-09,2.73044127812954,0.3,ili perc,quantile
HHS Region 1,2019-01-19,3,2019-02-09,2.8148390852599614,0.35,ili perc,quantile
HHS Region 1,2019-01-19,3,2019-02-09,2.925695273861637,0.4,ili perc,quantile
HHS Region 1,2019-01-19,3,2019-02-09,2.960120901451745,0.45,ili perc,quantile
HHS Region 1,2019-01-19,3,2019-02-09,3.008596090200755,0.5,ili perc,quantile
HHS Region 1,2019-01-19,3,2019-02-09,3.0811074866559314,0.55,ili perc,quantile
HHS Region 1,2019-01-19,3,2019-02-09,3.160541590631156,0.6,ili perc,quantile
HHS Region 1,2019-01-19,3,2019-02-09,3.241939141779132,0.65,ili perc,quantile
HHS Region 1,2019-01-19,3,2019-02-09,3.2768993985695976,0.7,ili perc,quantile
HHS Region 1,2019-01-19,3,2019-02-09,3.3373094108459114,0.75,ili perc,quantile
HHS Region 1,2019-01-19,3,2019-02-09,3.473018728485013,0.8,ili perc,quantile
HHS Region 1,2019-01-19,3,2019-02-09,3.552970263104219,0.85,ili perc,quantile
HHS Region 1,2019-01-19,3,2019-02-09,3.6766658126450316,0.9,ili perc,quantile
