"location","origin_date","horizon","target_end_date","output_type_id","target","output_type","value"
"HHS Region 1",2017-12-02,1,2017-12-09,0.01,"ili perc","quantile",0.778421473783487
"HHS Region 1",2017-12-02,1,2017-12-09,0.025,"ili perc","quantile",0.921044570344898
"HHS Region 1",2017-12-02,1,2017-12-09,0.05,"ili perc","quantile",1.04434018014675
"HHS Region 1",2017-12-02,1,2017-12-09,0.1,"ili perc","quantile",1.18496965533484
"HHS Region 1",2017-12-02,1,2017-12-09,0.15,"ili perc","quantile",1.24333190950999
"HHS Region 1",2017-12-02,1,2017-12-09,0.2,"ili perc","quantile",1.31311139230214
"HHS Region 1",2017-12-02,1,2017-12-09,0.25,"ili perc","quantile",1.38475716702778
"HHS Region 1",2017-12-02,1,2017-12-09,0.3,"ili perc","quantile",1.42000135066143
"HHS Region 1",2017-12-02,1,2017-12-09,0.35,"ili perc","quantile",1.45237614425883
"HHS Region 1",2017-12-02,1,2017-12-09,0.4,"ili perc","quantile",1.48552121171369
"HHS Region 1",2017-12-02,1,2017-12-09,0.45,"ili perc","quantile",1.53120864567036
"HHS Region 1",2017-12-02,1,2017-12-09,0.5,"ili perc","quantile",1.55508383508889
"HHS Region 1",2017-12-02,1,2017-12-09,0.55,"ili perc","quantile",1.5758687465933
"HHS Region 1",2017-12-02,1,2017-12-09,0.6,"ili perc","quantile",1.60675505398144
"HHS Region 1",2017-12-02,1,2017-12-09,0.65,"ili perc","quantile",1.63648484226302
"HHS Region 1",2017-12-02,1,2017-12-09,0.7,"ili perc","quantile",1.69888366622784
"HHS Region 1",2017-12-02,1,2017-12-09,0.75,"ili perc","quantile",1.74052820987642
"HHS Region 1",2017-12-02,1,2017-12-09,0.8,"ili perc","quantile",1.83633107071811
"HHS Region 1",2017-12-02,1,2017-12-09,0.85,"ili perc","quantile",1.89230115713391
"HHS Region 1",2017-12-02,1,2017-12-09,0.9,"ili perc","quantile",1.98390437357067
"HHS Region 1",2017-12-02,1,2017-12-09,0.95,"ili perc","quantile",2.1820809536322
"HHS Region 1",2017-12-02,1,2017-12-09,0.975,"ili perc","quantile",2.59392706152576
"HHS Region 1",2017-12-02,1,2017-12-09,0.99,"ili perc","quantile",3.11088518375223
"HHS Region 1",2017-12-02,2,2017-12-16,0.01,"ili perc","quantile",0.561296197994418
"HHS Region 1",2017-12-02,2,2017-12-16,0.025,"ili perc","quantile",0.706920244332457
