"location","origin_date","horizon","target_end_date","output_type_id","target","output_type","value"
"HHS Region 1",2018-04-21,1,2018-04-28,0.01,"ili perc","quantile",0.836104253561534
"HHS Region 1",2018-04-21,1,2018-04-28,0.025,"ili perc","quantile",0.906213960630645
"HHS Region 1",2018-04-21,1,2018-04-28,0.05,"ili perc","quantile",0.976816560332785
"HHS Region 1",2018-04-21,1,2018-04-28,0.1,"ili perc","quantile",1.11174419785837
"HHS Region 1",2018-04-21,1,2018-04-28,0.15,"ili perc","quantile",1.16562667314693
"HHS Region 1",2018-04-21,1,2018-04-28,0.2,"ili perc","quantile",1.22323639951115
"HHS Region 1",2018-04-21,1,2018-04-28,0.25,"ili perc","quantile",1.29735618917987
"HHS Region 1",2018-04-21,1,2018-04-28,0.3,"ili perc","quantile",1.3589119208495
"HHS Region 1",2018-04-21,1,2018-04-28,0.35,"ili perc","quantile",1.39688608343156
"HHS Region 1",2018-04-21,1,2018-04-28,0.4,"ili perc","quantile",1.4286452217954
"HHS Region 1",2018-04-21,1,2018-04-28,0.45,"ili perc","quantile",1.45203531903729
"HHS Region 1",2018-04-21,1,2018-04-28,0.5,"ili perc","quantile",1.47471359360388
"HHS Region 1",2018-04-21,1,2018-04-28,0.55,"ili perc","quantile",1.51160972491596
"HHS Region 1",2018-04-21,1,2018-04-28,0.6,"ili perc","quantile",1.54744560209883
"HHS Region 1",2018-04-21,1,2018-04-28,0.65,"ili perc","quantile",1.58537454314235
"HHS Region 1",2018-04-21,1,2018-04-28,0.7,"ili perc","quantile",1.61951746260378
"HHS Region 1",2018-04-21,1,2018-04-28,0.75,"ili perc","quantile",1.66168992797999
"HHS Region 1",2018-04-21,1,2018-04-28,0.8,"ili perc","quantile",1.73472465259703
"HHS Region 1",2018-04-21,1,2018-04-28,0.85,"ili perc","quantile",1.79360850493207
"HHS Region 1",2018-04-21,1,2018-04-28,0.9,"ili perc","quantile",1.89788946965417
"HHS Region 1",2018-04-21,1,2018-04-28,0.95,"ili perc","quantile",2.13953544516541
"HHS Region 1",2018-04-21,1,2018-04-28,0.975,"ili perc","quantile",2.30289707649214
