"location","origin_date","horizon","target_end_date","output_type_id","target","output_type","value"
"HHS Region 1",2019-02-23,1,2019-03-02,0.01,"ili perc","quantile",1.4761700087218
"HHS Region 1",2019-02-23,1,2019-03-02,0.025,"ili perc","quantile",2.05487723133926
"HHS Region 1",2019-02-23,1,2019-03-02,0.05,"ili perc","quantile",2.24077880558244
"HHS Region 1",2019-02-23,1,2019-03-02,0.1,"ili perc","quantile",2.45931269219408
"HHS Region 1",2019-02-23,1,2019-03-02,0.15,"ili perc","quantile",2.58265731614998
"HHS Region 1",2019-02-23,1,2019-03-02,0.2,"ili perc","quantile",2.70640826864876
"HHS Region 1",2019-02-23,1,2019-03-02,0.25,"ili perc","quantile",2.7778640043647
"HHS Region 1",2019-02-23,1,2019-03-02,0.3,"ili perc","quantile",2.83463133821584
"HHS Region 1",2019-02-23,1,2019-03-02,0.35,"ili perc","quantile",2.93946927431632
"HHS Region 1",2019-02-23,1,2019-03-02,0.4,"ili perc","quantile",2.96928586130381
"HHS Region 1",2019-02-23,1,2019-03-02,0.45,"ili perc","quantile",3.02104965336376
"HHS Region 1",2019-02-23,1,2019-03-02,0.5,"ili perc","quantile",3.07678108790031
"HHS Region 1",2019-02-23,1,2019-03-02,0.55,"ili perc","quantile",3.14063289993061
"HHS Region 1",2019-02-23,1,2019-03-02,0.6,"ili perc","quantile",3.18093968345416
"HHS Region 1",2019-02-23,1,2019-03-02,0.65,"ili perc","quantile",3.27552630553115
"HHS Region 1",2019-02-23,1,2019-03-02,0.7,"ili perc","quantile",3.35560180874008
"HHS Region 1",2019-02-23,1,2019-03-02,0.75,"ili perc","quantile",3.51561012274929
"HHS Region 1",2019-02-23,1,2019-03-02,0.8,"ili perc","quantile",3.68945828528984
"HHS Region 1",2019-02-23,1,2019-03-02,0.85,"ili perc","quantile",3.79045738528387
"HHS Region 1",2019-02-23,1,2019-03-02,0.9,"ili perc","quantile",3.96335210838788
"HHS Region 1",2019-02-23,1,2019-03-02,0.95,"ili perc","quantile",4.29932585346901
"HHS Region 1",2019-02-23,1,2019-03-02,0.975,"ili perc","quantile",5.85211959883833
"HHS Region 1",2019-02-23,1,2019-03-02,0.99,"ili perc","quantile",6.51517188294545
"HHS Region 1",2019-02-23,2,2019-03-09,0.01,"ili perc","quantile",1.49359415213695
"HHS Region 1",2019-02-23,2,2019-03-09,0.025,"ili perc","quantile",1.94359554974953
"HHS Region 1",2019-02-23,2,2019-03-09,0.05,"ili perc","quantile",2.13689900867922
"HHS Region 1",2019-02-23,2,2019-03-09,0.1,"ili perc","quantile",2.32355037314162
"HHS Region 1",2019-02-23,2,2019-03-09,0.15,"ili perc","quantile",2.39722501216244
"HHS Region 1",2019-02-23,2,2019-03-09,0.2,"ili perc","quantile",2.5088283492731
"HHS Region 1",2019-02-23,2,2019-03-09,0.25,"ili perc","quantile",2.62468958214447
"HHS Region 1",2019-02-23,2,2019-03-09,0.3,"ili perc","quantile",2.70891271881244
"HHS Region 1",2019-02-23,2,2019-03-09,0.35,"ili perc","quantile",2.76195731062327
