"location","origin_date","horizon","target_end_date","output_type_id","target","output_type","value"
"HHS Region 1",2018-01-20,1,2018-01-27,0.01,"ili perc","quantile",2.1801629495741
"HHS Region 1",2018-01-20,1,2018-01-27,0.025,"ili perc","quantile",2.2156530618401
"HHS Region 1",2018-01-20,1,2018-01-27,0.05,"ili perc","quantile",2.35434743090078
"HHS Region 1",2018-01-20,1,2018-01-27,0.1,"ili perc","quantile",2.57242750401899
"HHS Region 1",2018-01-20,1,2018-01-27,0.15,"ili perc","quantile",2.71339389568726
"HHS Region 1",2018-01-20,1,2018-01-27,0.2,"ili perc","quantile",2.77150476532567
"HHS Region 1",2018-01-20,1,2018-01-27,0.25,"ili perc","quantile",2.87818152370102
"HHS Region 1",2018-01-20,1,2018-01-27,0.3,"ili perc","quantile",2.96732050645372
"HHS Region 1",2018-01-20,1,2018-01-27,0.35,"ili perc","quantile",3.01745435188984
"HHS Region 1",2018-01-20,1,2018-01-27,0.4,"ili perc","quantile",3.08066296611144
"HHS Region 1",2018-01-20,1,2018-01-27,0.45,"ili perc","quantile",3.13021494137101
"HHS Region 1",2018-01-20,1,2018-01-27,0.5,"ili perc","quantile",3.17992508805208
"HHS Region 1",2018-01-20,1,2018-01-27,0.55,"ili perc","quantile",3.22569858262706
"HHS Region 1",2018-01-20,1,2018-01-27,0.6,"ili perc","quantile",3.24171306121928
"HHS Region 1",2018-01-20,1,2018-01-27,0.65,"ili perc","quantile",3.26916972478622
"HHS Region 1",2018-01-20,1,2018-01-27,0.7,"ili perc","quantile",3.3181220352365
"HHS Region 1",2018-01-20,1,2018-01-27,0.75,"ili perc","quantile",3.37704759907167
"HHS Region 1",2018-01-20,1,2018-01-27,0.8,"ili perc","quantile",3.43640544185356
"HHS Region 1",2018-01-20,1,2018-01-27,0.85,"ili perc","quantile",3.51390813686522
"HHS Region 1",2018-01-20,1,2018-01-27,0.9,"ili perc","quantile",3.67842579944042
"HHS Region 1",2018-01-20,1,2018-01-27,0.95,"ili perc","quantile",4.17120754321384
"HHS Region 1",2018-01-20,1,2018-01-27,0.975,"ili perc","quantile",4.39886544812142
"HHS Region 1",2018-01-20,1,2018-01-27,0.99,"ili perc","quantile",4.82830370698548
"HHS Region 1",2018-01-20,2,2018-02-03,0.01,"ili perc","quantile",1.56730362659408
"HHS Region 1",2018-01-20,2,2018-02-03,0.025,"ili perc","quantile",1.86965750032639
"HHS Region 1",2018-01-20,2,2018-02-03,0.05,"ili perc","quantile",2.11565633145849
"HHS Region 1",2018-01-20,2,2018-02-03,0.1,"ili perc","quantile",2.4210662785691
"HHS Region 1",2018-01-20,2,2018-02-03,0.15,"ili perc","quantile",2.56273141523008
"HHS Region 1",2018-01-20,2,2018-02-03,0.2,"ili perc","quantile",2.68615294652724
"HHS Region 1",2018-01-20,2,2018-02-03,0.25,"ili perc","quantile",2.81929145411314
"HHS Region 1",2018-01-20,2,2018-02-03,0.3,"ili perc","quantile",2.89352837661367
"HHS Region 1",2018-01-20,2,2018-02-03,0.35,"ili perc","quantile",2.97472302803096
"HHS Region 1",2018-01-20,2,2018-02-03,0.4,"ili perc","quantile",3.07348766942461
"HHS Region 1",2018-01-20,2,2018-02-03,0.45,"ili perc","quantile",3.14358502278527
"HHS Region 1",2018-01-20,2,2018-02-03,0.5,"ili perc","quantile",3.20157449185641
"HHS Region 1",2018-01-20,2,2018-02-03,0.55,"ili perc","quantile",3.26634269163637
