"location","origin_date","horizon","target_end_date","output_type_id","target","output_type","value"
"HHS Region 1",2018-04-07,1,2018-04-14,0.01,"ili perc","quantile",0.852181954195335
"HHS Region 1",2018-04-07,1,2018-04-14,0.025,"ili perc","quantile",0.976943016163884
"HHS Region 1",2018-04-07,1,2018-04-14,0.05,"ili perc","quantile",1.16714341660598
"HHS Region 1",2018-04-07,1,2018-04-14,0.1,"ili perc","quantile",1.2863162132667
"HHS Region 1",2018-04-07,1,2018-04-14,0.15,"ili perc","quantile",1.38546340172363
"HHS Region 1",2018-04-07,1,2018-04-14,0.2,"ili perc","quantile",1.4527778904072
"HHS Region 1",2018-04-07,1,2018-04-14,0.25,"ili perc","quantile",1.49749265496062
"HHS Region 1",2018-04-07,1,2018-04-14,0.3,"ili perc","quantile",1.54292640489109
"HHS Region 1",2018-04-07,1,2018-04-14,0.35,"ili perc","quantile",1.57580335394862
"HHS Region 1",2018-04-07,1,2018-04-14,0.4,"ili perc","quantile",1.60541512255459
"HHS Region 1",2018-04-07,1,2018-04-14,0.45,"ili perc","quantile",1.64814737510916
"HHS Region 1",2018-04-07,1,2018-04-14,0.5,"ili perc","quantile",1.67304923819765
"HHS Region 1",2018-04-07,1,2018-04-14,0.55,"ili perc","quantile",1.70355749589
"HHS Region 1",2018-04-07,1,2018-04-14,0.6,"ili perc","quantile",1.73287524504666
"HHS Region 1",2018-04-07,1,2018-04-14,0.65,"ili perc","quantile",1.76074670643958
"HHS Region 1",2018-04-07,1,2018-04-14,0.7,"ili perc","quantile",1.80498656627348
"HHS Region 1",2018-04-07,1,2018-04-14,0.75,"ili perc","quantile",1.86546115014805
"HHS Region 1",2018-04-07,1,2018-04-14,0.8,"ili perc","quantile",1.9175338845349
"HHS Region 1",2018-04-07,1,2018-04-14,0.85,"ili perc","quantile",1.99379770494055
"HHS Region 1",2018-04-07,1,2018-04-14,0.9,"ili perc","quantile",2.17613548922861
"HHS Region 1",2018-04-07,1,2018-04-14,0.95,"ili perc","quantile",2.36072698128994
"HHS Region 1",2018-04-07,1,2018-04-14,0.975,"ili perc","quantile",2.59973741016473
"HHS Region 1",2018-04-07,1,2018-04-14,0.99,"ili perc","quantile",2.92109522556109
"HHS Region 1",2018-04-07,2,2018-04-21,0.01,"ili perc","quantile",0.6307220347076
"HHS Region 1",2018-04-07,2,2018-04-21,0.025,"ili perc","quantile",0.779197072919786
"HHS Region 1",2018-04-07,2,2018-04-21,0.05,"ili perc","quantile",0.921647732724617
"HHS Region 1",2018-04-07,2,2018-04-21,0.1,"ili perc","quantile",1.17880626584201
"HHS Region 1",2018-04-07,2,2018-04-21,0.15,"ili perc","quantile",1.27960496417794
"HHS Region 1",2018-04-07,2,2018-04-21,0.2,"ili perc","quantile",1.33382757212511
"HHS Region 1",2018-04-07,2,2018-04-21,0.25,"ili perc","quantile",1.37629135272307
"HHS Region 1",2018-04-07,2,2018-04-21,0.3,"ili perc","quantile",1.42460381197283
"HHS Region 1",2018-04-07,2,2018-04-21,0.35,"ili perc","quantile",1.45903951686499
"HHS Region 1",2018-04-07,2,2018-04-21,0.4,"ili perc","quantile",1.50657872590336
"HHS Region 1",2018-04-07,2,2018-04-21,0.45,"ili perc","quantile",1.53340455518959
"HHS Region 1",2018-04-07,2,2018-04-21,0.5,"ili perc","quantile",1.58444766625701
"HHS Region 1",2018-04-07,2,2018-04-21,0.55,"ili perc","quantile",1.61954672317148
"HHS Region 1",2018-04-07,2,2018-04-21,0.6,"ili perc","quantile",1.65979003063801
"HHS Region 1",2018-04-07,2,2018-04-21,0.65,"ili perc","quantile",1.71585655045197
"HHS Region 1",2018-04-07,2,2018-04-21,0.7,"ili perc","quantile",1.77606578364813
"HHS Region 1",2018-04-07,2,2018-04-21,0.75,"ili perc","quantile",1.83394711962605
"HHS Region 1",2018-04-07,2,2018-04-21,0.8,"ili perc","quantile",1.93997774202862
"HHS Region 1",2018-04-07,2,2018-04-21,0.85,"ili perc","quantile",2.07707579526396
"HHS Region 1",2018-04-07,2,2018-04-21,0.9,"ili perc","quantile",2.20766162629309
"HHS Region 1",2018-04-07,2,2018-04-21,0.95,"ili perc","quantile",2.5496962290495
"HHS Region 1",2018-04-07,2,2018-04-21,0.975,"ili perc","quantile",3.02797735368443
"HHS Region 1",2018-04-07,2,2018-04-21,0.99,"ili perc","quantile",4.36847420482876
"HHS Region 1",2018-04-07,3,2018-04-28,0.01,"ili perc","quantile",0.552324385291165
"HHS Region 1",2018-04-07,3,2018-04-28,0.025,"ili perc","quantile",0.753744834168592
"HHS Region 1",2018-04-07,3,2018-04-28,0.05,"ili perc","quantile",0.854349067512978
"HHS Region 1",2018-04-07,3,2018-04-28,0.1,"ili perc","quantile",1.08800824522521
"HHS Region 1",2018-04-07,3,2018-04-28,0.15,"ili perc","quantile",1.16747928792494
"HHS Region 1",2018-04-07,3,2018-04-28,0.2,"ili perc","quantile",1.23435423407365
"HHS Region 1",2018-04-07,3,2018-04-28,0.25,"ili perc","quantile",1.30184815725983
"HHS Region 1",2018-04-07,3,2018-04-28,0.3,"ili perc","quantile",1.37237267788041
"HHS Region 1",2018-04-07,3,2018-04-28,0.35,"ili perc","quantile",1.42133584105543
"HHS Region 1",2018-04-07,3,2018-04-28,0.4,"ili perc","quantile",1.45960674129432
"HHS Region 1",2018-04-07,3,2018-04-28,0.45,"ili perc","quantile",1.48872312048099
"HHS Region 1",2018-04-07,3,2018-04-28,0.5,"ili perc","quantile",1.55705791876759
"HHS Region 1",2018-04-07,3,2018-04-28,0.55,"ili perc","quantile",1.6000345005609
"HHS Region 1",2018-04-07,3,2018-04-28,0.6,"ili perc","quantile",1.66020799178597
"HHS Region 1",2018-04-07,3,2018-04-28,0.65,"ili perc","quantile",1.71846349887491
"HHS Region 1",2018-04-07,3,2018-04-28,0.7,"ili perc","quantile",1.77928263920398
"HHS Region 1",2018-04-07,3,2018-04-28,0.75,"ili perc","quantile",1.8159757665663
"HHS Region 1",2018-04-07,3,2018-04-28,0.8,"ili perc","quantile",1.91084096359363
"HHS Region 1",2018-04-07,3,2018-04-28,0.85,"ili perc","quantile",2.02685333125002
"HHS Region 1",2018-04-07,3,2018-04-28,0.9,"ili perc","quantile",2.17711141894128
"HHS Region 1",2018-04-07,3,2018-04-28,0.95,"ili perc","quantile",2.44581668017522
