"location","origin_date","horizon","target_end_date","output_type_id","target","output_type","value"
"HHS Region 1",2019-01-12,1,2019-01-19,0.01,"ili perc","quantile",1.99702610445409
"HHS Region 1",2019-01-12,1,2019-01-19,0.025,"ili perc","quantile",2.18469127507422
"HHS Region 1",2019-01-12,1,2019-01-19,0.05,"ili perc","quantile",2.28110983151186
"HHS Region 1",2019-01-12,1,2019-01-19,0.1,"ili perc","quantile",2.48422031403611
"HHS Region 1",2019-01-12,1,2019-01-19,0.15,"ili perc","quantile",2.61231085348439
"HHS Region 1",2019-01-12,1,2019-01-19,0.2,"ili perc","quantile",2.72093208008771
"HHS Region 1",2019-01-12,1,2019-01-19,0.25,"ili perc","quantile",2.78376921238627
"HHS Region 1",2019-01-12,1,2019-01-19,0.3,"ili perc","quantile",2.86240166795425
"HHS Region 1",2019-01-12,1,2019-01-19,0.35,"ili perc","quantile",2.9062343533322
"HHS Region 1",2019-01-12,1,2019-01-19,0.4,"ili perc","quantile",2.96579565542018
"HHS Region 1",2019-01-12,1,2019-01-19,0.45,"ili perc","quantile",3.0392133105759
"HHS Region 1",2019-01-12,1,2019-01-19,0.5,"ili perc","quantile",3.08476903081323
"HHS Region 1",2019-01-12,1,2019-01-19,0.55,"ili perc","quantile",3.13849714633856
"HHS Region 1",2019-01-12,1,2019-01-19,0.6,"ili perc","quantile",3.1838753278709
"HHS Region 1",2019-01-12,1,2019-01-19,0.65,"ili perc","quantile",3.23582622518343
"HHS Region 1",2019-01-12,1,2019-01-19,0.7,"ili perc","quantile",3.30064657851227
"HHS Region 1",2019-01-12,1,2019-01-19,0.75,"ili perc","quantile",3.35523725360318
"HHS Region 1",2019-01-12,1,2019-01-19,0.8,"ili perc","quantile",3.50740187941918
"HHS Region 1",2019-01-12,1,2019-01-19,0.85,"ili perc","quantile",3.71615913293412
"HHS Region 1",2019-01-12,1,2019-01-19,0.9,"ili perc","quantile",3.85146679780861
"HHS Region 1",2019-01-12,1,2019-01-19,0.95,"ili perc","quantile",4.15419604032383
"HHS Region 1",2019-01-12,1,2019-01-19,0.975,"ili perc","quantile",4.43981899021373
"HHS Region 1",2019-01-12,1,2019-01-19,0.99,"ili perc","quantile",5.29219568810595
"HHS Region 1",2019-01-12,2,2019-01-26,0.01,"ili perc","quantile",1.88565241548777
"HHS Region 1",2019-01-12,2,2019-01-26,0.025,"ili perc","quantile",2.08391475594867
"HHS Region 1",2019-01-12,2,2019-01-26,0.05,"ili perc","quantile",2.17181561737224
"HHS Region 1",2019-01-12,2,2019-01-26,0.1,"ili perc","quantile",2.40842732345008
"HHS Region 1",2019-01-12,2,2019-01-26,0.15,"ili perc","quantile",2.57111834498783
"HHS Region 1",2019-01-12,2,2019-01-26,0.2,"ili perc","quantile",2.68092617091803
"HHS Region 1",2019-01-12,2,2019-01-26,0.25,"ili perc","quantile",2.74318864179855
"HHS Region 1",2019-01-12,2,2019-01-26,0.3,"ili perc","quantile",2.83267028568442
"HHS Region 1",2019-01-12,2,2019-01-26,0.35,"ili perc","quantile",2.9317524931263
"HHS Region 1",2019-01-12,2,2019-01-26,0.4,"ili perc","quantile",2.98884360000223
"HHS Region 1",2019-01-12,2,2019-01-26,0.45,"ili perc","quantile",3.03232514247983
"HHS Region 1",2019-01-12,2,2019-01-26,0.5,"ili perc","quantile",3.12047121125104
"HHS Region 1",2019-01-12,2,2019-01-26,0.55,"ili perc","quantile",3.21972938031505
"HHS Region 1",2019-01-12,2,2019-01-26,0.6,"ili perc","quantile",3.2878345650159
"HHS Region 1",2019-01-12,2,2019-01-26,0.65,"ili perc","quantile",3.32671041002715
"HHS Region 1",2019-01-12,2,2019-01-26,0.7,"ili perc","quantile",3.42546293267148
"HHS Region 1",2019-01-12,2,2019-01-26,0.75,"ili perc","quantile",3.5166809547102
"HHS Region 1",2019-01-12,2,2019-01-26,0.8,"ili perc","quantile",3.63399688269168
"HHS Region 1",2019-01-12,2,2019-01-26,0.85,"ili perc","quantile",3.90731820659183
