"location","origin_date","horizon","target_end_date","output_type_id","target","output_type","value"
"HHS Region 1",2020-01-25,1,2020-02-01,0.01,"ili perc","quantile",3.05720779533975
"HHS Region 1",2020-01-25,1,2020-02-01,0.025,"ili perc","quantile",3.20042574209551
"HHS Region 1",2020-01-25,1,2020-02-01,0.05,"ili perc","quantile",3.30294045456335
"HHS Region 1",2020-01-25,1,2020-02-01,0.1,"ili perc","quantile",3.5789823460068
"HHS Region 1",2020-01-25,1,2020-02-01,0.15,"ili perc","quantile",3.69666803818137
"HHS Region 1",2020-01-25,1,2020-02-01,0.2,"ili perc","quantile",3.83477298646411
"HHS Region 1",2020-01-25,1,2020-02-01,0.25,"ili perc","quantile",3.95651288678758
"HHS Region 1",2020-01-25,1,2020-02-01,0.3,"ili perc","quantile",3.99721527520143
"HHS Region 1",2020-01-25,1,2020-02-01,0.35,"ili perc","quantile",4.06191191213669
"HHS Region 1",2020-01-25,1,2020-02-01,0.4,"ili perc","quantile",4.12709437592082
"HHS Region 1",2020-01-25,1,2020-02-01,0.45,"ili perc","quantile",4.19990192914865
"HHS Region 1",2020-01-25,1,2020-02-01,0.5,"ili perc","quantile",4.24807583806544
"HHS Region 1",2020-01-25,1,2020-02-01,0.55,"ili perc","quantile",4.28521496851968
"HHS Region 1",2020-01-25,1,2020-02-01,0.6,"ili perc","quantile",4.35752633846577
"HHS Region 1",2020-01-25,1,2020-02-01,0.65,"ili perc","quantile",4.4294341735162
"HHS Region 1",2020-01-25,1,2020-02-01,0.7,"ili perc","quantile",4.48963421384847
"HHS Region 1",2020-01-25,1,2020-02-01,0.75,"ili perc","quantile",4.5962452555443
"HHS Region 1",2020-01-25,1,2020-02-01,0.8,"ili perc","quantile",4.72445321284183
"HHS Region 1",2020-01-25,1,2020-02-01,0.85,"ili perc","quantile",4.83982717735266
"HHS Region 1",2020-01-25,1,2020-02-01,0.9,"ili perc","quantile",5.1461187986464
"HHS Region 1",2020-01-25,1,2020-02-01,0.95,"ili perc","quantile",5.47767984703882
"HHS Region 1",2020-01-25,1,2020-02-01,0.975,"ili perc","quantile",6.0826372428006
"HHS Region 1",2020-01-25,1,2020-02-01,0.99,"ili perc","quantile",6.4617862562791
"HHS Region 1",2020-01-25,2,2020-02-08,0.01,"ili perc","quantile",2.86435298127625
"HHS Region 1",2020-01-25,2,2020-02-08,0.025,"ili perc","quantile",2.95650601205485
"HHS Region 1",2020-01-25,2,2020-02-08,0.05,"ili perc","quantile",3.20206301890115
"HHS Region 1",2020-01-25,2,2020-02-08,0.1,"ili perc","quantile",3.45810086219386
"HHS Region 1",2020-01-25,2,2020-02-08,0.15,"ili perc","quantile",3.59666855661854
"HHS Region 1",2020-01-25,2,2020-02-08,0.2,"ili perc","quantile",3.73600523663473
"HHS Region 1",2020-01-25,2,2020-02-08,0.25,"ili perc","quantile",3.83510463337268
"HHS Region 1",2020-01-25,2,2020-02-08,0.3,"ili perc","quantile",3.90479680387748
"HHS Region 1",2020-01-25,2,2020-02-08,0.35,"ili perc","quantile",3.9846663435963
"HHS Region 1",2020-01-25,2,2020-02-08,0.4,"ili perc","quantile",4.1014600602863
"HHS Region 1",2020-01-25,2,2020-02-08,0.45,"ili perc","quantile",4.20499124011941
"HHS Region 1",2020-01-25,2,2020-02-08,0.5,"ili perc","quantile",4.31282268982229
"HHS Region 1",2020-01-25,2,2020-02-08,0.55,"ili perc","quantile",4.40884526976562
"HHS Region 1",2020-01-25,2,2020-02-08,0.6,"ili perc","quantile",4.50570947436302
"HHS Region 1",2020-01-25,2,2020-02-08,0.65,"ili perc","quantile",4.61098087244655
"HHS Region 1",2020-01-25,2,2020-02-08,0.7,"ili perc","quantile",4.73433236982454
"HHS Region 1",2020-01-25,2,2020-02-08,0.75,"ili perc","quantile",4.91088648880593
"HHS Region 1",2020-01-25,2,2020-02-08,0.8,"ili perc","quantile",5.0823740337933
"HHS Region 1",2020-01-25,2,2020-02-08,0.85,"ili perc","quantile",5.41798438177312
"HHS Region 1",2020-01-25,2,2020-02-08,0.9,"ili perc","quantile",5.75580090506068
"HHS Region 1",2020-01-25,2,2020-02-08,0.95,"ili perc","quantile",6.23962543195256
"HHS Region 1",2020-01-25,2,2020-02-08,0.975,"ili perc","quantile",6.91582579699323
"HHS Region 1",2020-01-25,2,2020-02-08,0.99,"ili perc","quantile",7.94850413967496
"HHS Region 1",2020-01-25,3,2020-02-15,0.01,"ili perc","quantile",2.51724299148432
"HHS Region 1",2020-01-25,3,2020-02-15,0.025,"ili perc","quantile",2.81490018410268
"HHS Region 1",2020-01-25,3,2020-02-15,0.05,"ili perc","quantile",2.9632364149406
"HHS Region 1",2020-01-25,3,2020-02-15,0.1,"ili perc","quantile",3.20639514283849
"HHS Region 1",2020-01-25,3,2020-02-15,0.15,"ili perc","quantile",3.36154518195017
"HHS Region 1",2020-01-25,3,2020-02-15,0.2,"ili perc","quantile",3.50729854939554
"HHS Region 1",2020-01-25,3,2020-02-15,0.25,"ili perc","quantile",3.75412485918029
"HHS Region 1",2020-01-25,3,2020-02-15,0.3,"ili perc","quantile",3.96233191233858
"HHS Region 1",2020-01-25,3,2020-02-15,0.35,"ili perc","quantile",4.10704905144215
"HHS Region 1",2020-01-25,3,2020-02-15,0.4,"ili perc","quantile",4.19286268401713
"HHS Region 1",2020-01-25,3,2020-02-15,0.45,"ili perc","quantile",4.25590781297719
"HHS Region 1",2020-01-25,3,2020-02-15,0.5,"ili perc","quantile",4.32565502236408
"HHS Region 1",2020-01-25,3,2020-02-15,0.55,"ili perc","quantile",4.4310623340129
"HHS Region 1",2020-01-25,3,2020-02-15,0.6,"ili perc","quantile",4.55392534312681
"HHS Region 1",2020-01-25,3,2020-02-15,0.65,"ili perc","quantile",4.6268173629043
"HHS Region 1",2020-01-25,3,2020-02-15,0.7,"ili perc","quantile",4.76086540593242
"HHS Region 1",2020-01-25,3,2020-02-15,0.75,"ili perc","quantile",4.96228110211182
"HHS Region 1",2020-01-25,3,2020-02-15,0.8,"ili perc","quantile",5.13743932538743
"HHS Region 1",2020-01-25,3,2020-02-15,0.85,"ili perc","quantile",5.27691891905532
"HHS Region 1",2020-01-25,3,2020-02-15,0.9,"ili perc","quantile",5.66349767337678
"HHS Region 1",2020-01-25,3,2020-02-15,0.95,"ili perc","quantile",6.21747869998314
"HHS Region 1",2020-01-25,3,2020-02-15,0.975,"ili perc","quantile",6.65343965456164
"HHS Region 1",2020-01-25,3,2020-02-15,0.99,"ili perc","quantile",7.31679510357861
"HHS Region 1",2020-01-25,4,2020-02-22,0.01,"ili perc","quantile",2.31990869694026
"HHS Region 1",2020-01-25,4,2020-02-22,0.025,"ili perc","quantile",2.55413792005761
"HHS Region 1",2020-01-25,4,2020-02-22,0.05,"ili perc","quantile",2.78441415486762
"HHS Region 1",2020-01-25,4,2020-02-22,0.1,"ili perc","quantile",3.10436391119203
"HHS Region 1",2020-01-25,4,2020-02-22,0.15,"ili perc","quantile",3.29933736096395
"HHS Region 1",2020-01-25,4,2020-02-22,0.2,"ili perc","quantile",3.47181488466785
"HHS Region 1",2020-01-25,4,2020-02-22,0.25,"ili perc","quantile",3.60768118989529
"HHS Region 1",2020-01-25,4,2020-02-22,0.3,"ili perc","quantile",3.8300377585526
"HHS Region 1",2020-01-25,4,2020-02-22,0.35,"ili perc","quantile",3.9724789633025
"HHS Region 1",2020-01-25,4,2020-02-22,0.4,"ili perc","quantile",4.08521373532372
"HHS Region 1",2020-01-25,4,2020-02-22,0.45,"ili perc","quantile",4.2079970311991
