"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type"
"US National",2016-01-09,4,2016-02-06,"1%",1.60956229230167,0.01,"ili perc","quantile"
"US National",2016-01-09,4,2016-02-06,"2.5%",1.67728706659298,0.025,"ili perc","quantile"
"US National",2016-01-09,4,2016-02-06,"5%",1.87699776146228,0.05,"ili perc","quantile"
"US National",2016-01-09,4,2016-02-06,"10%",2.08088826633405,0.1,"ili perc","quantile"
"US National",2016-01-09,4,2016-02-06,"15%",2.24396987165177,0.15,"ili perc","quantile"
"US National",2016-01-09,4,2016-02-06,"20%",2.3942632932869,0.2,"ili perc","quantile"
"US National",2016-01-09,4,2016-02-06,"25%",2.5393252750533,0.25,"ili perc","quantile"
"US National",2016-01-09,4,2016-02-06,"30%",2.64395878869066,0.3,"ili perc","quantile"
"US National",2016-01-09,4,2016-02-06,"35%",2.67403122267885,0.35,"ili perc","quantile"
"US National",2016-01-09,4,2016-02-06,"40%",2.73374203094718,0.4,"ili perc","quantile"
"US National",2016-01-09,4,2016-02-06,"45%",2.78656442627326,0.45,"ili perc","quantile"
"US National",2016-01-09,4,2016-02-06,"50%",2.90188622480811,0.5,"ili perc","quantile"
"US National",2016-01-09,4,2016-02-06,"55%",2.98876972716262,0.55,"ili perc","quantile"
"US National",2016-01-09,4,2016-02-06,"60%",3.10242095838775,0.6,"ili perc","quantile"
"US National",2016-01-09,4,2016-02-06,"65%",3.13838883825846,0.65,"ili perc","quantile"
"US National",2016-01-09,4,2016-02-06,"70%",3.25368282054807,0.7,"ili perc","quantile"
"US National",2016-01-09,4,2016-02-06,"75%",3.32591839795664,0.75,"ili perc","quantile"
"US National",2016-01-09,4,2016-02-06,"80%",3.41438365885666,0.8,"ili perc","quantile"
"US National",2016-01-09,4,2016-02-06,"85%",3.46945913466606,0.85,"ili perc","quantile"
"US National",2016-01-09,4,2016-02-06,"90%",3.58977320353302,0.9,"ili perc","quantile"
"US National",2016-01-09,4,2016-02-06,"95%",3.75656661035225,0.95,"ili perc","quantile"
"US National",2016-01-09,4,2016-02-06,"97.5%",4.26989243900143,0.975,"ili perc","quantile"
"US National",2016-01-09,4,2016-02-06,"99%",4.41111507594175,0.99,"ili perc","quantile"
