"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type"
"US National",2016-03-26,4,2016-04-23,"1%",1.23338520609778,0.01,"ili perc","quantile"
"US National",2016-03-26,4,2016-04-23,"2.5%",1.27505144279555,0.025,"ili perc","quantile"
"US National",2016-03-26,4,2016-04-23,"5%",1.30102173492585,0.05,"ili perc","quantile"
"US National",2016-03-26,4,2016-04-23,"10%",1.38040913971822,0.1,"ili perc","quantile"
"US National",2016-03-26,4,2016-04-23,"15%",1.41499121943633,0.15,"ili perc","quantile"
"US National",2016-03-26,4,2016-04-23,"20%",1.42444364175862,0.2,"ili perc","quantile"
"US National",2016-03-26,4,2016-04-23,"25%",1.43328534641562,0.25,"ili perc","quantile"
"US National",2016-03-26,4,2016-04-23,"30%",1.44413033672474,0.3,"ili perc","quantile"
"US National",2016-03-26,4,2016-04-23,"35%",1.47162769387914,0.35,"ili perc","quantile"
"US National",2016-03-26,4,2016-04-23,"40%",1.49558177648162,0.4,"ili perc","quantile"
"US National",2016-03-26,4,2016-04-23,"45%",1.50521493358363,0.45,"ili perc","quantile"
"US National",2016-03-26,4,2016-04-23,"50%",1.53387236804014,0.5,"ili perc","quantile"
"US National",2016-03-26,4,2016-04-23,"55%",1.54539782011942,0.55,"ili perc","quantile"
"US National",2016-03-26,4,2016-04-23,"60%",1.58476318038026,0.6,"ili perc","quantile"
"US National",2016-03-26,4,2016-04-23,"65%",1.61063842435915,0.65,"ili perc","quantile"
"US National",2016-03-26,4,2016-04-23,"70%",1.63366401581113,0.7,"ili perc","quantile"
"US National",2016-03-26,4,2016-04-23,"75%",1.65837609277435,0.75,"ili perc","quantile"
"US National",2016-03-26,4,2016-04-23,"80%",1.70448626761499,0.8,"ili perc","quantile"
"US National",2016-03-26,4,2016-04-23,"85%",1.77399756748426,0.85,"ili perc","quantile"
"US National",2016-03-26,4,2016-04-23,"90%",1.85899264123692,0.9,"ili perc","quantile"
"US National",2016-03-26,4,2016-04-23,"95%",2.05096716941382,0.95,"ili perc","quantile"
"US National",2016-03-26,4,2016-04-23,"97.5%",2.14489287387946,0.975,"ili perc","quantile"
"US National",2016-03-26,4,2016-04-23,"99%",2.23950866977189,0.99,"ili perc","quantile"
