"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type"
"US National",2015-12-05,4,2016-01-02,"1%",1.1470020654697,0.01,"ili perc","quantile"
"US National",2015-12-05,4,2016-01-02,"2.5%",1.17624564530439,0.025,"ili perc","quantile"
"US National",2015-12-05,4,2016-01-02,"5%",1.38090690853085,0.05,"ili perc","quantile"
"US National",2015-12-05,4,2016-01-02,"10%",1.50765707554478,0.1,"ili perc","quantile"
"US National",2015-12-05,4,2016-01-02,"15%",1.5627414477082,0.15,"ili perc","quantile"
"US National",2015-12-05,4,2016-01-02,"20%",1.70083941485667,0.2,"ili perc","quantile"
"US National",2015-12-05,4,2016-01-02,"25%",1.7678960472883,0.25,"ili perc","quantile"
"US National",2015-12-05,4,2016-01-02,"30%",1.82057553789411,0.3,"ili perc","quantile"
"US National",2015-12-05,4,2016-01-02,"35%",1.9306053925655,0.35,"ili perc","quantile"
"US National",2015-12-05,4,2016-01-02,"40%",2.04359017191927,0.4,"ili perc","quantile"
"US National",2015-12-05,4,2016-01-02,"45%",2.10218567945217,0.45,"ili perc","quantile"
"US National",2015-12-05,4,2016-01-02,"50%",2.25930594224244,0.5,"ili perc","quantile"
"US National",2015-12-05,4,2016-01-02,"55%",2.31863644310707,0.55,"ili perc","quantile"
"US National",2015-12-05,4,2016-01-02,"60%",2.3719037121196,0.6,"ili perc","quantile"
"US National",2015-12-05,4,2016-01-02,"65%",2.49128101900465,0.65,"ili perc","quantile"
"US National",2015-12-05,4,2016-01-02,"70%",2.57504406046785,0.7,"ili perc","quantile"
"US National",2015-12-05,4,2016-01-02,"75%",2.70173910029859,0.75,"ili perc","quantile"
"US National",2015-12-05,4,2016-01-02,"80%",2.81809257410056,0.8,"ili perc","quantile"
"US National",2015-12-05,4,2016-01-02,"85%",2.9739031003194,0.85,"ili perc","quantile"
"US National",2015-12-05,4,2016-01-02,"90%",3.21740001499558,0.9,"ili perc","quantile"
"US National",2015-12-05,4,2016-01-02,"95%",3.5687357703916,0.95,"ili perc","quantile"
"US National",2015-12-05,4,2016-01-02,"97.5%",4.33587642222172,0.975,"ili perc","quantile"
"US National",2015-12-05,4,2016-01-02,"99%",4.90338166978605,0.99,"ili perc","quantile"
