"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type"
"US National",2016-03-12,4,2016-04-09,"1%",1.65738272250262,0.01,"ili perc","quantile"
"US National",2016-03-12,4,2016-04-09,"2.5%",1.70102423119969,0.025,"ili perc","quantile"
"US National",2016-03-12,4,2016-04-09,"5%",1.73154295613916,0.05,"ili perc","quantile"
"US National",2016-03-12,4,2016-04-09,"10%",1.8408612437842,0.1,"ili perc","quantile"
"US National",2016-03-12,4,2016-04-09,"15%",1.92523219411978,0.15,"ili perc","quantile"
"US National",2016-03-12,4,2016-04-09,"20%",1.97248086805711,0.2,"ili perc","quantile"
"US National",2016-03-12,4,2016-04-09,"25%",2.06228916994119,0.25,"ili perc","quantile"
"US National",2016-03-12,4,2016-04-09,"30%",2.12581780429953,0.3,"ili perc","quantile"
"US National",2016-03-12,4,2016-04-09,"35%",2.15960344904208,0.35,"ili perc","quantile"
"US National",2016-03-12,4,2016-04-09,"40%",2.20002418165312,0.4,"ili perc","quantile"
"US National",2016-03-12,4,2016-04-09,"45%",2.27833377616357,0.45,"ili perc","quantile"
"US National",2016-03-12,4,2016-04-09,"50%",2.31189120834747,0.5,"ili perc","quantile"
"US National",2016-03-12,4,2016-04-09,"55%",2.34569652440853,0.55,"ili perc","quantile"
"US National",2016-03-12,4,2016-04-09,"60%",2.3943042774685,0.6,"ili perc","quantile"
"US National",2016-03-12,4,2016-04-09,"65%",2.45183352753296,0.65,"ili perc","quantile"
"US National",2016-03-12,4,2016-04-09,"70%",2.53090868817521,0.7,"ili perc","quantile"
"US National",2016-03-12,4,2016-04-09,"75%",2.57454616070839,0.75,"ili perc","quantile"
"US National",2016-03-12,4,2016-04-09,"80%",2.66911754264389,0.8,"ili perc","quantile"
"US National",2016-03-12,4,2016-04-09,"85%",2.75333600635487,0.85,"ili perc","quantile"
"US National",2016-03-12,4,2016-04-09,"90%",2.82188235673537,0.9,"ili perc","quantile"
"US National",2016-03-12,4,2016-04-09,"95%",2.94789005267933,0.95,"ili perc","quantile"
"US National",2016-03-12,4,2016-04-09,"97.5%",3.06040317232145,0.975,"ili perc","quantile"
"US National",2016-03-12,4,2016-04-09,"99%",3.42278666637116,0.99,"ili perc","quantile"
