"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type"
"US National",2015-12-26,4,2016-01-23,"1%",1.83575351202593,0.01,"ili perc","quantile"
"US National",2015-12-26,4,2016-01-23,"2.5%",2.09198422575292,0.025,"ili perc","quantile"
"US National",2015-12-26,4,2016-01-23,"5%",2.19469046467123,0.05,"ili perc","quantile"
"US National",2015-12-26,4,2016-01-23,"10%",2.28813694856627,0.1,"ili perc","quantile"
"US National",2015-12-26,4,2016-01-23,"15%",2.45938337915273,0.15,"ili perc","quantile"
"US National",2015-12-26,4,2016-01-23,"20%",2.58840188746371,0.2,"ili perc","quantile"
"US National",2015-12-26,4,2016-01-23,"25%",2.70163153917023,0.25,"ili perc","quantile"
"US National",2015-12-26,4,2016-01-23,"30%",2.77423549185667,0.3,"ili perc","quantile"
"US National",2015-12-26,4,2016-01-23,"35%",2.85018292188966,0.35,"ili perc","quantile"
"US National",2015-12-26,4,2016-01-23,"40%",2.95721953112892,0.4,"ili perc","quantile"
"US National",2015-12-26,4,2016-01-23,"45%",3.00407957170562,0.45,"ili perc","quantile"
"US National",2015-12-26,4,2016-01-23,"50%",3.15454091660394,0.5,"ili perc","quantile"
"US National",2015-12-26,4,2016-01-23,"55%",3.20268995117394,0.55,"ili perc","quantile"
"US National",2015-12-26,4,2016-01-23,"60%",3.31120977654662,0.6,"ili perc","quantile"
"US National",2015-12-26,4,2016-01-23,"65%",3.44913495225876,0.65,"ili perc","quantile"
"US National",2015-12-26,4,2016-01-23,"70%",3.56087038008885,0.7,"ili perc","quantile"
"US National",2015-12-26,4,2016-01-23,"75%",3.70197224237381,0.75,"ili perc","quantile"
"US National",2015-12-26,4,2016-01-23,"80%",3.85938967120417,0.8,"ili perc","quantile"
"US National",2015-12-26,4,2016-01-23,"85%",4.05712439088534,0.85,"ili perc","quantile"
"US National",2015-12-26,4,2016-01-23,"90%",4.27902603129899,0.9,"ili perc","quantile"
"US National",2015-12-26,4,2016-01-23,"95%",4.76091197762482,0.95,"ili perc","quantile"
"US National",2015-12-26,4,2016-01-23,"97.5%",5.06536347054764,0.975,"ili perc","quantile"
"US National",2015-12-26,4,2016-01-23,"99%",5.53252930604399,0.99,"ili perc","quantile"
