"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type"
"US National",2016-01-30,4,2016-02-27,"1%",1.85953092216672,0.01,"ili perc","quantile"
"US National",2016-01-30,4,2016-02-27,"2.5%",1.87819476122782,0.025,"ili perc","quantile"
"US National",2016-01-30,4,2016-02-27,"5%",1.91298950160766,0.05,"ili perc","quantile"
"US National",2016-01-30,4,2016-02-27,"10%",2.02531031938606,0.1,"ili perc","quantile"
"US National",2016-01-30,4,2016-02-27,"15%",2.08573495979612,0.15,"ili perc","quantile"
"US National",2016-01-30,4,2016-02-27,"20%",2.15448683904351,0.2,"ili perc","quantile"
"US National",2016-01-30,4,2016-02-27,"25%",2.21684201553858,0.25,"ili perc","quantile"
"US National",2016-01-30,4,2016-02-27,"30%",2.23454974676126,0.3,"ili perc","quantile"
"US National",2016-01-30,4,2016-02-27,"35%",2.2661620661037,0.35,"ili perc","quantile"
"US National",2016-01-30,4,2016-02-27,"40%",2.31488065021155,0.4,"ili perc","quantile"
"US National",2016-01-30,4,2016-02-27,"45%",2.35593556376859,0.45,"ili perc","quantile"
"US National",2016-01-30,4,2016-02-27,"50%",2.40084398793495,0.5,"ili perc","quantile"
"US National",2016-01-30,4,2016-02-27,"55%",2.43115159120361,0.55,"ili perc","quantile"
"US National",2016-01-30,4,2016-02-27,"60%",2.49990508834554,0.6,"ili perc","quantile"
"US National",2016-01-30,4,2016-02-27,"65%",2.56154352001193,0.65,"ili perc","quantile"
"US National",2016-01-30,4,2016-02-27,"70%",2.61425003209684,0.7,"ili perc","quantile"
"US National",2016-01-30,4,2016-02-27,"75%",2.68404886914145,0.75,"ili perc","quantile"
"US National",2016-01-30,4,2016-02-27,"80%",2.79007157211359,0.8,"ili perc","quantile"
"US National",2016-01-30,4,2016-02-27,"85%",2.86260385321081,0.85,"ili perc","quantile"
"US National",2016-01-30,4,2016-02-27,"90%",2.9350757119905,0.9,"ili perc","quantile"
"US National",2016-01-30,4,2016-02-27,"95%",3.08976908957217,0.95,"ili perc","quantile"
"US National",2016-01-30,4,2016-02-27,"97.5%",3.16515076254347,0.975,"ili perc","quantile"
"US National",2016-01-30,4,2016-02-27,"99%",3.41162737158109,0.99,"ili perc","quantile"
