"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type"
"US National",2016-04-09,4,2016-05-07,"1%",0.903730645563678,0.01,"ili perc","quantile"
"US National",2016-04-09,4,2016-05-07,"2.5%",0.943486603286044,0.025,"ili perc","quantile"
"US National",2016-04-09,4,2016-05-07,"5%",0.985257413687283,0.05,"ili perc","quantile"
"US National",2016-04-09,4,2016-05-07,"10%",1.0343596258482,0.1,"ili perc","quantile"
"US National",2016-04-09,4,2016-05-07,"15%",1.05643504184981,0.15,"ili perc","quantile"
"US National",2016-04-09,4,2016-05-07,"20%",1.06639310701732,0.2,"ili perc","quantile"
"US National",2016-04-09,4,2016-05-07,"25%",1.07690629429864,0.25,"ili perc","quantile"
"US National",2016-04-09,4,2016-05-07,"30%",1.09168980689053,0.3,"ili perc","quantile"
"US National",2016-04-09,4,2016-05-07,"35%",1.10752079322067,0.35,"ili perc","quantile"
"US National",2016-04-09,4,2016-05-07,"40%",1.12049404425786,0.4,"ili perc","quantile"
"US National",2016-04-09,4,2016-05-07,"45%",1.13874923125506,0.45,"ili perc","quantile"
"US National",2016-04-09,4,2016-05-07,"50%",1.17702966205493,0.5,"ili perc","quantile"
"US National",2016-04-09,4,2016-05-07,"55%",1.19649940506007,0.55,"ili perc","quantile"
"US National",2016-04-09,4,2016-05-07,"60%",1.21452627454752,0.6,"ili perc","quantile"
"US National",2016-04-09,4,2016-05-07,"65%",1.23632462051478,0.65,"ili perc","quantile"
"US National",2016-04-09,4,2016-05-07,"70%",1.2562523709155,0.7,"ili perc","quantile"
"US National",2016-04-09,4,2016-05-07,"75%",1.26573306217244,0.75,"ili perc","quantile"
"US National",2016-04-09,4,2016-05-07,"80%",1.28429601003751,0.8,"ili perc","quantile"
"US National",2016-04-09,4,2016-05-07,"85%",1.30029311223374,0.85,"ili perc","quantile"
"US National",2016-04-09,4,2016-05-07,"90%",1.34354755351237,0.9,"ili perc","quantile"
"US National",2016-04-09,4,2016-05-07,"95%",1.42901295582203,0.95,"ili perc","quantile"
"US National",2016-04-09,4,2016-05-07,"97.5%",1.45939276414494,0.975,"ili perc","quantile"
"US National",2016-04-09,4,2016-05-07,"99%",1.51310456300542,0.99,"ili perc","quantile"
