"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type"
"US National",2015-10-17,4,2015-11-14,"1%",1.02355124875564,0.01,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,"2.5%",1.07331710854415,0.025,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,"5%",1.22565255076913,0.05,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,"10%",1.34175151735762,0.1,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,"15%",1.41713541836867,0.15,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,"20%",1.46128393347993,0.2,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,"25%",1.48724990976443,0.25,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,"30%",1.51289360429469,0.3,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,"35%",1.59918797019982,0.35,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,"40%",1.64048830583954,0.4,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,"45%",1.6906499564144,0.45,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,"50%",1.7167381167566,0.5,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,"55%",1.75615669147922,0.55,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,"60%",1.78015677569876,0.6,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,"65%",1.80514019850772,0.65,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,"70%",1.88127405751983,0.7,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,"75%",1.98178089508896,0.75,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,"80%",2.11397731113261,0.8,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,"85%",2.19428289451415,0.85,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,"90%",2.37676092011057,0.9,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,"95%",2.59213380556981,0.95,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,"97.5%",2.86038265233442,0.975,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,"99%",3.53524813411866,0.99,"ili perc","quantile"
