"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type"
"US National",2016-04-23,4,2016-05-21,"1%",1.09847430010541,0.01,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,"2.5%",1.13911851330914,0.025,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,"5%",1.14580908687566,0.05,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,"10%",1.19234687318525,0.1,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,"15%",1.20667585849703,0.15,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,"20%",1.23101566562004,0.2,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,"25%",1.24320752845432,0.25,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,"30%",1.27481780662648,0.3,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,"35%",1.29024176455702,0.35,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,"40%",1.30711112878358,0.4,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,"45%",1.33096084261414,0.45,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,"50%",1.35796381466195,0.5,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,"55%",1.37771947167394,0.55,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,"60%",1.39751353093241,0.6,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,"65%",1.403319507307,0.65,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,"70%",1.42519832631111,0.7,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,"75%",1.46631495660282,0.75,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,"80%",1.48369349669282,0.8,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,"85%",1.49297544003471,0.85,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,"90%",1.50516978354413,0.9,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,"95%",1.54423000705195,0.95,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,"97.5%",1.57329762710852,0.975,"ili perc","quantile"
"US National",2016-04-23,4,2016-05-21,"99%",1.60901039569799,0.99,"ili perc","quantile"
