"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type"
"US National",2016-02-13,4,2016-03-12,"1%",1.98520241603838,0.01,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,"2.5%",2.10519367240342,0.025,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,"5%",2.31616611778756,0.05,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,"10%",2.41671104014877,0.1,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,"15%",2.48204526787413,0.15,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,"20%",2.53714002989755,0.2,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,"25%",2.55555189795744,0.25,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,"30%",2.58874391800865,0.3,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,"35%",2.61463719405293,0.35,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,"40%",2.63916134655246,0.4,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,"45%",2.66291831544214,0.45,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,"50%",2.69961017039272,0.5,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,"55%",2.77981345171239,0.55,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,"60%",2.8293214686983,0.6,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,"65%",2.87701193645339,0.65,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,"70%",2.919685246724,0.7,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,"75%",2.95634417401886,0.75,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,"80%",3.01981050541459,0.8,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,"85%",3.03042201841725,0.85,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,"90%",3.05415915453891,0.9,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,"95%",3.13338634424227,0.95,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,"97.5%",3.36686379662142,0.975,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,"99%",3.41618065495009,0.99,"ili perc","quantile"
