"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type"
"US National",2016-04-30,4,2016-05-28,"1%",1.05199897690195,0.01,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,"2.5%",1.06896463132442,0.025,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,"5%",1.08360033814253,0.05,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,"10%",1.12254262978042,0.1,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,"15%",1.16953440322113,0.15,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,"20%",1.18740834713881,0.2,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,"25%",1.2214725538467,0.25,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,"30%",1.23918818441021,0.3,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,"35%",1.26257471236618,0.35,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,"40%",1.27824467094631,0.4,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,"45%",1.29007593603595,0.45,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,"50%",1.30118572204956,0.5,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,"55%",1.31968358350198,0.55,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,"60%",1.34494274564529,0.6,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,"65%",1.35637985996165,0.65,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,"70%",1.37097228154437,0.7,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,"75%",1.38358561466849,0.75,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,"80%",1.39905796949623,0.8,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,"85%",1.41317224973475,0.85,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,"90%",1.52057943228148,0.9,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,"95%",1.58448730312251,0.95,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,"97.5%",1.65203177539207,0.975,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,"99%",1.75797414150425,0.99,"ili perc","quantile"
