"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type"
"US National",2016-04-16,4,2016-05-14,"1%",1.00416327197082,0.01,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,"2.5%",1.03519702466549,0.025,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,"5%",1.0906810405942,0.05,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,"10%",1.11222708731383,0.1,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,"15%",1.14873962108292,0.15,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,"20%",1.18615781932506,0.2,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,"25%",1.21983140853236,0.25,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,"30%",1.23941325501382,0.3,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,"35%",1.2535940648738,0.35,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,"40%",1.26749094368703,0.4,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,"45%",1.27706462037102,0.45,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,"50%",1.31466311788805,0.5,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,"55%",1.33485635129192,0.55,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,"60%",1.3508890845804,0.6,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,"65%",1.37577132839555,0.65,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,"70%",1.38919286172972,0.7,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,"75%",1.39857297321823,0.75,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,"80%",1.42409833970231,0.8,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,"85%",1.46636606491759,0.85,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,"90%",1.50521122621588,0.9,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,"95%",1.56349067765751,0.95,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,"97.5%",1.6383121981715,0.975,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,"99%",1.70858046958108,0.99,"ili perc","quantile"
