"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type"
"US National",2016-04-02,4,2016-04-30,"1%",0.94799436412489,0.01,"ili perc","quantile"
"US National",2016-04-02,4,2016-04-30,"2.5%",1.01586936887714,0.025,"ili perc","quantile"
"US National",2016-04-02,4,2016-04-30,"5%",1.06706112187798,0.05,"ili perc","quantile"
"US National",2016-04-02,4,2016-04-30,"10%",1.09507854027478,0.1,"ili perc","quantile"
"US National",2016-04-02,4,2016-04-30,"15%",1.13115937204405,0.15,"ili perc","quantile"
"US National",2016-04-02,4,2016-04-30,"20%",1.15863976819704,0.2,"ili perc","quantile"
"US National",2016-04-02,4,2016-04-30,"25%",1.18094141811377,0.25,"ili perc","quantile"
"US National",2016-04-02,4,2016-04-30,"30%",1.18664904431396,0.3,"ili perc","quantile"
"US National",2016-04-02,4,2016-04-30,"35%",1.21994829924641,0.35,"ili perc","quantile"
"US National",2016-04-02,4,2016-04-30,"40%",1.23550787682602,0.4,"ili perc","quantile"
"US National",2016-04-02,4,2016-04-30,"45%",1.25920272503644,0.45,"ili perc","quantile"
"US National",2016-04-02,4,2016-04-30,"50%",1.28475076216029,0.5,"ili perc","quantile"
"US National",2016-04-02,4,2016-04-30,"55%",1.30073051668776,0.55,"ili perc","quantile"
"US National",2016-04-02,4,2016-04-30,"60%",1.31485697535861,0.6,"ili perc","quantile"
"US National",2016-04-02,4,2016-04-30,"65%",1.35557262371246,0.65,"ili perc","quantile"
"US National",2016-04-02,4,2016-04-30,"70%",1.36870132300398,0.7,"ili perc","quantile"
"US National",2016-04-02,4,2016-04-30,"75%",1.39032234717642,0.75,"ili perc","quantile"
"US National",2016-04-02,4,2016-04-30,"80%",1.42203144618242,0.8,"ili perc","quantile"
"US National",2016-04-02,4,2016-04-30,"85%",1.46392554060455,0.85,"ili perc","quantile"
"US National",2016-04-02,4,2016-04-30,"90%",1.51766790007066,0.9,"ili perc","quantile"
"US National",2016-04-02,4,2016-04-30,"95%",1.57393183482771,0.95,"ili perc","quantile"
"US National",2016-04-02,4,2016-04-30,"97.5%",1.64173121190854,0.975,"ili perc","quantile"
"US National",2016-04-02,4,2016-04-30,"99%",1.78552371519276,0.99,"ili perc","quantile"
