"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type"
"US National",2016-02-20,4,2016-03-19,"1%",2.06974102648401,0.01,"ili perc","quantile"
"US National",2016-02-20,4,2016-03-19,"2.5%",2.13276232659995,0.025,"ili perc","quantile"
"US National",2016-02-20,4,2016-03-19,"5%",2.22874739791753,0.05,"ili perc","quantile"
"US National",2016-02-20,4,2016-03-19,"10%",2.37583288415533,0.1,"ili perc","quantile"
"US National",2016-02-20,4,2016-03-19,"15%",2.51370003302736,0.15,"ili perc","quantile"
"US National",2016-02-20,4,2016-03-19,"20%",2.5538831613622,0.2,"ili perc","quantile"
"US National",2016-02-20,4,2016-03-19,"25%",2.66270362004071,0.25,"ili perc","quantile"
"US National",2016-02-20,4,2016-03-19,"30%",2.70338375595294,0.3,"ili perc","quantile"
"US National",2016-02-20,4,2016-03-19,"35%",2.75302896857925,0.35,"ili perc","quantile"
"US National",2016-02-20,4,2016-03-19,"40%",2.784846292274,0.4,"ili perc","quantile"
"US National",2016-02-20,4,2016-03-19,"45%",2.88945987880202,0.45,"ili perc","quantile"
"US National",2016-02-20,4,2016-03-19,"50%",2.91635173188185,0.5,"ili perc","quantile"
"US National",2016-02-20,4,2016-03-19,"55%",2.94479969996866,0.55,"ili perc","quantile"
"US National",2016-02-20,4,2016-03-19,"60%",2.99243796284721,0.6,"ili perc","quantile"
"US National",2016-02-20,4,2016-03-19,"65%",3.05815554168807,0.65,"ili perc","quantile"
"US National",2016-02-20,4,2016-03-19,"70%",3.10978418966501,0.7,"ili perc","quantile"
"US National",2016-02-20,4,2016-03-19,"75%",3.13337193526793,0.75,"ili perc","quantile"
"US National",2016-02-20,4,2016-03-19,"80%",3.22284486913054,0.8,"ili perc","quantile"
"US National",2016-02-20,4,2016-03-19,"85%",3.32252007450299,0.85,"ili perc","quantile"
"US National",2016-02-20,4,2016-03-19,"90%",3.40496271554669,0.9,"ili perc","quantile"
"US National",2016-02-20,4,2016-03-19,"95%",3.51881564985645,0.95,"ili perc","quantile"
"US National",2016-02-20,4,2016-03-19,"97.5%",3.59423440284378,0.975,"ili perc","quantile"
"US National",2016-02-20,4,2016-03-19,"99%",3.64758907153777,0.99,"ili perc","quantile"
