"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type"
"US National",2016-05-07,4,2016-06-04,"1%",0.854267891275603,0.01,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,"2.5%",0.968211714641329,0.025,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,"5%",0.997643511612972,0.05,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,"10%",1.0514846352815,0.1,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,"15%",1.08915309627187,0.15,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,"20%",1.10257215243031,0.2,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,"25%",1.12422424166012,0.25,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,"30%",1.1366368880224,0.3,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,"35%",1.15725371579435,0.35,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,"40%",1.17712671583285,0.4,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,"45%",1.18781435634005,0.45,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,"50%",1.20911763251433,0.5,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,"55%",1.22699057113386,0.55,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,"60%",1.23348279482179,0.6,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,"65%",1.26146538856104,0.65,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,"70%",1.26993388676966,0.7,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,"75%",1.31202070186262,0.75,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,"80%",1.34660658878866,0.8,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,"85%",1.39213939555416,0.85,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,"90%",1.44364439978893,0.9,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,"95%",1.49901960227155,0.95,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,"97.5%",1.511065221126,0.975,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,"99%",1.54305359057023,0.99,"ili perc","quantile"
