"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type"
"US National",2015-12-19,4,2016-01-16,"1%",1.37970717294894,0.01,"ili perc","quantile"
"US National",2015-12-19,4,2016-01-16,"2.5%",1.43974478878307,0.025,"ili perc","quantile"
"US National",2015-12-19,4,2016-01-16,"5%",1.54092885870234,0.05,"ili perc","quantile"
"US National",2015-12-19,4,2016-01-16,"10%",1.61854966917683,0.1,"ili perc","quantile"
"US National",2015-12-19,4,2016-01-16,"15%",1.71541403252896,0.15,"ili perc","quantile"
"US National",2015-12-19,4,2016-01-16,"20%",1.77944528759689,0.2,"ili perc","quantile"
"US National",2015-12-19,4,2016-01-16,"25%",1.86435671699003,0.25,"ili perc","quantile"
"US National",2015-12-19,4,2016-01-16,"30%",1.91747121642583,0.3,"ili perc","quantile"
"US National",2015-12-19,4,2016-01-16,"35%",2.00632890220325,0.35,"ili perc","quantile"
"US National",2015-12-19,4,2016-01-16,"40%",2.05062345068458,0.4,"ili perc","quantile"
"US National",2015-12-19,4,2016-01-16,"45%",2.1082448039329,0.45,"ili perc","quantile"
"US National",2015-12-19,4,2016-01-16,"50%",2.16491144530729,0.5,"ili perc","quantile"
"US National",2015-12-19,4,2016-01-16,"55%",2.1958704771955,0.55,"ili perc","quantile"
"US National",2015-12-19,4,2016-01-16,"60%",2.27841780077608,0.6,"ili perc","quantile"
"US National",2015-12-19,4,2016-01-16,"65%",2.3526354025523,0.65,"ili perc","quantile"
"US National",2015-12-19,4,2016-01-16,"70%",2.44275644225523,0.7,"ili perc","quantile"
"US National",2015-12-19,4,2016-01-16,"75%",2.49603718749239,0.75,"ili perc","quantile"
"US National",2015-12-19,4,2016-01-16,"80%",2.56657175891789,0.8,"ili perc","quantile"
"US National",2015-12-19,4,2016-01-16,"85%",2.65116977217371,0.85,"ili perc","quantile"
"US National",2015-12-19,4,2016-01-16,"90%",2.76533155391581,0.9,"ili perc","quantile"
"US National",2015-12-19,4,2016-01-16,"95%",3.2706976336239,0.95,"ili perc","quantile"
"US National",2015-12-19,4,2016-01-16,"97.5%",3.43916182125125,0.975,"ili perc","quantile"
"US National",2015-12-19,4,2016-01-16,"99%",3.62283903787848,0.99,"ili perc","quantile"
