"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type"
"US National",2015-11-07,4,2015-12-05,"1%",1.34837955619728,0.01,"ili perc","quantile"
"US National",2015-11-07,4,2015-12-05,"2.5%",1.4927434460098,0.025,"ili perc","quantile"
"US National",2015-11-07,4,2015-12-05,"5%",1.62120002635939,0.05,"ili perc","quantile"
"US National",2015-11-07,4,2015-12-05,"10%",1.69917703132421,0.1,"ili perc","quantile"
"US National",2015-11-07,4,2015-12-05,"15%",1.72740023316427,0.15,"ili perc","quantile"
"US National",2015-11-07,4,2015-12-05,"20%",1.75144826057368,0.2,"ili perc","quantile"
"US National",2015-11-07,4,2015-12-05,"25%",1.79461714070181,0.25,"ili perc","quantile"
"US National",2015-11-07,4,2015-12-05,"30%",1.83345907653723,0.3,"ili perc","quantile"
"US National",2015-11-07,4,2015-12-05,"35%",1.87545928680131,0.35,"ili perc","quantile"
"US National",2015-11-07,4,2015-12-05,"40%",1.88866831197096,0.4,"ili perc","quantile"
"US National",2015-11-07,4,2015-12-05,"45%",1.90340180433749,0.45,"ili perc","quantile"
"US National",2015-11-07,4,2015-12-05,"50%",1.9359777710219,0.5,"ili perc","quantile"
"US National",2015-11-07,4,2015-12-05,"55%",1.96510535677295,0.55,"ili perc","quantile"
"US National",2015-11-07,4,2015-12-05,"60%",1.98741807649637,0.6,"ili perc","quantile"
"US National",2015-11-07,4,2015-12-05,"65%",1.99830295705652,0.65,"ili perc","quantile"
"US National",2015-11-07,4,2015-12-05,"70%",2.03669013104243,0.7,"ili perc","quantile"
"US National",2015-11-07,4,2015-12-05,"75%",2.07129964213778,0.75,"ili perc","quantile"
"US National",2015-11-07,4,2015-12-05,"80%",2.09898781817726,0.8,"ili perc","quantile"
"US National",2015-11-07,4,2015-12-05,"85%",2.12160249745962,0.85,"ili perc","quantile"
"US National",2015-11-07,4,2015-12-05,"90%",2.14607225973129,0.9,"ili perc","quantile"
"US National",2015-11-07,4,2015-12-05,"95%",2.26924198837639,0.95,"ili perc","quantile"
"US National",2015-11-07,4,2015-12-05,"97.5%",2.3807862330416,0.975,"ili perc","quantile"
"US National",2015-11-07,4,2015-12-05,"99%",2.4717189425804,0.99,"ili perc","quantile"
