"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type"
"US National",2015-11-14,4,2015-12-12,"1%",1.57254198224756,0.01,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,"2.5%",1.60535710239422,0.025,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,"5%",1.63682690990485,0.05,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,"10%",1.74852871050121,0.1,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,"15%",1.76063437586699,0.15,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,"20%",1.81267866808182,0.2,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,"25%",1.85935228601249,0.25,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,"30%",1.87635318442644,0.3,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,"35%",1.88867674434763,0.35,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,"40%",1.9228597029254,0.4,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,"45%",1.9404130950232,0.45,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,"50%",1.95330870027582,0.5,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,"55%",1.97127887898864,0.55,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,"60%",2.00276928854803,0.6,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,"65%",2.02487772018696,0.65,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,"70%",2.04167127384908,0.7,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,"75%",2.07509772244022,0.75,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,"80%",2.10571522414946,0.8,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,"85%",2.12539469297105,0.85,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,"90%",2.18953061628974,0.9,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,"95%",2.29730305046679,0.95,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,"97.5%",2.33282183444896,0.975,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,"99%",2.43944138442365,0.99,"ili perc","quantile"
