"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type"
"US National",2015-11-28,4,2015-12-26,"1%",1.3107608942416,0.01,"ili perc","quantile"
"US National",2015-11-28,4,2015-12-26,"2.5%",1.7443194744097,0.025,"ili perc","quantile"
"US National",2015-11-28,4,2015-12-26,"5%",1.88605333782894,0.05,"ili perc","quantile"
"US National",2015-11-28,4,2015-12-26,"10%",2.06860750537579,0.1,"ili perc","quantile"
"US National",2015-11-28,4,2015-12-26,"15%",2.14383162557722,0.15,"ili perc","quantile"
"US National",2015-11-28,4,2015-12-26,"20%",2.21158523197975,0.2,"ili perc","quantile"
"US National",2015-11-28,4,2015-12-26,"25%",2.2711015397718,0.25,"ili perc","quantile"
"US National",2015-11-28,4,2015-12-26,"30%",2.36708106526207,0.3,"ili perc","quantile"
"US National",2015-11-28,4,2015-12-26,"35%",2.48407150718313,0.35,"ili perc","quantile"
"US National",2015-11-28,4,2015-12-26,"40%",2.60036726493842,0.4,"ili perc","quantile"
"US National",2015-11-28,4,2015-12-26,"45%",2.65704884105811,0.45,"ili perc","quantile"
"US National",2015-11-28,4,2015-12-26,"50%",2.72713409289343,0.5,"ili perc","quantile"
"US National",2015-11-28,4,2015-12-26,"55%",2.78281375403367,0.55,"ili perc","quantile"
"US National",2015-11-28,4,2015-12-26,"60%",2.8591635685653,0.6,"ili perc","quantile"
"US National",2015-11-28,4,2015-12-26,"65%",2.91508884890807,0.65,"ili perc","quantile"
"US National",2015-11-28,4,2015-12-26,"70%",2.98482225772127,0.7,"ili perc","quantile"
"US National",2015-11-28,4,2015-12-26,"75%",3.05942413805924,0.75,"ili perc","quantile"
"US National",2015-11-28,4,2015-12-26,"80%",3.16085680915354,0.8,"ili perc","quantile"
"US National",2015-11-28,4,2015-12-26,"85%",3.3843403391196,0.85,"ili perc","quantile"
"US National",2015-11-28,4,2015-12-26,"90%",3.66059235740418,0.9,"ili perc","quantile"
"US National",2015-11-28,4,2015-12-26,"95%",4.02807919087581,0.95,"ili perc","quantile"
"US National",2015-11-28,4,2015-12-26,"97.5%",4.17106450164886,0.975,"ili perc","quantile"
"US National",2015-11-28,4,2015-12-26,"99%",4.36503000351138,0.99,"ili perc","quantile"
