"origin_date","location","target","horizon","target_end_date","output_type","output_type_id","value"
2018-04-14,"US National","ili perc",1,2018-04-21,"quantile",0.01,1.3054149924533174
2018-04-14,"US National","ili perc",1,2018-04-21,"quantile",0.025,1.3395320104084874
2018-04-14,"US National","ili perc",1,2018-04-21,"quantile",0.05,1.3803834708727154
2018-04-14,"US National","ili perc",1,2018-04-21,"quantile",0.1,1.4351689309208924
2018-04-14,"US National","ili perc",1,2018-04-21,"quantile",0.15,1.4718995731548352
2018-04-14,"US National","ili perc",1,2018-04-21,"quantile",0.2,1.4973090925136632
2018-04-14,"US National","ili perc",1,2018-04-21,"quantile",0.25,1.5151193612953693
2018-04-14,"US National","ili perc",1,2018-04-21,"quantile",0.3,1.5374941172734098
2018-04-14,"US National","ili perc",1,2018-04-21,"quantile",0.35,1.558109487293214
2018-04-14,"US National","ili perc",1,2018-04-21,"quantile",0.4,1.5752912517349495
2018-04-14,"US National","ili perc",1,2018-04-21,"quantile",0.45,1.5894131799204114
2018-04-14,"US National","ili perc",1,2018-04-21,"quantile",0.5,1.607329179092182
2018-04-14,"US National","ili perc",1,2018-04-21,"quantile",0.55,1.6267827393654153
2018-04-14,"US National","ili perc",1,2018-04-21,"quantile",0.6,1.644631220406484
2018-04-14,"US National","ili perc",1,2018-04-21,"quantile",0.65,1.668737324807083
2018-04-14,"US National","ili perc",1,2018-04-21,"quantile",0.7,1.6906181207913558
2018-04-14,"US National","ili perc",1,2018-04-21,"quantile",0.75,1.7146992266611183
2018-04-14,"US National","ili perc",1,2018-04-21,"quantile",0.8,1.7365444453140046
2018-04-14,"US National","ili perc",1,2018-04-21,"quantile",0.85,1.7682482782055495
2018-04-14,"US National","ili perc",1,2018-04-21,"quantile",0.9,1.8000671918632944
2018-04-14,"US National","ili perc",1,2018-04-21,"quantile",0.95,1.8550264453738161
2018-04-14,"US National","ili perc",1,2018-04-21,"quantile",0.975,1.9137072911817947
