"location","origin_date","horizon","target_end_date","output_type_id","target","output_type","value"
"HHS Region 1",2018-01-06,1,2018-01-13,0.01,"ili perc","quantile",1.45442257405742
"HHS Region 1",2018-01-06,1,2018-01-13,0.025,"ili perc","quantile",1.76239343587499
"HHS Region 1",2018-01-06,1,2018-01-13,0.05,"ili perc","quantile",1.89771258387873
"HHS Region 1",2018-01-06,1,2018-01-13,0.1,"ili perc","quantile",2.07604776984384
"HHS Region 1",2018-01-06,1,2018-01-13,0.15,"ili perc","quantile",2.1573658579932
"HHS Region 1",2018-01-06,1,2018-01-13,0.2,"ili perc","quantile",2.20446157823299
"HHS Region 1",2018-01-06,1,2018-01-13,0.25,"ili perc","quantile",2.2695844952209
"HHS Region 1",2018-01-06,1,2018-01-13,0.3,"ili perc","quantile",2.33215245987435
"HHS Region 1",2018-01-06,1,2018-01-13,0.35,"ili perc","quantile",2.37114259331995
"HHS Region 1",2018-01-06,1,2018-01-13,0.4,"ili perc","quantile",2.44076532071611
"HHS Region 1",2018-01-06,1,2018-01-13,0.45,"ili perc","quantile",2.48931904816083
"HHS Region 1",2018-01-06,1,2018-01-13,0.5,"ili perc","quantile",2.51661465611838
"HHS Region 1",2018-01-06,1,2018-01-13,0.55,"ili perc","quantile",2.55304897883102
"HHS Region 1",2018-01-06,1,2018-01-13,0.6,"ili perc","quantile",2.61358156283617
"HHS Region 1",2018-01-06,1,2018-01-13,0.65,"ili perc","quantile",2.660304119568
"HHS Region 1",2018-01-06,1,2018-01-13,0.7,"ili perc","quantile",2.71545192577297
"HHS Region 1",2018-01-06,1,2018-01-13,0.75,"ili perc","quantile",2.79109462384574
"HHS Region 1",2018-01-06,1,2018-01-13,0.8,"ili perc","quantile",2.85586844735416
"HHS Region 1",2018-01-06,1,2018-01-13,0.85,"ili perc","quantile",3.02154793324495
"HHS Region 1",2018-01-06,1,2018-01-13,0.9,"ili perc","quantile",3.1872092116218
"HHS Region 1",2018-01-06,1,2018-01-13,0.95,"ili perc","quantile",3.58594199221848
"HHS Region 1",2018-01-06,1,2018-01-13,0.975,"ili perc","quantile",3.82558930747114
"HHS Region 1",2018-01-06,1,2018-01-13,0.99,"ili perc","quantile",4.23230099692565
"HHS Region 1",2018-01-06,2,2018-01-20,0.01,"ili perc","quantile",1.0641162298311
"HHS Region 1",2018-01-06,2,2018-01-20,0.025,"ili perc","quantile",1.23624557790732
