"location","origin_date","horizon","target_end_date","output_type_id","target","output_type","value"
"HHS Region 1",2020-04-04,1,2020-04-11,0.01,"ili perc","quantile",2.30459860310701
"HHS Region 1",2020-04-04,1,2020-04-11,0.025,"ili perc","quantile",2.46157377199035
"HHS Region 1",2020-04-04,1,2020-04-11,0.05,"ili perc","quantile",2.65868531441667
"HHS Region 1",2020-04-04,1,2020-04-11,0.1,"ili perc","quantile",2.83760504647442
"HHS Region 1",2020-04-04,1,2020-04-11,0.15,"ili perc","quantile",2.90682276036908
"HHS Region 1",2020-04-04,1,2020-04-11,0.2,"ili perc","quantile",2.97862396837416
"HHS Region 1",2020-04-04,1,2020-04-11,0.25,"ili perc","quantile",3.04922038832394
"HHS Region 1",2020-04-04,1,2020-04-11,0.3,"ili perc","quantile",3.09747614148387
"HHS Region 1",2020-04-04,1,2020-04-11,0.35,"ili perc","quantile",3.13683949586687
"HHS Region 1",2020-04-04,1,2020-04-11,0.4,"ili perc","quantile",3.20263120200376
"HHS Region 1",2020-04-04,1,2020-04-11,0.45,"ili perc","quantile",3.25738023443464
"HHS Region 1",2020-04-04,1,2020-04-11,0.5,"ili perc","quantile",3.3003304330003
"HHS Region 1",2020-04-04,1,2020-04-11,0.55,"ili perc","quantile",3.3351437784261
"HHS Region 1",2020-04-04,1,2020-04-11,0.6,"ili perc","quantile",3.37517468469068
"HHS Region 1",2020-04-04,1,2020-04-11,0.65,"ili perc","quantile",3.42612898868741
"HHS Region 1",2020-04-04,1,2020-04-11,0.7,"ili perc","quantile",3.49613530963925
"HHS Region 1",2020-04-04,1,2020-04-11,0.75,"ili perc","quantile",3.55777807156783
"HHS Region 1",2020-04-04,1,2020-04-11,0.8,"ili perc","quantile",3.6735401144647
"HHS Region 1",2020-04-04,1,2020-04-11,0.85,"ili perc","quantile",3.80679497041908
"HHS Region 1",2020-04-04,1,2020-04-11,0.9,"ili perc","quantile",3.99800567170767
"HHS Region 1",2020-04-04,1,2020-04-11,0.95,"ili perc","quantile",4.72466556113508
"HHS Region 1",2020-04-04,1,2020-04-11,0.975,"ili perc","quantile",5.4164981611036
"HHS Region 1",2020-04-04,1,2020-04-11,0.99,"ili perc","quantile",6.71543123727897
"HHS Region 1",2020-04-04,2,2020-04-18,0.01,"ili perc","quantile",1.87241361332102
"HHS Region 1",2020-04-04,2,2020-04-18,0.025,"ili perc","quantile",2.08220843953999
"HHS Region 1",2020-04-04,2,2020-04-18,0.05,"ili perc","quantile",2.26579159826307
"HHS Region 1",2020-04-04,2,2020-04-18,0.1,"ili perc","quantile",2.62765010278829
"HHS Region 1",2020-04-04,2,2020-04-18,0.15,"ili perc","quantile",2.82239915908523
"HHS Region 1",2020-04-04,2,2020-04-18,0.2,"ili perc","quantile",2.88579298468674
"HHS Region 1",2020-04-04,2,2020-04-18,0.25,"ili perc","quantile",2.97869177037854
"HHS Region 1",2020-04-04,2,2020-04-18,0.3,"ili perc","quantile",3.03582669060943
"HHS Region 1",2020-04-04,2,2020-04-18,0.35,"ili perc","quantile",3.10481878173095
"HHS Region 1",2020-04-04,2,2020-04-18,0.4,"ili perc","quantile",3.17054835866354
"HHS Region 1",2020-04-04,2,2020-04-18,0.45,"ili perc","quantile",3.2132078916452
"HHS Region 1",2020-04-04,2,2020-04-18,0.5,"ili perc","quantile",3.27781444704807
"HHS Region 1",2020-04-04,2,2020-04-18,0.55,"ili perc","quantile",3.33834595562431
"HHS Region 1",2020-04-04,2,2020-04-18,0.6,"ili perc","quantile",3.41596333823207
"HHS Region 1",2020-04-04,2,2020-04-18,0.65,"ili perc","quantile",3.46820025050827
"HHS Region 1",2020-04-04,2,2020-04-18,0.7,"ili perc","quantile",3.533792405164
"HHS Region 1",2020-04-04,2,2020-04-18,0.75,"ili perc","quantile",3.58918560121476
"HHS Region 1",2020-04-04,2,2020-04-18,0.8,"ili perc","quantile",3.66686543677452
"HHS Region 1",2020-04-04,2,2020-04-18,0.85,"ili perc","quantile",3.76441195834842
"HHS Region 1",2020-04-04,2,2020-04-18,0.9,"ili perc","quantile",4.02291098990012
"HHS Region 1",2020-04-04,2,2020-04-18,0.95,"ili perc","quantile",4.61250020621363
"HHS Region 1",2020-04-04,2,2020-04-18,0.975,"ili perc","quantile",5.13519828162966
"HHS Region 1",2020-04-04,2,2020-04-18,0.99,"ili perc","quantile",5.67339720204673
"HHS Region 1",2020-04-04,3,2020-04-25,0.01,"ili perc","quantile",1.59275733340641
"HHS Region 1",2020-04-04,3,2020-04-25,0.025,"ili perc","quantile",1.80158241484178
"HHS Region 1",2020-04-04,3,2020-04-25,0.05,"ili perc","quantile",2.15110681672021
"HHS Region 1",2020-04-04,3,2020-04-25,0.1,"ili perc","quantile",2.37824959726753
"HHS Region 1",2020-04-04,3,2020-04-25,0.15,"ili perc","quantile",2.63637410229177
"HHS Region 1",2020-04-04,3,2020-04-25,0.2,"ili perc","quantile",2.75637834122129
"HHS Region 1",2020-04-04,3,2020-04-25,0.25,"ili perc","quantile",2.82482985441408
"HHS Region 1",2020-04-04,3,2020-04-25,0.3,"ili perc","quantile",2.89913185102059
"HHS Region 1",2020-04-04,3,2020-04-25,0.35,"ili perc","quantile",3.01555562961739
"HHS Region 1",2020-04-04,3,2020-04-25,0.4,"ili perc","quantile",3.09992383445833
"HHS Region 1",2020-04-04,3,2020-04-25,0.45,"ili perc","quantile",3.16154605522794
"HHS Region 1",2020-04-04,3,2020-04-25,0.5,"ili perc","quantile",3.25832278894484
"HHS Region 1",2020-04-04,3,2020-04-25,0.55,"ili perc","quantile",3.34096012274436
"HHS Region 1",2020-04-04,3,2020-04-25,0.6,"ili perc","quantile",3.44047885540163
"HHS Region 1",2020-04-04,3,2020-04-25,0.65,"ili perc","quantile",3.53117667641035
"HHS Region 1",2020-04-04,3,2020-04-25,0.7,"ili perc","quantile",3.58862223954411
"HHS Region 1",2020-04-04,3,2020-04-25,0.75,"ili perc","quantile",3.67479610546204
"HHS Region 1",2020-04-04,3,2020-04-25,0.8,"ili perc","quantile",3.75906163874723
"HHS Region 1",2020-04-04,3,2020-04-25,0.85,"ili perc","quantile",3.85864410166299
"HHS Region 1",2020-04-04,3,2020-04-25,0.9,"ili perc","quantile",4.16886600673928
"HHS Region 1",2020-04-04,3,2020-04-25,0.95,"ili perc","quantile",4.80927819217399
"HHS Region 1",2020-04-04,3,2020-04-25,0.975,"ili perc","quantile",5.1556682909282
"HHS Region 1",2020-04-04,3,2020-04-25,0.99,"ili perc","quantile",5.69815600086679
"HHS Region 1",2020-04-04,4,2020-05-02,0.01,"ili perc","quantile",1.47862219279504
"HHS Region 1",2020-04-04,4,2020-05-02,0.025,"ili perc","quantile",1.65226021404974
"HHS Region 1",2020-04-04,4,2020-05-02,0.05,"ili perc","quantile",2.06196749937547
"HHS Region 1",2020-04-04,4,2020-05-02,0.1,"ili perc","quantile",2.29123325590939
"HHS Region 1",2020-04-04,4,2020-05-02,0.15,"ili perc","quantile",2.42620385432642
"HHS Region 1",2020-04-04,4,2020-05-02,0.2,"ili perc","quantile",2.58707618717457
"HHS Region 1",2020-04-04,4,2020-05-02,0.25,"ili perc","quantile",2.79440452813314
"HHS Region 1",2020-04-04,4,2020-05-02,0.3,"ili perc","quantile",2.87181547532361
"HHS Region 1",2020-04-04,4,2020-05-02,0.35,"ili perc","quantile",2.98205312825715
"HHS Region 1",2020-04-04,4,2020-05-02,0.4,"ili perc","quantile",3.04856629626282
"HHS Region 1",2020-04-04,4,2020-05-02,0.45,"ili perc","quantile",3.11843911332061
"HHS Region 1",2020-04-04,4,2020-05-02,0.5,"ili perc","quantile",3.17900860743824
"HHS Region 1",2020-04-04,4,2020-05-02,0.55,"ili perc","quantile",3.27301196962237
"HHS Region 1",2020-04-04,4,2020-05-02,0.6,"ili perc","quantile",3.36588135290507
"HHS Region 1",2020-04-04,4,2020-05-02,0.65,"ili perc","quantile",3.42147165230063
"HHS Region 1",2020-04-04,4,2020-05-02,0.7,"ili perc","quantile",3.49415156481942
"HHS Region 1",2020-04-04,4,2020-05-02,0.75,"ili perc","quantile",3.63026870033027
"HHS Region 1",2020-04-04,4,2020-05-02,0.8,"ili perc","quantile",3.78480004640437
"HHS Region 1",2020-04-04,4,2020-05-02,0.85,"ili perc","quantile",3.94625536624083
"HHS Region 1",2020-04-04,4,2020-05-02,0.9,"ili perc","quantile",4.23865667781483
"HHS Region 1",2020-04-04,4,2020-05-02,0.95,"ili perc","quantile",4.77365394180847
"HHS Region 1",2020-04-04,4,2020-05-02,0.975,"ili perc","quantile",5.58645948498618
"HHS Region 1",2020-04-04,4,2020-05-02,0.99,"ili perc","quantile",6.54585936472264
"HHS Region 10",2020-04-04,1,2020-04-11,0.01,"ili perc","quantile",1.22765547707373
"HHS Region 10",2020-04-04,1,2020-04-11,0.025,"ili perc","quantile",1.49479719076294
"HHS Region 10",2020-04-04,1,2020-04-11,0.05,"ili perc","quantile",1.76990877736569
"HHS Region 10",2020-04-04,1,2020-04-11,0.1,"ili perc","quantile",1.93058148257167
"HHS Region 10",2020-04-04,1,2020-04-11,0.15,"ili perc","quantile",2.0475109546425
"HHS Region 10",2020-04-04,1,2020-04-11,0.2,"ili perc","quantile",2.14203629954205
"HHS Region 10",2020-04-04,1,2020-04-11,0.25,"ili perc","quantile",2.25792972971761
"HHS Region 10",2020-04-04,1,2020-04-11,0.3,"ili perc","quantile",2.30846762958582
"HHS Region 10",2020-04-04,1,2020-04-11,0.35,"ili perc","quantile",2.39013901422349
"HHS Region 10",2020-04-04,1,2020-04-11,0.4,"ili perc","quantile",2.46058883576626
"HHS Region 10",2020-04-04,1,2020-04-11,0.45,"ili perc","quantile",2.51880425490946
"HHS Region 10",2020-04-04,1,2020-04-11,0.5,"ili perc","quantile",2.58600083063344
"HHS Region 10",2020-04-04,1,2020-04-11,0.55,"ili perc","quantile",2.63040975849381
"HHS Region 10",2020-04-04,1,2020-04-11,0.6,"ili perc","quantile",2.68967221887852
"HHS Region 10",2020-04-04,1,2020-04-11,0.65,"ili perc","quantile",2.77911802668372
"HHS Region 10",2020-04-04,1,2020-04-11,0.7,"ili perc","quantile",2.84853027580206
"HHS Region 10",2020-04-04,1,2020-04-11,0.75,"ili perc","quantile",2.90549639220528
"HHS Region 10",2020-04-04,1,2020-04-11,0.8,"ili perc","quantile",2.98481463235758
"HHS Region 10",2020-04-04,1,2020-04-11,0.85,"ili perc","quantile",3.1197457500866
"HHS Region 10",2020-04-04,1,2020-04-11,0.9,"ili perc","quantile",3.31267806113301
"HHS Region 10",2020-04-04,1,2020-04-11,0.95,"ili perc","quantile",3.7352321078598
"HHS Region 10",2020-04-04,1,2020-04-11,0.975,"ili perc","quantile",4.39107983981743
"HHS Region 10",2020-04-04,1,2020-04-11,0.99,"ili perc","quantile",5.06499734184212
"HHS Region 10",2020-04-04,2,2020-04-18,0.01,"ili perc","quantile",1.05260021575464
"HHS Region 10",2020-04-04,2,2020-04-18,0.025,"ili perc","quantile",1.15665206755644
"HHS Region 10",2020-04-04,2,2020-04-18,0.05,"ili perc","quantile",1.45410556635903
"HHS Region 10",2020-04-04,2,2020-04-18,0.1,"ili perc","quantile",1.6772228258285
"HHS Region 10",2020-04-04,2,2020-04-18,0.15,"ili perc","quantile",1.83227941854049
"HHS Region 10",2020-04-04,2,2020-04-18,0.2,"ili perc","quantile",1.93806545684689
"HHS Region 10",2020-04-04,2,2020-04-18,0.25,"ili perc","quantile",2.05549570690223
