"location","origin_date","horizon","target_end_date","output_type_id","target","output_type","value"
"HHS Region 1",2018-01-27,1,2018-02-03,0.01,"ili perc","quantile",2.07385586194671
"HHS Region 1",2018-01-27,1,2018-02-03,0.025,"ili perc","quantile",2.24217857162622
"HHS Region 1",2018-01-27,1,2018-02-03,0.05,"ili perc","quantile",2.48870849392836
"HHS Region 1",2018-01-27,1,2018-02-03,0.1,"ili perc","quantile",2.8387031358048
"HHS Region 1",2018-01-27,1,2018-02-03,0.15,"ili perc","quantile",3.00109324529017
"HHS Region 1",2018-01-27,1,2018-02-03,0.2,"ili perc","quantile",3.08678678852153
"HHS Region 1",2018-01-27,1,2018-02-03,0.25,"ili perc","quantile",3.14098185181648
"HHS Region 1",2018-01-27,1,2018-02-03,0.3,"ili perc","quantile",3.20989750460755
"HHS Region 1",2018-01-27,1,2018-02-03,0.35,"ili perc","quantile",3.27524791018756
"HHS Region 1",2018-01-27,1,2018-02-03,0.4,"ili perc","quantile",3.36614335454545
"HHS Region 1",2018-01-27,1,2018-02-03,0.45,"ili perc","quantile",3.43572974872081
"HHS Region 1",2018-01-27,1,2018-02-03,0.5,"ili perc","quantile",3.47011494389885
"HHS Region 1",2018-01-27,1,2018-02-03,0.55,"ili perc","quantile",3.50099945058854
"HHS Region 1",2018-01-27,1,2018-02-03,0.6,"ili perc","quantile",3.5570977128242
"HHS Region 1",2018-01-27,1,2018-02-03,0.65,"ili perc","quantile",3.60555320055595
"HHS Region 1",2018-01-27,1,2018-02-03,0.7,"ili perc","quantile",3.7105924214541
"HHS Region 1",2018-01-27,1,2018-02-03,0.75,"ili perc","quantile",3.78670183615722
"HHS Region 1",2018-01-27,1,2018-02-03,0.8,"ili perc","quantile",3.86924443510038
"HHS Region 1",2018-01-27,1,2018-02-03,0.85,"ili perc","quantile",3.93741030941487
"HHS Region 1",2018-01-27,1,2018-02-03,0.9,"ili perc","quantile",4.12333463886091
"HHS Region 1",2018-01-27,1,2018-02-03,0.95,"ili perc","quantile",4.40815997652951
"HHS Region 1",2018-01-27,1,2018-02-03,0.975,"ili perc","quantile",4.81312413163722
"HHS Region 1",2018-01-27,1,2018-02-03,0.99,"ili perc","quantile",6.29265141258822
"HHS Region 1",2018-01-27,2,2018-02-10,0.01,"ili perc","quantile",1.4800708736318
"HHS Region 1",2018-01-27,2,2018-02-10,0.025,"ili perc","quantile",2.14747340062877
"HHS Region 1",2018-01-27,2,2018-02-10,0.05,"ili perc","quantile",2.47835228299264
"HHS Region 1",2018-01-27,2,2018-02-10,0.1,"ili perc","quantile",2.75826617158607
"HHS Region 1",2018-01-27,2,2018-02-10,0.15,"ili perc","quantile",2.89313110037831
"HHS Region 1",2018-01-27,2,2018-02-10,0.2,"ili perc","quantile",3.03373543713356
"HHS Region 1",2018-01-27,2,2018-02-10,0.25,"ili perc","quantile",3.14563808845426
"HHS Region 1",2018-01-27,2,2018-02-10,0.3,"ili perc","quantile",3.21932942556457
"HHS Region 1",2018-01-27,2,2018-02-10,0.35,"ili perc","quantile",3.29019260696024
"HHS Region 1",2018-01-27,2,2018-02-10,0.4,"ili perc","quantile",3.3385536526076
"HHS Region 1",2018-01-27,2,2018-02-10,0.45,"ili perc","quantile",3.37958921315191
"HHS Region 1",2018-01-27,2,2018-02-10,0.5,"ili perc","quantile",3.40842763422906
"HHS Region 1",2018-01-27,2,2018-02-10,0.55,"ili perc","quantile",3.45512588145008
"HHS Region 1",2018-01-27,2,2018-02-10,0.6,"ili perc","quantile",3.52603220578282
"HHS Region 1",2018-01-27,2,2018-02-10,0.65,"ili perc","quantile",3.59291110475631
"HHS Region 1",2018-01-27,2,2018-02-10,0.7,"ili perc","quantile",3.67525035125942
"HHS Region 1",2018-01-27,2,2018-02-10,0.75,"ili perc","quantile",3.78498173894123
"HHS Region 1",2018-01-27,2,2018-02-10,0.8,"ili perc","quantile",3.85134569600576
"HHS Region 1",2018-01-27,2,2018-02-10,0.85,"ili perc","quantile",3.99045436851539
"HHS Region 1",2018-01-27,2,2018-02-10,0.9,"ili perc","quantile",4.15572570111915
"HHS Region 1",2018-01-27,2,2018-02-10,0.95,"ili perc","quantile",4.48214454399996
"HHS Region 1",2018-01-27,2,2018-02-10,0.975,"ili perc","quantile",4.91756272096742
"HHS Region 1",2018-01-27,2,2018-02-10,0.99,"ili perc","quantile",5.23915299158378
"HHS Region 1",2018-01-27,3,2018-02-17,0.01,"ili perc","quantile",1.45698645952445
"HHS Region 1",2018-01-27,3,2018-02-17,0.025,"ili perc","quantile",1.78417852281464
"HHS Region 1",2018-01-27,3,2018-02-17,0.05,"ili perc","quantile",2.22917548341398
"HHS Region 1",2018-01-27,3,2018-02-17,0.1,"ili perc","quantile",2.46958223489781
"HHS Region 1",2018-01-27,3,2018-02-17,0.15,"ili perc","quantile",2.68323058325571
"HHS Region 1",2018-01-27,3,2018-02-17,0.2,"ili perc","quantile",2.81052390211711
"HHS Region 1",2018-01-27,3,2018-02-17,0.25,"ili perc","quantile",2.99651643428442
"HHS Region 1",2018-01-27,3,2018-02-17,0.3,"ili perc","quantile",3.11425426529585
"HHS Region 1",2018-01-27,3,2018-02-17,0.35,"ili perc","quantile",3.18473375327317
"HHS Region 1",2018-01-27,3,2018-02-17,0.4,"ili perc","quantile",3.23678452460008
"HHS Region 1",2018-01-27,3,2018-02-17,0.45,"ili perc","quantile",3.31717521607915
"HHS Region 1",2018-01-27,3,2018-02-17,0.5,"ili perc","quantile",3.40038452585954
"HHS Region 1",2018-01-27,3,2018-02-17,0.55,"ili perc","quantile",3.43465041029852
"HHS Region 1",2018-01-27,3,2018-02-17,0.6,"ili perc","quantile",3.47657433359012
"HHS Region 1",2018-01-27,3,2018-02-17,0.65,"ili perc","quantile",3.55000594297248
"HHS Region 1",2018-01-27,3,2018-02-17,0.7,"ili perc","quantile",3.61811524955793
"HHS Region 1",2018-01-27,3,2018-02-17,0.75,"ili perc","quantile",3.71776128779559
"HHS Region 1",2018-01-27,3,2018-02-17,0.8,"ili perc","quantile",3.81921163416053
"HHS Region 1",2018-01-27,3,2018-02-17,0.85,"ili perc","quantile",3.94692149444945
"HHS Region 1",2018-01-27,3,2018-02-17,0.9,"ili perc","quantile",4.11650463292154
"HHS Region 1",2018-01-27,3,2018-02-17,0.95,"ili perc","quantile",4.33484713825277
"HHS Region 1",2018-01-27,3,2018-02-17,0.975,"ili perc","quantile",4.72061168443092
"HHS Region 1",2018-01-27,3,2018-02-17,0.99,"ili perc","quantile",5.04817992322956
"HHS Region 1",2018-01-27,4,2018-02-24,0.01,"ili perc","quantile",1.34714672499868
"HHS Region 1",2018-01-27,4,2018-02-24,0.025,"ili perc","quantile",1.65524880289872
"HHS Region 1",2018-01-27,4,2018-02-24,0.05,"ili perc","quantile",1.94127066965427
"HHS Region 1",2018-01-27,4,2018-02-24,0.1,"ili perc","quantile",2.39000730422151
"HHS Region 1",2018-01-27,4,2018-02-24,0.15,"ili perc","quantile",2.53346498274377
"HHS Region 1",2018-01-27,4,2018-02-24,0.2,"ili perc","quantile",2.6717310317444
"HHS Region 1",2018-01-27,4,2018-02-24,0.25,"ili perc","quantile",2.76445978137047
"HHS Region 1",2018-01-27,4,2018-02-24,0.3,"ili perc","quantile",2.90515051011332
"HHS Region 1",2018-01-27,4,2018-02-24,0.35,"ili perc","quantile",3.03604701835488
"HHS Region 1",2018-01-27,4,2018-02-24,0.4,"ili perc","quantile",3.14855965491795
"HHS Region 1",2018-01-27,4,2018-02-24,0.45,"ili perc","quantile",3.21636345463828
"HHS Region 1",2018-01-27,4,2018-02-24,0.5,"ili perc","quantile",3.27447715480518
"HHS Region 1",2018-01-27,4,2018-02-24,0.55,"ili perc","quantile",3.31789261869564
"HHS Region 1",2018-01-27,4,2018-02-24,0.6,"ili perc","quantile",3.4361052961342
"HHS Region 1",2018-01-27,4,2018-02-24,0.65,"ili perc","quantile",3.54983811210193
"HHS Region 1",2018-01-27,4,2018-02-24,0.7,"ili perc","quantile",3.63984980532712
"HHS Region 1",2018-01-27,4,2018-02-24,0.75,"ili perc","quantile",3.72805397590536
"HHS Region 1",2018-01-27,4,2018-02-24,0.8,"ili perc","quantile",3.83338380901637
"HHS Region 1",2018-01-27,4,2018-02-24,0.85,"ili perc","quantile",4.01069107755489
"HHS Region 1",2018-01-27,4,2018-02-24,0.9,"ili perc","quantile",4.31986312711325
"HHS Region 1",2018-01-27,4,2018-02-24,0.95,"ili perc","quantile",4.86753035666707
"HHS Region 1",2018-01-27,4,2018-02-24,0.975,"ili perc","quantile",5.57868895987015
"HHS Region 1",2018-01-27,4,2018-02-24,0.99,"ili perc","quantile",6.49622863308646
"HHS Region 10",2018-01-27,1,2018-02-03,0.01,"ili perc","quantile",1.47410731771395
"HHS Region 10",2018-01-27,1,2018-02-03,0.025,"ili perc","quantile",1.88808296224639
"HHS Region 10",2018-01-27,1,2018-02-03,0.05,"ili perc","quantile",2.08592783802786
"HHS Region 10",2018-01-27,1,2018-02-03,0.1,"ili perc","quantile",2.34837591786351
"HHS Region 10",2018-01-27,1,2018-02-03,0.15,"ili perc","quantile",2.44651265017671
"HHS Region 10",2018-01-27,1,2018-02-03,0.2,"ili perc","quantile",2.54728656176429
"HHS Region 10",2018-01-27,1,2018-02-03,0.25,"ili perc","quantile",2.65592649902583
"HHS Region 10",2018-01-27,1,2018-02-03,0.3,"ili perc","quantile",2.73220245043088
"HHS Region 10",2018-01-27,1,2018-02-03,0.35,"ili perc","quantile",2.79562899418834
"HHS Region 10",2018-01-27,1,2018-02-03,0.4,"ili perc","quantile",2.88127145713924
"HHS Region 10",2018-01-27,1,2018-02-03,0.45,"ili perc","quantile",2.96663620247346
"HHS Region 10",2018-01-27,1,2018-02-03,0.5,"ili perc","quantile",3.00884402177121
"HHS Region 10",2018-01-27,1,2018-02-03,0.55,"ili perc","quantile",3.09199685239245
"HHS Region 10",2018-01-27,1,2018-02-03,0.6,"ili perc","quantile",3.21927856974188
"HHS Region 10",2018-01-27,1,2018-02-03,0.65,"ili perc","quantile",3.33998891313901
"HHS Region 10",2018-01-27,1,2018-02-03,0.7,"ili perc","quantile",3.45189566149859
"HHS Region 10",2018-01-27,1,2018-02-03,0.75,"ili perc","quantile",3.61637833636514
"HHS Region 10",2018-01-27,1,2018-02-03,0.8,"ili perc","quantile",3.74765706445617
"HHS Region 10",2018-01-27,1,2018-02-03,0.85,"ili perc","quantile",3.92259940337164
"HHS Region 10",2018-01-27,1,2018-02-03,0.9,"ili perc","quantile",4.26733409185391
"HHS Region 10",2018-01-27,1,2018-02-03,0.95,"ili perc","quantile",5.26828519526964
"HHS Region 10",2018-01-27,1,2018-02-03,0.975,"ili perc","quantile",6.17968541001901
"HHS Region 10",2018-01-27,1,2018-02-03,0.99,"ili perc","quantile",6.59482933486755
