"location","origin_date","horizon","target_end_date","output_type_id","target","output_type","value"
"HHS Region 1",2020-04-11,1,2020-04-18,0.01,"ili perc","quantile",1.53659712239883
"HHS Region 1",2020-04-11,1,2020-04-18,0.025,"ili perc","quantile",1.71855880303521
"HHS Region 1",2020-04-11,1,2020-04-18,0.05,"ili perc","quantile",1.87129551931271
"HHS Region 1",2020-04-11,1,2020-04-18,0.1,"ili perc","quantile",2.06572017360019
"HHS Region 1",2020-04-11,1,2020-04-18,0.15,"ili perc","quantile",2.16174421658572
"HHS Region 1",2020-04-11,1,2020-04-18,0.2,"ili perc","quantile",2.26068721244345
"HHS Region 1",2020-04-11,1,2020-04-18,0.25,"ili perc","quantile",2.30690949124118
"HHS Region 1",2020-04-11,1,2020-04-18,0.3,"ili perc","quantile",2.36585769016697
"HHS Region 1",2020-04-11,1,2020-04-18,0.35,"ili perc","quantile",2.38355088414278
"HHS Region 1",2020-04-11,1,2020-04-18,0.4,"ili perc","quantile",2.41812740601347
"HHS Region 1",2020-04-11,1,2020-04-18,0.45,"ili perc","quantile",2.47200139231383
"HHS Region 1",2020-04-11,1,2020-04-18,0.5,"ili perc","quantile",2.53610666103321
"HHS Region 1",2020-04-11,1,2020-04-18,0.55,"ili perc","quantile",2.58962935782166
"HHS Region 1",2020-04-11,1,2020-04-18,0.6,"ili perc","quantile",2.63821108024332
"HHS Region 1",2020-04-11,1,2020-04-18,0.65,"ili perc","quantile",2.68745994470996
"HHS Region 1",2020-04-11,1,2020-04-18,0.7,"ili perc","quantile",2.72973027265056
"HHS Region 1",2020-04-11,1,2020-04-18,0.75,"ili perc","quantile",2.77482264208743
"HHS Region 1",2020-04-11,1,2020-04-18,0.8,"ili perc","quantile",2.83814077510112
"HHS Region 1",2020-04-11,1,2020-04-18,0.85,"ili perc","quantile",2.90726072814155
"HHS Region 1",2020-04-11,1,2020-04-18,0.9,"ili perc","quantile",3.04273087760146
"HHS Region 1",2020-04-11,1,2020-04-18,0.95,"ili perc","quantile",3.25342127557394
"HHS Region 1",2020-04-11,1,2020-04-18,0.975,"ili perc","quantile",3.47834900801806
"HHS Region 1",2020-04-11,1,2020-04-18,0.99,"ili perc","quantile",3.71310098023022
"HHS Region 1",2020-04-11,2,2020-04-25,0.01,"ili perc","quantile",1.21959448002833
"HHS Region 1",2020-04-11,2,2020-04-25,0.025,"ili perc","quantile",1.42833999824417
"HHS Region 1",2020-04-11,2,2020-04-25,0.05,"ili perc","quantile",1.70718659024234
"HHS Region 1",2020-04-11,2,2020-04-25,0.1,"ili perc","quantile",1.91203042315279
"HHS Region 1",2020-04-11,2,2020-04-25,0.15,"ili perc","quantile",2.03483435207512
"HHS Region 1",2020-04-11,2,2020-04-25,0.2,"ili perc","quantile",2.12310104516452
"HHS Region 1",2020-04-11,2,2020-04-25,0.25,"ili perc","quantile",2.18129503402952
"HHS Region 1",2020-04-11,2,2020-04-25,0.3,"ili perc","quantile",2.24603601023907
"HHS Region 1",2020-04-11,2,2020-04-25,0.35,"ili perc","quantile",2.31495495512557
"HHS Region 1",2020-04-11,2,2020-04-25,0.4,"ili perc","quantile",2.36855862861835
"HHS Region 1",2020-04-11,2,2020-04-25,0.45,"ili perc","quantile",2.42890044307327
"HHS Region 1",2020-04-11,2,2020-04-25,0.5,"ili perc","quantile",2.50140459012729
"HHS Region 1",2020-04-11,2,2020-04-25,0.55,"ili perc","quantile",2.54107714621849
"HHS Region 1",2020-04-11,2,2020-04-25,0.6,"ili perc","quantile",2.58394724306178
"HHS Region 1",2020-04-11,2,2020-04-25,0.65,"ili perc","quantile",2.70444383812866
"HHS Region 1",2020-04-11,2,2020-04-25,0.7,"ili perc","quantile",2.75625049828278
"HHS Region 1",2020-04-11,2,2020-04-25,0.75,"ili perc","quantile",2.85115633837559
"HHS Region 1",2020-04-11,2,2020-04-25,0.8,"ili perc","quantile",2.89947396766259
"HHS Region 1",2020-04-11,2,2020-04-25,0.85,"ili perc","quantile",3.00748824471249
