"location","origin_date","horizon","target_end_date","output_type_id","target","output_type","value"
"HHS Region 1",2017-11-04,1,2017-11-11,0.01,"ili perc","quantile",0.45724713638369
"HHS Region 1",2017-11-04,1,2017-11-11,0.025,"ili perc","quantile",0.525342228158595
"HHS Region 1",2017-11-04,1,2017-11-11,0.05,"ili perc","quantile",0.612347586374181
"HHS Region 1",2017-11-04,1,2017-11-11,0.1,"ili perc","quantile",0.696173052660728
"HHS Region 1",2017-11-04,1,2017-11-11,0.15,"ili perc","quantile",0.752732713090866
"HHS Region 1",2017-11-04,1,2017-11-11,0.2,"ili perc","quantile",0.798182842631644
"HHS Region 1",2017-11-04,1,2017-11-11,0.25,"ili perc","quantile",0.853232018139697
"HHS Region 1",2017-11-04,1,2017-11-11,0.3,"ili perc","quantile",0.883479439692427
"HHS Region 1",2017-11-04,1,2017-11-11,0.35,"ili perc","quantile",0.913642837448421
"HHS Region 1",2017-11-04,1,2017-11-11,0.4,"ili perc","quantile",0.95354553267537
"HHS Region 1",2017-11-04,1,2017-11-11,0.45,"ili perc","quantile",0.982094255038691
"HHS Region 1",2017-11-04,1,2017-11-11,0.5,"ili perc","quantile",1.01315093055344
"HHS Region 1",2017-11-04,1,2017-11-11,0.55,"ili perc","quantile",1.02466523595813
"HHS Region 1",2017-11-04,1,2017-11-11,0.6,"ili perc","quantile",1.04474495141238
"HHS Region 1",2017-11-04,1,2017-11-11,0.65,"ili perc","quantile",1.0868794174125
"HHS Region 1",2017-11-04,1,2017-11-11,0.7,"ili perc","quantile",1.13142778749579
"HHS Region 1",2017-11-04,1,2017-11-11,0.75,"ili perc","quantile",1.17103034562564
"HHS Region 1",2017-11-04,1,2017-11-11,0.8,"ili perc","quantile",1.24801455402551
"HHS Region 1",2017-11-04,1,2017-11-11,0.85,"ili perc","quantile",1.3195489250112
"HHS Region 1",2017-11-04,1,2017-11-11,0.9,"ili perc","quantile",1.47732031227726
"HHS Region 1",2017-11-04,1,2017-11-11,0.95,"ili perc","quantile",1.59369841941693
"HHS Region 1",2017-11-04,1,2017-11-11,0.975,"ili perc","quantile",2.19011449113214
"HHS Region 1",2017-11-04,1,2017-11-11,0.99,"ili perc","quantile",2.76984819512433
"HHS Region 1",2017-11-04,2,2017-11-18,0.01,"ili perc","quantile",0.28535025860016
"HHS Region 1",2017-11-04,2,2017-11-18,0.025,"ili perc","quantile",0.403278431576337
"HHS Region 1",2017-11-04,2,2017-11-18,0.05,"ili perc","quantile",0.471920889876326
"HHS Region 1",2017-11-04,2,2017-11-18,0.1,"ili perc","quantile",0.652695887718242
"HHS Region 1",2017-11-04,2,2017-11-18,0.15,"ili perc","quantile",0.728632047136925
"HHS Region 1",2017-11-04,2,2017-11-18,0.2,"ili perc","quantile",0.796795552438896
"HHS Region 1",2017-11-04,2,2017-11-18,0.25,"ili perc","quantile",0.835998495039067
"HHS Region 1",2017-11-04,2,2017-11-18,0.3,"ili perc","quantile",0.878696511357403
"HHS Region 1",2017-11-04,2,2017-11-18,0.35,"ili perc","quantile",0.89940141591989
"HHS Region 1",2017-11-04,2,2017-11-18,0.4,"ili perc","quantile",0.957745053109589
"HHS Region 1",2017-11-04,2,2017-11-18,0.45,"ili perc","quantile",0.983744288155438
"HHS Region 1",2017-11-04,2,2017-11-18,0.5,"ili perc","quantile",1.0130746943085
"HHS Region 1",2017-11-04,2,2017-11-18,0.55,"ili perc","quantile",1.05825851437533
"HHS Region 1",2017-11-04,2,2017-11-18,0.6,"ili perc","quantile",1.11976566480773
"HHS Region 1",2017-11-04,2,2017-11-18,0.65,"ili perc","quantile",1.15688928077947
"HHS Region 1",2017-11-04,2,2017-11-18,0.7,"ili perc","quantile",1.20783602496737
"HHS Region 1",2017-11-04,2,2017-11-18,0.75,"ili perc","quantile",1.29698875916113
"HHS Region 1",2017-11-04,2,2017-11-18,0.8,"ili perc","quantile",1.40643676638648
"HHS Region 1",2017-11-04,2,2017-11-18,0.85,"ili perc","quantile",1.57572867980017
"HHS Region 1",2017-11-04,2,2017-11-18,0.9,"ili perc","quantile",1.78817952803654
"HHS Region 1",2017-11-04,2,2017-11-18,0.95,"ili perc","quantile",2.0851893353654
"HHS Region 1",2017-11-04,2,2017-11-18,0.975,"ili perc","quantile",2.52654743306522
"HHS Region 1",2017-11-04,2,2017-11-18,0.99,"ili perc","quantile",3.3843378824778
"HHS Region 1",2017-11-04,3,2017-11-25,0.01,"ili perc","quantile",0.255480107727652
