"location","origin_date","horizon","target_end_date","output_type_id","target","output_type","value"
"HHS Region 1",2018-03-31,1,2018-04-07,0.01,"ili perc","quantile",0.723300023692768
"HHS Region 1",2018-03-31,1,2018-04-07,0.025,"ili perc","quantile",0.80527333661858
"HHS Region 1",2018-03-31,1,2018-04-07,0.05,"ili perc","quantile",1.04719871646209
"HHS Region 1",2018-03-31,1,2018-04-07,0.1,"ili perc","quantile",1.23074811107811
"HHS Region 1",2018-03-31,1,2018-04-07,0.15,"ili perc","quantile",1.3075742885087
"HHS Region 1",2018-03-31,1,2018-04-07,0.2,"ili perc","quantile",1.37184903325535
"HHS Region 1",2018-03-31,1,2018-04-07,0.25,"ili perc","quantile",1.40979301332901
"HHS Region 1",2018-03-31,1,2018-04-07,0.3,"ili perc","quantile",1.45206235916666
"HHS Region 1",2018-03-31,1,2018-04-07,0.35,"ili perc","quantile",1.47220249418425
"HHS Region 1",2018-03-31,1,2018-04-07,0.4,"ili perc","quantile",1.5048093328267
"HHS Region 1",2018-03-31,1,2018-04-07,0.45,"ili perc","quantile",1.53668853808173
"HHS Region 1",2018-03-31,1,2018-04-07,0.5,"ili perc","quantile",1.56050880603548
"HHS Region 1",2018-03-31,1,2018-04-07,0.55,"ili perc","quantile",1.5925102486549
"HHS Region 1",2018-03-31,1,2018-04-07,0.6,"ili perc","quantile",1.62578398536174
"HHS Region 1",2018-03-31,1,2018-04-07,0.65,"ili perc","quantile",1.65253592994273
"HHS Region 1",2018-03-31,1,2018-04-07,0.7,"ili perc","quantile",1.69328022900935
"HHS Region 1",2018-03-31,1,2018-04-07,0.75,"ili perc","quantile",1.7347824276551
"HHS Region 1",2018-03-31,1,2018-04-07,0.8,"ili perc","quantile",1.82243364261388
"HHS Region 1",2018-03-31,1,2018-04-07,0.85,"ili perc","quantile",1.87208377371705
"HHS Region 1",2018-03-31,1,2018-04-07,0.9,"ili perc","quantile",1.98383704186251
"HHS Region 1",2018-03-31,1,2018-04-07,0.95,"ili perc","quantile",2.20553075369616
"HHS Region 1",2018-03-31,1,2018-04-07,0.975,"ili perc","quantile",2.58259353207242
"HHS Region 1",2018-03-31,1,2018-04-07,0.99,"ili perc","quantile",2.96348200776166
"HHS Region 1",2018-03-31,2,2018-04-14,0.01,"ili perc","quantile",0.549781621429164
"HHS Region 1",2018-03-31,2,2018-04-14,0.025,"ili perc","quantile",0.666085328680895
"HHS Region 1",2018-03-31,2,2018-04-14,0.05,"ili perc","quantile",0.776093090613962
"HHS Region 1",2018-03-31,2,2018-04-14,0.1,"ili perc","quantile",1.01738194326437
"HHS Region 1",2018-03-31,2,2018-04-14,0.15,"ili perc","quantile",1.11742656811704
"HHS Region 1",2018-03-31,2,2018-04-14,0.2,"ili perc","quantile",1.20088571796349
"HHS Region 1",2018-03-31,2,2018-04-14,0.25,"ili perc","quantile",1.26324356077328
"HHS Region 1",2018-03-31,2,2018-04-14,0.3,"ili perc","quantile",1.29621692411769
"HHS Region 1",2018-03-31,2,2018-04-14,0.35,"ili perc","quantile",1.35236276728165
"HHS Region 1",2018-03-31,2,2018-04-14,0.4,"ili perc","quantile",1.40151618945417
"HHS Region 1",2018-03-31,2,2018-04-14,0.45,"ili perc","quantile",1.4499228503237
"HHS Region 1",2018-03-31,2,2018-04-14,0.5,"ili perc","quantile",1.49249300661955
"HHS Region 1",2018-03-31,2,2018-04-14,0.55,"ili perc","quantile",1.53524847046501
"HHS Region 1",2018-03-31,2,2018-04-14,0.6,"ili perc","quantile",1.56486708718756
"HHS Region 1",2018-03-31,2,2018-04-14,0.65,"ili perc","quantile",1.61343361705653
"HHS Region 1",2018-03-31,2,2018-04-14,0.7,"ili perc","quantile",1.6777045445855
"HHS Region 1",2018-03-31,2,2018-04-14,0.75,"ili perc","quantile",1.73366086195603
"HHS Region 1",2018-03-31,2,2018-04-14,0.8,"ili perc","quantile",1.79945292999494
"HHS Region 1",2018-03-31,2,2018-04-14,0.85,"ili perc","quantile",1.87834617923391
"HHS Region 1",2018-03-31,2,2018-04-14,0.9,"ili perc","quantile",2.01307394522039
"HHS Region 1",2018-03-31,2,2018-04-14,0.95,"ili perc","quantile",2.50055622360489
"HHS Region 1",2018-03-31,2,2018-04-14,0.975,"ili perc","quantile",2.88723596249387
"HHS Region 1",2018-03-31,2,2018-04-14,0.99,"ili perc","quantile",3.94582969788615
"HHS Region 1",2018-03-31,3,2018-04-21,0.01,"ili perc","quantile",0.199542794141223
"HHS Region 1",2018-03-31,3,2018-04-21,0.025,"ili perc","quantile",0.494280342403776
"HHS Region 1",2018-03-31,3,2018-04-21,0.05,"ili perc","quantile",0.678575714401447
"HHS Region 1",2018-03-31,3,2018-04-21,0.1,"ili perc","quantile",0.873133340719208
"HHS Region 1",2018-03-31,3,2018-04-21,0.15,"ili perc","quantile",0.980356355312958
"HHS Region 1",2018-03-31,3,2018-04-21,0.2,"ili perc","quantile",1.05921719342744
"HHS Region 1",2018-03-31,3,2018-04-21,0.25,"ili perc","quantile",1.1635953568414
"HHS Region 1",2018-03-31,3,2018-04-21,0.3,"ili perc","quantile",1.23575358303198
"HHS Region 1",2018-03-31,3,2018-04-21,0.35,"ili perc","quantile",1.29781457617093
"HHS Region 1",2018-03-31,3,2018-04-21,0.4,"ili perc","quantile",1.36356756198168
"HHS Region 1",2018-03-31,3,2018-04-21,0.45,"ili perc","quantile",1.45306331309732
"HHS Region 1",2018-03-31,3,2018-04-21,0.5,"ili perc","quantile",1.50443002034882
"HHS Region 1",2018-03-31,3,2018-04-21,0.55,"ili perc","quantile",1.54939858571666
"HHS Region 1",2018-03-31,3,2018-04-21,0.6,"ili perc","quantile",1.58960660475736
"HHS Region 1",2018-03-31,3,2018-04-21,0.65,"ili perc","quantile",1.63978510401824
"HHS Region 1",2018-03-31,3,2018-04-21,0.7,"ili perc","quantile",1.70830013292558
