"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type","season"
"US National",2016-12-24,4,2017-01-21,"1%",1.24763721039617,0.01,"ili perc","quantile","2016/2017"
"US National",2016-12-24,4,2017-01-21,"2.5%",1.42550796839617,0.025,"ili perc","quantile","2016/2017"
"US National",2016-12-24,4,2017-01-21,"5%",1.55076894658571,0.05,"ili perc","quantile","2016/2017"
"US National",2016-12-24,4,2017-01-21,"10%",1.98124298583578,0.1,"ili perc","quantile","2016/2017"
"US National",2016-12-24,4,2017-01-21,"15%",2.10456192966164,0.15,"ili perc","quantile","2016/2017"
"US National",2016-12-24,4,2017-01-21,"20%",2.31570475790002,0.2,"ili perc","quantile","2016/2017"
"US National",2016-12-24,4,2017-01-21,"25%",2.42590716731969,0.25,"ili perc","quantile","2016/2017"
"US National",2016-12-24,4,2017-01-21,"30%",2.53037326161627,0.3,"ili perc","quantile","2016/2017"
"US National",2016-12-24,4,2017-01-21,"35%",2.56938760735792,0.35,"ili perc","quantile","2016/2017"
"US National",2016-12-24,4,2017-01-21,"40%",2.6272517406928,0.4,"ili perc","quantile","2016/2017"
"US National",2016-12-24,4,2017-01-21,"45%",2.76878653486689,0.45,"ili perc","quantile","2016/2017"
"US National",2016-12-24,4,2017-01-21,"50%",2.94066465835031,0.5,"ili perc","quantile","2016/2017"
"US National",2016-12-24,4,2017-01-21,"55%",2.99175153811858,0.55,"ili perc","quantile","2016/2017"
"US National",2016-12-24,4,2017-01-21,"60%",3.03170589833166,0.6,"ili perc","quantile","2016/2017"
"US National",2016-12-24,4,2017-01-21,"65%",3.16533156985118,0.65,"ili perc","quantile","2016/2017"
"US National",2016-12-24,4,2017-01-21,"70%",3.30931805891257,0.7,"ili perc","quantile","2016/2017"
"US National",2016-12-24,4,2017-01-21,"75%",3.45819448948226,0.75,"ili perc","quantile","2016/2017"
"US National",2016-12-24,4,2017-01-21,"80%",3.67719695455445,0.8,"ili perc","quantile","2016/2017"
"US National",2016-12-24,4,2017-01-21,"85%",3.85193823691561,0.85,"ili perc","quantile","2016/2017"
"US National",2016-12-24,4,2017-01-21,"90%",4.222855955619,0.9,"ili perc","quantile","2016/2017"
"US National",2016-12-24,4,2017-01-21,"95%",4.50675376074118,0.95,"ili perc","quantile","2016/2017"
"US National",2016-12-24,4,2017-01-21,"97.5%",4.8335473269063,0.975,"ili perc","quantile","2016/2017"
"US National",2016-12-24,4,2017-01-21,"99%",5.13665136137342,0.99,"ili perc","quantile","2016/2017"
