"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type","season"
"US National",2017-01-21,4,2017-02-18,"1%",1.72656528390398,0.01,"ili perc","quantile","2016/2017"
"US National",2017-01-21,4,2017-02-18,"2.5%",1.91267718353522,0.025,"ili perc","quantile","2016/2017"
"US National",2017-01-21,4,2017-02-18,"5%",2.16524582117256,0.05,"ili perc","quantile","2016/2017"
"US National",2017-01-21,4,2017-02-18,"10%",2.42341955182392,0.1,"ili perc","quantile","2016/2017"
"US National",2017-01-21,4,2017-02-18,"15%",2.57449024371648,0.15,"ili perc","quantile","2016/2017"
"US National",2017-01-21,4,2017-02-18,"20%",2.87508533174007,0.2,"ili perc","quantile","2016/2017"
"US National",2017-01-21,4,2017-02-18,"25%",2.98584379890316,0.25,"ili perc","quantile","2016/2017"
"US National",2017-01-21,4,2017-02-18,"30%",3.19411911120636,0.3,"ili perc","quantile","2016/2017"
"US National",2017-01-21,4,2017-02-18,"35%",3.31478872222766,0.35,"ili perc","quantile","2016/2017"
"US National",2017-01-21,4,2017-02-18,"40%",3.37469457174244,0.4,"ili perc","quantile","2016/2017"
"US National",2017-01-21,4,2017-02-18,"45%",3.54783362988847,0.45,"ili perc","quantile","2016/2017"
"US National",2017-01-21,4,2017-02-18,"50%",3.72818979824725,0.5,"ili perc","quantile","2016/2017"
"US National",2017-01-21,4,2017-02-18,"55%",4.00562512035179,0.55,"ili perc","quantile","2016/2017"
"US National",2017-01-21,4,2017-02-18,"60%",4.14950691459944,0.6,"ili perc","quantile","2016/2017"
"US National",2017-01-21,4,2017-02-18,"65%",4.27257641176743,0.65,"ili perc","quantile","2016/2017"
"US National",2017-01-21,4,2017-02-18,"70%",4.37050303204304,0.7,"ili perc","quantile","2016/2017"
"US National",2017-01-21,4,2017-02-18,"75%",4.49480908690118,0.75,"ili perc","quantile","2016/2017"
"US National",2017-01-21,4,2017-02-18,"80%",4.666175214068,0.8,"ili perc","quantile","2016/2017"
"US National",2017-01-21,4,2017-02-18,"85%",4.96012440268493,0.85,"ili perc","quantile","2016/2017"
"US National",2017-01-21,4,2017-02-18,"90%",5.33530283702242,0.9,"ili perc","quantile","2016/2017"
"US National",2017-01-21,4,2017-02-18,"95%",5.83111561449656,0.95,"ili perc","quantile","2016/2017"
"US National",2017-01-21,4,2017-02-18,"97.5%",6.17182970682422,0.975,"ili perc","quantile","2016/2017"
"US National",2017-01-21,4,2017-02-18,"99%",6.52098035778115,0.99,"ili perc","quantile","2016/2017"
