"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type","season"
"US National",2016-12-10,4,2017-01-07,"1%",1.03416094055866,0.01,"ili perc","quantile","2016/2017"
"US National",2016-12-10,4,2017-01-07,"2.5%",1.09137944025851,0.025,"ili perc","quantile","2016/2017"
"US National",2016-12-10,4,2017-01-07,"5%",1.21516220330079,0.05,"ili perc","quantile","2016/2017"
"US National",2016-12-10,4,2017-01-07,"10%",1.41241082150639,0.1,"ili perc","quantile","2016/2017"
"US National",2016-12-10,4,2017-01-07,"15%",1.47330877257236,0.15,"ili perc","quantile","2016/2017"
"US National",2016-12-10,4,2017-01-07,"20%",1.52153593774473,0.2,"ili perc","quantile","2016/2017"
"US National",2016-12-10,4,2017-01-07,"25%",1.61461158103537,0.25,"ili perc","quantile","2016/2017"
"US National",2016-12-10,4,2017-01-07,"30%",1.72207225419807,0.3,"ili perc","quantile","2016/2017"
"US National",2016-12-10,4,2017-01-07,"35%",1.78240596257604,0.35,"ili perc","quantile","2016/2017"
"US National",2016-12-10,4,2017-01-07,"40%",1.85466880660871,0.4,"ili perc","quantile","2016/2017"
"US National",2016-12-10,4,2017-01-07,"45%",1.87754522130799,0.45,"ili perc","quantile","2016/2017"
"US National",2016-12-10,4,2017-01-07,"50%",1.98117331881169,0.5,"ili perc","quantile","2016/2017"
"US National",2016-12-10,4,2017-01-07,"55%",2.04427864404185,0.55,"ili perc","quantile","2016/2017"
"US National",2016-12-10,4,2017-01-07,"60%",2.11163320989445,0.6,"ili perc","quantile","2016/2017"
"US National",2016-12-10,4,2017-01-07,"65%",2.20118025424037,0.65,"ili perc","quantile","2016/2017"
"US National",2016-12-10,4,2017-01-07,"70%",2.27433338490904,0.7,"ili perc","quantile","2016/2017"
"US National",2016-12-10,4,2017-01-07,"75%",2.31472121551453,0.75,"ili perc","quantile","2016/2017"
"US National",2016-12-10,4,2017-01-07,"80%",2.41415431873292,0.8,"ili perc","quantile","2016/2017"
"US National",2016-12-10,4,2017-01-07,"85%",2.5325007463006,0.85,"ili perc","quantile","2016/2017"
"US National",2016-12-10,4,2017-01-07,"90%",2.74134836155186,0.9,"ili perc","quantile","2016/2017"
"US National",2016-12-10,4,2017-01-07,"95%",2.97106502223231,0.95,"ili perc","quantile","2016/2017"
"US National",2016-12-10,4,2017-01-07,"97.5%",3.13995659391187,0.975,"ili perc","quantile","2016/2017"
"US National",2016-12-10,4,2017-01-07,"99%",3.20821739057758,0.99,"ili perc","quantile","2016/2017"
