"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type","season"
"US National",2016-12-31,4,2017-01-28,"1%",1.72079995568475,0.01,"ili perc","quantile","2016/2017"
"US National",2016-12-31,4,2017-01-28,"2.5%",1.87644316868168,0.025,"ili perc","quantile","2016/2017"
"US National",2016-12-31,4,2017-01-28,"5%",2.21196010622891,0.05,"ili perc","quantile","2016/2017"
"US National",2016-12-31,4,2017-01-28,"10%",2.39896382247046,0.1,"ili perc","quantile","2016/2017"
"US National",2016-12-31,4,2017-01-28,"15%",2.56607319248634,0.15,"ili perc","quantile","2016/2017"
"US National",2016-12-31,4,2017-01-28,"20%",2.75165779164027,0.2,"ili perc","quantile","2016/2017"
"US National",2016-12-31,4,2017-01-28,"25%",2.8825729397722,0.25,"ili perc","quantile","2016/2017"
"US National",2016-12-31,4,2017-01-28,"30%",3.03751803743691,0.3,"ili perc","quantile","2016/2017"
"US National",2016-12-31,4,2017-01-28,"35%",3.11509742477077,0.35,"ili perc","quantile","2016/2017"
"US National",2016-12-31,4,2017-01-28,"40%",3.2445831574805,0.4,"ili perc","quantile","2016/2017"
"US National",2016-12-31,4,2017-01-28,"45%",3.45153812364709,0.45,"ili perc","quantile","2016/2017"
"US National",2016-12-31,4,2017-01-28,"50%",3.49814628756373,0.5,"ili perc","quantile","2016/2017"
"US National",2016-12-31,4,2017-01-28,"55%",3.56953102798134,0.55,"ili perc","quantile","2016/2017"
"US National",2016-12-31,4,2017-01-28,"60%",3.60749529233511,0.6,"ili perc","quantile","2016/2017"
"US National",2016-12-31,4,2017-01-28,"65%",3.72977839912377,0.65,"ili perc","quantile","2016/2017"
"US National",2016-12-31,4,2017-01-28,"70%",3.87590682485739,0.7,"ili perc","quantile","2016/2017"
"US National",2016-12-31,4,2017-01-28,"75%",4.01514366774533,0.75,"ili perc","quantile","2016/2017"
"US National",2016-12-31,4,2017-01-28,"80%",4.20746424560235,0.8,"ili perc","quantile","2016/2017"
"US National",2016-12-31,4,2017-01-28,"85%",4.43627872248313,0.85,"ili perc","quantile","2016/2017"
"US National",2016-12-31,4,2017-01-28,"90%",4.79318018477607,0.9,"ili perc","quantile","2016/2017"
"US National",2016-12-31,4,2017-01-28,"95%",5.29575907709248,0.95,"ili perc","quantile","2016/2017"
"US National",2016-12-31,4,2017-01-28,"97.5%",5.85735816010051,0.975,"ili perc","quantile","2016/2017"
"US National",2016-12-31,4,2017-01-28,"99%",5.90891999179192,0.99,"ili perc","quantile","2016/2017"
