"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type","season"
"US National",2020-02-29,4,2020-03-28,"1%",2.33447777858122,0.01,"ili perc","quantile","2019/2020"
"US National",2020-02-29,4,2020-03-28,"2.5%",2.91025943455303,0.025,"ili perc","quantile","2019/2020"
"US National",2020-02-29,4,2020-03-28,"5%",3.19272574889696,0.05,"ili perc","quantile","2019/2020"
"US National",2020-02-29,4,2020-03-28,"10%",3.47487750858613,0.1,"ili perc","quantile","2019/2020"
"US National",2020-02-29,4,2020-03-28,"15%",3.66902681779817,0.15,"ili perc","quantile","2019/2020"
"US National",2020-02-29,4,2020-03-28,"20%",3.91029487605933,0.2,"ili perc","quantile","2019/2020"
"US National",2020-02-29,4,2020-03-28,"25%",4.11167194718047,0.25,"ili perc","quantile","2019/2020"
"US National",2020-02-29,4,2020-03-28,"30%",4.25983489321482,0.3,"ili perc","quantile","2019/2020"
"US National",2020-02-29,4,2020-03-28,"35%",4.36814308615503,0.35,"ili perc","quantile","2019/2020"
"US National",2020-02-29,4,2020-03-28,"40%",4.59493451824478,0.4,"ili perc","quantile","2019/2020"
"US National",2020-02-29,4,2020-03-28,"45%",4.69215706516254,0.45,"ili perc","quantile","2019/2020"
"US National",2020-02-29,4,2020-03-28,"50%",4.92838438421999,0.5,"ili perc","quantile","2019/2020"
"US National",2020-02-29,4,2020-03-28,"55%",4.97673788922406,0.55,"ili perc","quantile","2019/2020"
"US National",2020-02-29,4,2020-03-28,"60%",5.09873583532052,0.6,"ili perc","quantile","2019/2020"
"US National",2020-02-29,4,2020-03-28,"65%",5.21358358841457,0.65,"ili perc","quantile","2019/2020"
"US National",2020-02-29,4,2020-03-28,"70%",5.40186389058756,0.7,"ili perc","quantile","2019/2020"
"US National",2020-02-29,4,2020-03-28,"75%",5.6695914961892,0.75,"ili perc","quantile","2019/2020"
"US National",2020-02-29,4,2020-03-28,"80%",5.90002452646747,0.8,"ili perc","quantile","2019/2020"
"US National",2020-02-29,4,2020-03-28,"85%",6.39834557317865,0.85,"ili perc","quantile","2019/2020"
"US National",2020-02-29,4,2020-03-28,"90%",6.93062445929704,0.9,"ili perc","quantile","2019/2020"
"US National",2020-02-29,4,2020-03-28,"95%",7.93938605545251,0.95,"ili perc","quantile","2019/2020"
"US National",2020-02-29,4,2020-03-28,"97.5%",8.45994837502626,0.975,"ili perc","quantile","2019/2020"
"US National",2020-02-29,4,2020-03-28,"99%",9.7683597079976,0.99,"ili perc","quantile","2019/2020"
