"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type","season"
"US National",2019-02-02,4,2019-03-02,"1%",2.41734530965372,0.01,"ili perc","quantile","2018/2019"
"US National",2019-02-02,4,2019-03-02,"2.5%",2.50868723285115,0.025,"ili perc","quantile","2018/2019"
"US National",2019-02-02,4,2019-03-02,"5%",2.74240255174238,0.05,"ili perc","quantile","2018/2019"
"US National",2019-02-02,4,2019-03-02,"10%",3.21414673956395,0.1,"ili perc","quantile","2018/2019"
"US National",2019-02-02,4,2019-03-02,"15%",3.55156004924282,0.15,"ili perc","quantile","2018/2019"
"US National",2019-02-02,4,2019-03-02,"20%",3.62966720935903,0.2,"ili perc","quantile","2018/2019"
"US National",2019-02-02,4,2019-03-02,"25%",3.86366887794477,0.25,"ili perc","quantile","2018/2019"
"US National",2019-02-02,4,2019-03-02,"30%",4.08076731471427,0.3,"ili perc","quantile","2018/2019"
"US National",2019-02-02,4,2019-03-02,"35%",4.21989603018975,0.35,"ili perc","quantile","2018/2019"
"US National",2019-02-02,4,2019-03-02,"40%",4.35364991856002,0.4,"ili perc","quantile","2018/2019"
"US National",2019-02-02,4,2019-03-02,"45%",4.45167491772519,0.45,"ili perc","quantile","2018/2019"
"US National",2019-02-02,4,2019-03-02,"50%",4.66994628926105,0.5,"ili perc","quantile","2018/2019"
"US National",2019-02-02,4,2019-03-02,"55%",4.69634402749468,0.55,"ili perc","quantile","2018/2019"
"US National",2019-02-02,4,2019-03-02,"60%",4.8202766401807,0.6,"ili perc","quantile","2018/2019"
"US National",2019-02-02,4,2019-03-02,"65%",4.9556139348149,0.65,"ili perc","quantile","2018/2019"
"US National",2019-02-02,4,2019-03-02,"70%",5.03016882957371,0.7,"ili perc","quantile","2018/2019"
"US National",2019-02-02,4,2019-03-02,"75%",5.20775974198774,0.75,"ili perc","quantile","2018/2019"
"US National",2019-02-02,4,2019-03-02,"80%",5.42095713760552,0.8,"ili perc","quantile","2018/2019"
"US National",2019-02-02,4,2019-03-02,"85%",5.57723623420538,0.85,"ili perc","quantile","2018/2019"
"US National",2019-02-02,4,2019-03-02,"90%",5.76404056183161,0.9,"ili perc","quantile","2018/2019"
"US National",2019-02-02,4,2019-03-02,"95%",6.30975113127609,0.95,"ili perc","quantile","2018/2019"
"US National",2019-02-02,4,2019-03-02,"97.5%",7.34520487867111,0.975,"ili perc","quantile","2018/2019"
"US National",2019-02-02,4,2019-03-02,"99%",7.55836859615683,0.99,"ili perc","quantile","2018/2019"
