"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type","season"
"US National",2018-05-05,4,2018-06-02,"1%",0.740728797801573,0.01,"ili perc","quantile","2017/2018"
"US National",2018-05-05,4,2018-06-02,"2.5%",0.86874994435062,0.025,"ili perc","quantile","2017/2018"
"US National",2018-05-05,4,2018-06-02,"5%",1.05468231896964,0.05,"ili perc","quantile","2017/2018"
"US National",2018-05-05,4,2018-06-02,"10%",1.1358518732884,0.1,"ili perc","quantile","2017/2018"
"US National",2018-05-05,4,2018-06-02,"15%",1.24059139004108,0.15,"ili perc","quantile","2017/2018"
"US National",2018-05-05,4,2018-06-02,"20%",1.33429096842242,0.2,"ili perc","quantile","2017/2018"
"US National",2018-05-05,4,2018-06-02,"25%",1.39640043056434,0.25,"ili perc","quantile","2017/2018"
"US National",2018-05-05,4,2018-06-02,"30%",1.41630404918326,0.3,"ili perc","quantile","2017/2018"
"US National",2018-05-05,4,2018-06-02,"35%",1.45640962783689,0.35,"ili perc","quantile","2017/2018"
"US National",2018-05-05,4,2018-06-02,"40%",1.51259371217764,0.4,"ili perc","quantile","2017/2018"
"US National",2018-05-05,4,2018-06-02,"45%",1.63045830254872,0.45,"ili perc","quantile","2017/2018"
"US National",2018-05-05,4,2018-06-02,"50%",1.66448280505121,0.5,"ili perc","quantile","2017/2018"
"US National",2018-05-05,4,2018-06-02,"55%",1.77704610821394,0.55,"ili perc","quantile","2017/2018"
"US National",2018-05-05,4,2018-06-02,"60%",1.83146256168315,0.6,"ili perc","quantile","2017/2018"
"US National",2018-05-05,4,2018-06-02,"65%",1.91307347374315,0.65,"ili perc","quantile","2017/2018"
"US National",2018-05-05,4,2018-06-02,"70%",1.98390014506043,0.7,"ili perc","quantile","2017/2018"
"US National",2018-05-05,4,2018-06-02,"75%",2.07522620499783,0.75,"ili perc","quantile","2017/2018"
"US National",2018-05-05,4,2018-06-02,"80%",2.17240186456126,0.8,"ili perc","quantile","2017/2018"
"US National",2018-05-05,4,2018-06-02,"85%",2.32124630619256,0.85,"ili perc","quantile","2017/2018"
"US National",2018-05-05,4,2018-06-02,"90%",2.44347777974892,0.9,"ili perc","quantile","2017/2018"
"US National",2018-05-05,4,2018-06-02,"95%",2.92388236216441,0.95,"ili perc","quantile","2017/2018"
"US National",2018-05-05,4,2018-06-02,"97.5%",3.01671527256361,0.975,"ili perc","quantile","2017/2018"
"US National",2018-05-05,4,2018-06-02,"99%",3.27230707685374,0.99,"ili perc","quantile","2017/2018"
