"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type","season"
"US National",2017-02-25,4,2017-03-25,"1%",2.39249596576394,0.01,"ili perc","quantile","2016/2017"
"US National",2017-02-25,4,2017-03-25,"2.5%",2.53972753889033,0.025,"ili perc","quantile","2016/2017"
"US National",2017-02-25,4,2017-03-25,"5%",2.8029151687543,0.05,"ili perc","quantile","2016/2017"
"US National",2017-02-25,4,2017-03-25,"10%",3.34468890852457,0.1,"ili perc","quantile","2016/2017"
"US National",2017-02-25,4,2017-03-25,"15%",3.4971764328107,0.15,"ili perc","quantile","2016/2017"
"US National",2017-02-25,4,2017-03-25,"20%",3.74258800604123,0.2,"ili perc","quantile","2016/2017"
"US National",2017-02-25,4,2017-03-25,"25%",3.82559367567297,0.25,"ili perc","quantile","2016/2017"
"US National",2017-02-25,4,2017-03-25,"30%",4.02700795544628,0.3,"ili perc","quantile","2016/2017"
"US National",2017-02-25,4,2017-03-25,"35%",4.12378628998315,0.35,"ili perc","quantile","2016/2017"
"US National",2017-02-25,4,2017-03-25,"40%",4.24028469473801,0.4,"ili perc","quantile","2016/2017"
"US National",2017-02-25,4,2017-03-25,"45%",4.46059095166235,0.45,"ili perc","quantile","2016/2017"
"US National",2017-02-25,4,2017-03-25,"50%",4.5461434389358,0.5,"ili perc","quantile","2016/2017"
"US National",2017-02-25,4,2017-03-25,"55%",4.68542138637789,0.55,"ili perc","quantile","2016/2017"
"US National",2017-02-25,4,2017-03-25,"60%",4.79568224760525,0.6,"ili perc","quantile","2016/2017"
"US National",2017-02-25,4,2017-03-25,"65%",5.01463855082144,0.65,"ili perc","quantile","2016/2017"
"US National",2017-02-25,4,2017-03-25,"70%",5.19325513333669,0.7,"ili perc","quantile","2016/2017"
"US National",2017-02-25,4,2017-03-25,"75%",5.35688533207516,0.75,"ili perc","quantile","2016/2017"
"US National",2017-02-25,4,2017-03-25,"80%",5.59026872720846,0.8,"ili perc","quantile","2016/2017"
"US National",2017-02-25,4,2017-03-25,"85%",5.88650000763293,0.85,"ili perc","quantile","2016/2017"
"US National",2017-02-25,4,2017-03-25,"90%",6.2133385077311,0.9,"ili perc","quantile","2016/2017"
"US National",2017-02-25,4,2017-03-25,"95%",6.84106043913167,0.95,"ili perc","quantile","2016/2017"
"US National",2017-02-25,4,2017-03-25,"97.5%",7.41101523438019,0.975,"ili perc","quantile","2016/2017"
"US National",2017-02-25,4,2017-03-25,"99%",8.29127994826636,0.99,"ili perc","quantile","2016/2017"
