"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type","season"
"US National",2017-05-13,4,2017-06-10,"1%",0.316391929157841,0.01,"ili perc","quantile","2016/2017"
"US National",2017-05-13,4,2017-06-10,"2.5%",0.401356513252239,0.025,"ili perc","quantile","2016/2017"
"US National",2017-05-13,4,2017-06-10,"5%",0.498287155801769,0.05,"ili perc","quantile","2016/2017"
"US National",2017-05-13,4,2017-06-10,"10%",0.720955047933959,0.1,"ili perc","quantile","2016/2017"
"US National",2017-05-13,4,2017-06-10,"15%",0.761978198064945,0.15,"ili perc","quantile","2016/2017"
"US National",2017-05-13,4,2017-06-10,"20%",0.849893126228228,0.2,"ili perc","quantile","2016/2017"
"US National",2017-05-13,4,2017-06-10,"25%",0.935904752691411,0.25,"ili perc","quantile","2016/2017"
"US National",2017-05-13,4,2017-06-10,"30%",0.968897406441253,0.3,"ili perc","quantile","2016/2017"
"US National",2017-05-13,4,2017-06-10,"35%",1.03872486115796,0.35,"ili perc","quantile","2016/2017"
"US National",2017-05-13,4,2017-06-10,"40%",1.08678345572702,0.4,"ili perc","quantile","2016/2017"
"US National",2017-05-13,4,2017-06-10,"45%",1.11230644529921,0.45,"ili perc","quantile","2016/2017"
"US National",2017-05-13,4,2017-06-10,"50%",1.17120838618936,0.5,"ili perc","quantile","2016/2017"
"US National",2017-05-13,4,2017-06-10,"55%",1.24463370603204,0.55,"ili perc","quantile","2016/2017"
"US National",2017-05-13,4,2017-06-10,"60%",1.29985180772387,0.6,"ili perc","quantile","2016/2017"
"US National",2017-05-13,4,2017-06-10,"65%",1.36779429179382,0.65,"ili perc","quantile","2016/2017"
"US National",2017-05-13,4,2017-06-10,"70%",1.47347486866215,0.7,"ili perc","quantile","2016/2017"
"US National",2017-05-13,4,2017-06-10,"75%",1.55571772266116,0.75,"ili perc","quantile","2016/2017"
"US National",2017-05-13,4,2017-06-10,"80%",1.67251250674296,0.8,"ili perc","quantile","2016/2017"
"US National",2017-05-13,4,2017-06-10,"85%",1.72847807622512,0.85,"ili perc","quantile","2016/2017"
"US National",2017-05-13,4,2017-06-10,"90%",1.86768298647014,0.9,"ili perc","quantile","2016/2017"
"US National",2017-05-13,4,2017-06-10,"95%",2.10867321526416,0.95,"ili perc","quantile","2016/2017"
"US National",2017-05-13,4,2017-06-10,"97.5%",2.21430563132608,0.975,"ili perc","quantile","2016/2017"
"US National",2017-05-13,4,2017-06-10,"99%",2.41784798468255,0.99,"ili perc","quantile","2016/2017"
