"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type","season"
"US National",2019-05-11,4,2019-06-08,"1%",0.716494588490904,0.01,"ili perc","quantile","2018/2019"
"US National",2019-05-11,4,2019-06-08,"2.5%",0.789350614498295,0.025,"ili perc","quantile","2018/2019"
"US National",2019-05-11,4,2019-06-08,"5%",0.881911889495853,0.05,"ili perc","quantile","2018/2019"
"US National",2019-05-11,4,2019-06-08,"10%",0.967822376109575,0.1,"ili perc","quantile","2018/2019"
"US National",2019-05-11,4,2019-06-08,"15%",1.03899212234902,0.15,"ili perc","quantile","2018/2019"
"US National",2019-05-11,4,2019-06-08,"20%",1.11220088952111,0.2,"ili perc","quantile","2018/2019"
"US National",2019-05-11,4,2019-06-08,"25%",1.16556431388067,0.25,"ili perc","quantile","2018/2019"
"US National",2019-05-11,4,2019-06-08,"30%",1.2050895296123,0.3,"ili perc","quantile","2018/2019"
"US National",2019-05-11,4,2019-06-08,"35%",1.24152044413998,0.35,"ili perc","quantile","2018/2019"
"US National",2019-05-11,4,2019-06-08,"40%",1.2836045589129,0.4,"ili perc","quantile","2018/2019"
"US National",2019-05-11,4,2019-06-08,"45%",1.32224603501657,0.45,"ili perc","quantile","2018/2019"
"US National",2019-05-11,4,2019-06-08,"50%",1.38696744222085,0.5,"ili perc","quantile","2018/2019"
"US National",2019-05-11,4,2019-06-08,"55%",1.43728347592478,0.55,"ili perc","quantile","2018/2019"
"US National",2019-05-11,4,2019-06-08,"60%",1.4861123324441,0.6,"ili perc","quantile","2018/2019"
"US National",2019-05-11,4,2019-06-08,"65%",1.5374538882721,0.65,"ili perc","quantile","2018/2019"
"US National",2019-05-11,4,2019-06-08,"70%",1.60099283456749,0.7,"ili perc","quantile","2018/2019"
"US National",2019-05-11,4,2019-06-08,"75%",1.61745795655888,0.75,"ili perc","quantile","2018/2019"
"US National",2019-05-11,4,2019-06-08,"80%",1.68698092282175,0.8,"ili perc","quantile","2018/2019"
"US National",2019-05-11,4,2019-06-08,"85%",1.91841998493681,0.85,"ili perc","quantile","2018/2019"
"US National",2019-05-11,4,2019-06-08,"90%",1.99323400035493,0.9,"ili perc","quantile","2018/2019"
"US National",2019-05-11,4,2019-06-08,"95%",2.16643234959709,0.95,"ili perc","quantile","2018/2019"
"US National",2019-05-11,4,2019-06-08,"97.5%",2.52363159433416,0.975,"ili perc","quantile","2018/2019"
"US National",2019-05-11,4,2019-06-08,"99%",2.64136764491405,0.99,"ili perc","quantile","2018/2019"
