"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type","season"
"US National",2016-02-13,4,2016-03-12,"1%",1.25543702072551,0.01,"ili perc","quantile","2015/2016"
"US National",2016-02-13,4,2016-03-12,"2.5%",1.43785131389073,0.025,"ili perc","quantile","2015/2016"
"US National",2016-02-13,4,2016-03-12,"5%",1.62682870066686,0.05,"ili perc","quantile","2015/2016"
"US National",2016-02-13,4,2016-03-12,"10%",1.98563749546396,0.1,"ili perc","quantile","2015/2016"
"US National",2016-02-13,4,2016-03-12,"15%",2.21975879490706,0.15,"ili perc","quantile","2015/2016"
"US National",2016-02-13,4,2016-03-12,"20%",2.34232137518719,0.2,"ili perc","quantile","2015/2016"
"US National",2016-02-13,4,2016-03-12,"25%",2.46524092225635,0.25,"ili perc","quantile","2015/2016"
"US National",2016-02-13,4,2016-03-12,"30%",2.50710494665567,0.3,"ili perc","quantile","2015/2016"
"US National",2016-02-13,4,2016-03-12,"35%",2.60090010164819,0.35,"ili perc","quantile","2015/2016"
"US National",2016-02-13,4,2016-03-12,"40%",2.66256056249256,0.4,"ili perc","quantile","2015/2016"
"US National",2016-02-13,4,2016-03-12,"45%",2.77846821187269,0.45,"ili perc","quantile","2015/2016"
"US National",2016-02-13,4,2016-03-12,"50%",2.86501993470722,0.5,"ili perc","quantile","2015/2016"
"US National",2016-02-13,4,2016-03-12,"55%",2.97270368050747,0.55,"ili perc","quantile","2015/2016"
"US National",2016-02-13,4,2016-03-12,"60%",3.07317615269274,0.6,"ili perc","quantile","2015/2016"
"US National",2016-02-13,4,2016-03-12,"65%",3.18821215146269,0.65,"ili perc","quantile","2015/2016"
"US National",2016-02-13,4,2016-03-12,"70%",3.41342484641954,0.7,"ili perc","quantile","2015/2016"
"US National",2016-02-13,4,2016-03-12,"75%",3.66356770117689,0.75,"ili perc","quantile","2015/2016"
"US National",2016-02-13,4,2016-03-12,"80%",3.79722713555221,0.8,"ili perc","quantile","2015/2016"
"US National",2016-02-13,4,2016-03-12,"85%",3.90937559967721,0.85,"ili perc","quantile","2015/2016"
"US National",2016-02-13,4,2016-03-12,"90%",4.21399136509785,0.9,"ili perc","quantile","2015/2016"
"US National",2016-02-13,4,2016-03-12,"95%",4.58064521713043,0.95,"ili perc","quantile","2015/2016"
"US National",2016-02-13,4,2016-03-12,"97.5%",5.28815485664626,0.975,"ili perc","quantile","2015/2016"
"US National",2016-02-13,4,2016-03-12,"99%",5.84698030131188,0.99,"ili perc","quantile","2015/2016"
