"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type","season"
"US National",2016-01-02,4,2016-01-30,"1%",1.23601226114617,0.01,"ili perc","quantile","2015/2016"
"US National",2016-01-02,4,2016-01-30,"2.5%",1.43164638018814,0.025,"ili perc","quantile","2015/2016"
"US National",2016-01-02,4,2016-01-30,"5%",1.49996536387541,0.05,"ili perc","quantile","2015/2016"
"US National",2016-01-02,4,2016-01-30,"10%",1.57903029984454,0.1,"ili perc","quantile","2015/2016"
"US National",2016-01-02,4,2016-01-30,"15%",1.77166757973088,0.15,"ili perc","quantile","2015/2016"
"US National",2016-01-02,4,2016-01-30,"20%",1.93885790500816,0.2,"ili perc","quantile","2015/2016"
"US National",2016-01-02,4,2016-01-30,"25%",1.9935589534796,0.25,"ili perc","quantile","2015/2016"
"US National",2016-01-02,4,2016-01-30,"30%",2.02335402802542,0.3,"ili perc","quantile","2015/2016"
"US National",2016-01-02,4,2016-01-30,"35%",2.08262773746985,0.35,"ili perc","quantile","2015/2016"
"US National",2016-01-02,4,2016-01-30,"40%",2.13416662709801,0.4,"ili perc","quantile","2015/2016"
"US National",2016-01-02,4,2016-01-30,"45%",2.23038525928895,0.45,"ili perc","quantile","2015/2016"
"US National",2016-01-02,4,2016-01-30,"50%",2.28780171131285,0.5,"ili perc","quantile","2015/2016"
"US National",2016-01-02,4,2016-01-30,"55%",2.34890501000358,0.55,"ili perc","quantile","2015/2016"
"US National",2016-01-02,4,2016-01-30,"60%",2.43123723095286,0.6,"ili perc","quantile","2015/2016"
"US National",2016-01-02,4,2016-01-30,"65%",2.51133623893514,0.65,"ili perc","quantile","2015/2016"
"US National",2016-01-02,4,2016-01-30,"70%",2.58938628887064,0.7,"ili perc","quantile","2015/2016"
"US National",2016-01-02,4,2016-01-30,"75%",2.67447309548342,0.75,"ili perc","quantile","2015/2016"
"US National",2016-01-02,4,2016-01-30,"80%",3.0036990988771,0.8,"ili perc","quantile","2015/2016"
"US National",2016-01-02,4,2016-01-30,"85%",3.20240080909861,0.85,"ili perc","quantile","2015/2016"
"US National",2016-01-02,4,2016-01-30,"90%",3.60838139561204,0.9,"ili perc","quantile","2015/2016"
"US National",2016-01-02,4,2016-01-30,"95%",3.81711274998655,0.95,"ili perc","quantile","2015/2016"
"US National",2016-01-02,4,2016-01-30,"97.5%",4.27493265782956,0.975,"ili perc","quantile","2015/2016"
"US National",2016-01-02,4,2016-01-30,"99%",4.55537949219371,0.99,"ili perc","quantile","2015/2016"
