"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type","season"
"US National",2016-10-29,4,2016-11-26,"1%",0.492702382577624,0.01,"ili perc","quantile","2016/2017"
"US National",2016-10-29,4,2016-11-26,"2.5%",0.67168465393084,0.025,"ili perc","quantile","2016/2017"
"US National",2016-10-29,4,2016-11-26,"5%",0.790973224392489,0.05,"ili perc","quantile","2016/2017"
"US National",2016-10-29,4,2016-11-26,"10%",0.900042234326154,0.1,"ili perc","quantile","2016/2017"
"US National",2016-10-29,4,2016-11-26,"15%",0.986914367910955,0.15,"ili perc","quantile","2016/2017"
"US National",2016-10-29,4,2016-11-26,"20%",1.07386885696293,0.2,"ili perc","quantile","2016/2017"
"US National",2016-10-29,4,2016-11-26,"25%",1.15943088138075,0.25,"ili perc","quantile","2016/2017"
"US National",2016-10-29,4,2016-11-26,"30%",1.2116677278514,0.3,"ili perc","quantile","2016/2017"
"US National",2016-10-29,4,2016-11-26,"35%",1.2898528340311,0.35,"ili perc","quantile","2016/2017"
"US National",2016-10-29,4,2016-11-26,"40%",1.34240506816989,0.4,"ili perc","quantile","2016/2017"
"US National",2016-10-29,4,2016-11-26,"45%",1.38522836976126,0.45,"ili perc","quantile","2016/2017"
"US National",2016-10-29,4,2016-11-26,"50%",1.41436958122007,0.5,"ili perc","quantile","2016/2017"
"US National",2016-10-29,4,2016-11-26,"55%",1.48912219683007,0.55,"ili perc","quantile","2016/2017"
"US National",2016-10-29,4,2016-11-26,"60%",1.52316910055491,0.6,"ili perc","quantile","2016/2017"
"US National",2016-10-29,4,2016-11-26,"65%",1.56512460688376,0.65,"ili perc","quantile","2016/2017"
"US National",2016-10-29,4,2016-11-26,"70%",1.66673264967232,0.7,"ili perc","quantile","2016/2017"
"US National",2016-10-29,4,2016-11-26,"75%",1.72099417928968,0.75,"ili perc","quantile","2016/2017"
"US National",2016-10-29,4,2016-11-26,"80%",1.82220319470963,0.8,"ili perc","quantile","2016/2017"
"US National",2016-10-29,4,2016-11-26,"85%",1.93998928103252,0.85,"ili perc","quantile","2016/2017"
"US National",2016-10-29,4,2016-11-26,"90%",2.12669379889883,0.9,"ili perc","quantile","2016/2017"
"US National",2016-10-29,4,2016-11-26,"95%",2.36952736284797,0.95,"ili perc","quantile","2016/2017"
"US National",2016-10-29,4,2016-11-26,"97.5%",2.61024397011965,0.975,"ili perc","quantile","2016/2017"
"US National",2016-10-29,4,2016-11-26,"99%",2.6799243986849,0.99,"ili perc","quantile","2016/2017"
