"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type","season"
"US National",2017-02-18,4,2017-03-18,"1%",3.07150410364237,0.01,"ili perc","quantile","2016/2017"
"US National",2017-02-18,4,2017-03-18,"2.5%",3.10922748312958,0.025,"ili perc","quantile","2016/2017"
"US National",2017-02-18,4,2017-03-18,"5%",3.34046786244119,0.05,"ili perc","quantile","2016/2017"
"US National",2017-02-18,4,2017-03-18,"10%",3.52119218487502,0.1,"ili perc","quantile","2016/2017"
"US National",2017-02-18,4,2017-03-18,"15%",3.57147939262806,0.15,"ili perc","quantile","2016/2017"
"US National",2017-02-18,4,2017-03-18,"20%",3.74939639442027,0.2,"ili perc","quantile","2016/2017"
"US National",2017-02-18,4,2017-03-18,"25%",3.90626596974535,0.25,"ili perc","quantile","2016/2017"
"US National",2017-02-18,4,2017-03-18,"30%",3.98519018850117,0.3,"ili perc","quantile","2016/2017"
"US National",2017-02-18,4,2017-03-18,"35%",4.20035549140516,0.35,"ili perc","quantile","2016/2017"
"US National",2017-02-18,4,2017-03-18,"40%",4.33851616975634,0.4,"ili perc","quantile","2016/2017"
"US National",2017-02-18,4,2017-03-18,"45%",4.49212841990186,0.45,"ili perc","quantile","2016/2017"
"US National",2017-02-18,4,2017-03-18,"50%",4.6070327036382,0.5,"ili perc","quantile","2016/2017"
"US National",2017-02-18,4,2017-03-18,"55%",4.71382217119423,0.55,"ili perc","quantile","2016/2017"
"US National",2017-02-18,4,2017-03-18,"60%",4.89866045343167,0.6,"ili perc","quantile","2016/2017"
"US National",2017-02-18,4,2017-03-18,"65%",5.00963322214495,0.65,"ili perc","quantile","2016/2017"
"US National",2017-02-18,4,2017-03-18,"70%",5.10023532937961,0.7,"ili perc","quantile","2016/2017"
"US National",2017-02-18,4,2017-03-18,"75%",5.30365299417601,0.75,"ili perc","quantile","2016/2017"
"US National",2017-02-18,4,2017-03-18,"80%",5.67963788075336,0.8,"ili perc","quantile","2016/2017"
"US National",2017-02-18,4,2017-03-18,"85%",5.80372044892484,0.85,"ili perc","quantile","2016/2017"
"US National",2017-02-18,4,2017-03-18,"90%",6.2499157826486,0.9,"ili perc","quantile","2016/2017"
"US National",2017-02-18,4,2017-03-18,"95%",6.79032797023847,0.95,"ili perc","quantile","2016/2017"
"US National",2017-02-18,4,2017-03-18,"97.5%",7.36054930510101,0.975,"ili perc","quantile","2016/2017"
"US National",2017-02-18,4,2017-03-18,"99%",7.7034238442177,0.99,"ili perc","quantile","2016/2017"
