"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type","season"
"US National",2019-10-19,4,2019-11-16,"1%",1.04914314661367,0.01,"ili perc","quantile","2019/2020"
"US National",2019-10-19,4,2019-11-16,"2.5%",1.07015959890491,0.025,"ili perc","quantile","2019/2020"
"US National",2019-10-19,4,2019-11-16,"5%",1.19542322531843,0.05,"ili perc","quantile","2019/2020"
"US National",2019-10-19,4,2019-11-16,"10%",1.23905286072911,0.1,"ili perc","quantile","2019/2020"
"US National",2019-10-19,4,2019-11-16,"15%",1.28663894379911,0.15,"ili perc","quantile","2019/2020"
"US National",2019-10-19,4,2019-11-16,"20%",1.34049435837487,0.2,"ili perc","quantile","2019/2020"
"US National",2019-10-19,4,2019-11-16,"25%",1.44363667285222,0.25,"ili perc","quantile","2019/2020"
"US National",2019-10-19,4,2019-11-16,"30%",1.50800317589001,0.3,"ili perc","quantile","2019/2020"
"US National",2019-10-19,4,2019-11-16,"35%",1.63845801329075,0.35,"ili perc","quantile","2019/2020"
"US National",2019-10-19,4,2019-11-16,"40%",1.69695985978404,0.4,"ili perc","quantile","2019/2020"
"US National",2019-10-19,4,2019-11-16,"45%",1.7626741926903,0.45,"ili perc","quantile","2019/2020"
"US National",2019-10-19,4,2019-11-16,"50%",1.78714881839726,0.5,"ili perc","quantile","2019/2020"
"US National",2019-10-19,4,2019-11-16,"55%",1.82216712871342,0.55,"ili perc","quantile","2019/2020"
"US National",2019-10-19,4,2019-11-16,"60%",1.8618183975732,0.6,"ili perc","quantile","2019/2020"
"US National",2019-10-19,4,2019-11-16,"65%",1.89499433914813,0.65,"ili perc","quantile","2019/2020"
"US National",2019-10-19,4,2019-11-16,"70%",1.97484007669486,0.7,"ili perc","quantile","2019/2020"
"US National",2019-10-19,4,2019-11-16,"75%",2.13296336202264,0.75,"ili perc","quantile","2019/2020"
"US National",2019-10-19,4,2019-11-16,"80%",2.20771603639748,0.8,"ili perc","quantile","2019/2020"
"US National",2019-10-19,4,2019-11-16,"85%",2.35543083497461,0.85,"ili perc","quantile","2019/2020"
"US National",2019-10-19,4,2019-11-16,"90%",2.47811780695833,0.9,"ili perc","quantile","2019/2020"
"US National",2019-10-19,4,2019-11-16,"95%",2.60274830313351,0.95,"ili perc","quantile","2019/2020"
"US National",2019-10-19,4,2019-11-16,"97.5%",2.8453850371109,0.975,"ili perc","quantile","2019/2020"
"US National",2019-10-19,4,2019-11-16,"99%",2.94172383637626,0.99,"ili perc","quantile","2019/2020"
