"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type","season"
"US National",2018-03-31,4,2018-04-28,"1%",0.970138362644001,0.01,"ili perc","quantile","2017/2018"
"US National",2018-03-31,4,2018-04-28,"2.5%",1.14321907550404,0.025,"ili perc","quantile","2017/2018"
"US National",2018-03-31,4,2018-04-28,"5%",1.51081563403946,0.05,"ili perc","quantile","2017/2018"
"US National",2018-03-31,4,2018-04-28,"10%",1.71205817035443,0.1,"ili perc","quantile","2017/2018"
"US National",2018-03-31,4,2018-04-28,"15%",1.85669221785678,0.15,"ili perc","quantile","2017/2018"
"US National",2018-03-31,4,2018-04-28,"20%",1.96583334245669,0.2,"ili perc","quantile","2017/2018"
"US National",2018-03-31,4,2018-04-28,"25%",2.03304951867157,0.25,"ili perc","quantile","2017/2018"
"US National",2018-03-31,4,2018-04-28,"30%",2.08281734542572,0.3,"ili perc","quantile","2017/2018"
"US National",2018-03-31,4,2018-04-28,"35%",2.21123151007262,0.35,"ili perc","quantile","2017/2018"
"US National",2018-03-31,4,2018-04-28,"40%",2.26403453905691,0.4,"ili perc","quantile","2017/2018"
"US National",2018-03-31,4,2018-04-28,"45%",2.3305998773517,0.45,"ili perc","quantile","2017/2018"
"US National",2018-03-31,4,2018-04-28,"50%",2.37918268257575,0.5,"ili perc","quantile","2017/2018"
"US National",2018-03-31,4,2018-04-28,"55%",2.4146882843396,0.55,"ili perc","quantile","2017/2018"
"US National",2018-03-31,4,2018-04-28,"60%",2.57095739299574,0.6,"ili perc","quantile","2017/2018"
"US National",2018-03-31,4,2018-04-28,"65%",2.60043756555505,0.65,"ili perc","quantile","2017/2018"
"US National",2018-03-31,4,2018-04-28,"70%",2.75600000333265,0.7,"ili perc","quantile","2017/2018"
"US National",2018-03-31,4,2018-04-28,"75%",2.87636743424942,0.75,"ili perc","quantile","2017/2018"
"US National",2018-03-31,4,2018-04-28,"80%",3.027091362272,0.8,"ili perc","quantile","2017/2018"
"US National",2018-03-31,4,2018-04-28,"85%",3.18855687912515,0.85,"ili perc","quantile","2017/2018"
"US National",2018-03-31,4,2018-04-28,"90%",3.64111159218688,0.9,"ili perc","quantile","2017/2018"
"US National",2018-03-31,4,2018-04-28,"95%",3.80698203317696,0.95,"ili perc","quantile","2017/2018"
"US National",2018-03-31,4,2018-04-28,"97.5%",4.12447152703513,0.975,"ili perc","quantile","2017/2018"
"US National",2018-03-31,4,2018-04-28,"99%",4.19282890994974,0.99,"ili perc","quantile","2017/2018"
