"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type","season"
"US National",2018-04-14,4,2018-05-12,"1%",0.926542739728614,0.01,"ili perc","quantile","2017/2018"
"US National",2018-04-14,4,2018-05-12,"2.5%",0.985894314856125,0.025,"ili perc","quantile","2017/2018"
"US National",2018-04-14,4,2018-05-12,"5%",1.06142235261017,0.05,"ili perc","quantile","2017/2018"
"US National",2018-04-14,4,2018-05-12,"10%",1.20971450287614,0.1,"ili perc","quantile","2017/2018"
"US National",2018-04-14,4,2018-05-12,"15%",1.29019983822486,0.15,"ili perc","quantile","2017/2018"
"US National",2018-04-14,4,2018-05-12,"20%",1.37812081840235,0.2,"ili perc","quantile","2017/2018"
"US National",2018-04-14,4,2018-05-12,"25%",1.47407396588221,0.25,"ili perc","quantile","2017/2018"
"US National",2018-04-14,4,2018-05-12,"30%",1.52970905849042,0.3,"ili perc","quantile","2017/2018"
"US National",2018-04-14,4,2018-05-12,"35%",1.57262173538317,0.35,"ili perc","quantile","2017/2018"
"US National",2018-04-14,4,2018-05-12,"40%",1.62317842443868,0.4,"ili perc","quantile","2017/2018"
"US National",2018-04-14,4,2018-05-12,"45%",1.69208080395165,0.45,"ili perc","quantile","2017/2018"
"US National",2018-04-14,4,2018-05-12,"50%",1.72396700061728,0.5,"ili perc","quantile","2017/2018"
"US National",2018-04-14,4,2018-05-12,"55%",1.82909518566747,0.55,"ili perc","quantile","2017/2018"
"US National",2018-04-14,4,2018-05-12,"60%",1.88963110022617,0.6,"ili perc","quantile","2017/2018"
"US National",2018-04-14,4,2018-05-12,"65%",1.94602767989575,0.65,"ili perc","quantile","2017/2018"
"US National",2018-04-14,4,2018-05-12,"70%",2.0337728700356,0.7,"ili perc","quantile","2017/2018"
"US National",2018-04-14,4,2018-05-12,"75%",2.0986964294768,0.75,"ili perc","quantile","2017/2018"
"US National",2018-04-14,4,2018-05-12,"80%",2.21819896915651,0.8,"ili perc","quantile","2017/2018"
"US National",2018-04-14,4,2018-05-12,"85%",2.33559437578944,0.85,"ili perc","quantile","2017/2018"
"US National",2018-04-14,4,2018-05-12,"90%",2.41778158363401,0.9,"ili perc","quantile","2017/2018"
"US National",2018-04-14,4,2018-05-12,"95%",2.66743358857062,0.95,"ili perc","quantile","2017/2018"
"US National",2018-04-14,4,2018-05-12,"97.5%",2.74231211512197,0.975,"ili perc","quantile","2017/2018"
"US National",2018-04-14,4,2018-05-12,"99%",2.80290094257959,0.99,"ili perc","quantile","2017/2018"
