"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type","season"
"US National",2017-12-30,4,2018-01-27,"1%",3.48164783701255,0.01,"ili perc","quantile","2017/2018"
"US National",2017-12-30,4,2018-01-27,"2.5%",3.67208700168388,0.025,"ili perc","quantile","2017/2018"
"US National",2017-12-30,4,2018-01-27,"5%",3.96179280784342,0.05,"ili perc","quantile","2017/2018"
"US National",2017-12-30,4,2018-01-27,"10%",4.37595775704694,0.1,"ili perc","quantile","2017/2018"
"US National",2017-12-30,4,2018-01-27,"15%",4.53767608956174,0.15,"ili perc","quantile","2017/2018"
"US National",2017-12-30,4,2018-01-27,"20%",4.71689954272038,0.2,"ili perc","quantile","2017/2018"
"US National",2017-12-30,4,2018-01-27,"25%",4.94434179821729,0.25,"ili perc","quantile","2017/2018"
"US National",2017-12-30,4,2018-01-27,"30%",5.05162830432005,0.3,"ili perc","quantile","2017/2018"
"US National",2017-12-30,4,2018-01-27,"35%",5.14649375561249,0.35,"ili perc","quantile","2017/2018"
"US National",2017-12-30,4,2018-01-27,"40%",5.26570239329034,0.4,"ili perc","quantile","2017/2018"
"US National",2017-12-30,4,2018-01-27,"45%",5.47153882401241,0.45,"ili perc","quantile","2017/2018"
"US National",2017-12-30,4,2018-01-27,"50%",5.62401250078931,0.5,"ili perc","quantile","2017/2018"
"US National",2017-12-30,4,2018-01-27,"55%",5.74959426973287,0.55,"ili perc","quantile","2017/2018"
"US National",2017-12-30,4,2018-01-27,"60%",5.82191881186275,0.6,"ili perc","quantile","2017/2018"
"US National",2017-12-30,4,2018-01-27,"65%",6.1169014453871,0.65,"ili perc","quantile","2017/2018"
"US National",2017-12-30,4,2018-01-27,"70%",6.29483758546386,0.7,"ili perc","quantile","2017/2018"
"US National",2017-12-30,4,2018-01-27,"75%",6.66330670364084,0.75,"ili perc","quantile","2017/2018"
"US National",2017-12-30,4,2018-01-27,"80%",6.91237261185947,0.8,"ili perc","quantile","2017/2018"
"US National",2017-12-30,4,2018-01-27,"85%",7.10404100904583,0.85,"ili perc","quantile","2017/2018"
"US National",2017-12-30,4,2018-01-27,"90%",7.3426657658468,0.9,"ili perc","quantile","2017/2018"
"US National",2017-12-30,4,2018-01-27,"95%",7.90828884457957,0.95,"ili perc","quantile","2017/2018"
"US National",2017-12-30,4,2018-01-27,"97.5%",9.28625666743042,0.975,"ili perc","quantile","2017/2018"
"US National",2017-12-30,4,2018-01-27,"99%",9.49394119811446,0.99,"ili perc","quantile","2017/2018"
