"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type","season"
"US National",2020-02-15,4,2020-03-14,"1%",3.73202392878416,0.01,"ili perc","quantile","2019/2020"
"US National",2020-02-15,4,2020-03-14,"2.5%",4.06630105971396,0.025,"ili perc","quantile","2019/2020"
"US National",2020-02-15,4,2020-03-14,"5%",4.34671529238248,0.05,"ili perc","quantile","2019/2020"
"US National",2020-02-15,4,2020-03-14,"10%",4.54337930489759,0.1,"ili perc","quantile","2019/2020"
"US National",2020-02-15,4,2020-03-14,"15%",4.64342595362313,0.15,"ili perc","quantile","2019/2020"
"US National",2020-02-15,4,2020-03-14,"20%",4.81869545760379,0.2,"ili perc","quantile","2019/2020"
"US National",2020-02-15,4,2020-03-14,"25%",5.02013190403186,0.25,"ili perc","quantile","2019/2020"
"US National",2020-02-15,4,2020-03-14,"30%",5.20819638880649,0.3,"ili perc","quantile","2019/2020"
"US National",2020-02-15,4,2020-03-14,"35%",5.36747503854864,0.35,"ili perc","quantile","2019/2020"
"US National",2020-02-15,4,2020-03-14,"40%",5.52729310860098,0.4,"ili perc","quantile","2019/2020"
"US National",2020-02-15,4,2020-03-14,"45%",5.85857990344509,0.45,"ili perc","quantile","2019/2020"
"US National",2020-02-15,4,2020-03-14,"50%",6.01209976644555,0.5,"ili perc","quantile","2019/2020"
"US National",2020-02-15,4,2020-03-14,"55%",6.21999643373055,0.55,"ili perc","quantile","2019/2020"
"US National",2020-02-15,4,2020-03-14,"60%",6.34672235577176,0.6,"ili perc","quantile","2019/2020"
"US National",2020-02-15,4,2020-03-14,"65%",6.53654339988228,0.65,"ili perc","quantile","2019/2020"
"US National",2020-02-15,4,2020-03-14,"70%",6.67138400800557,0.7,"ili perc","quantile","2019/2020"
"US National",2020-02-15,4,2020-03-14,"75%",6.79783139829707,0.75,"ili perc","quantile","2019/2020"
"US National",2020-02-15,4,2020-03-14,"80%",7.03060834945043,0.8,"ili perc","quantile","2019/2020"
"US National",2020-02-15,4,2020-03-14,"85%",7.26857091598279,0.85,"ili perc","quantile","2019/2020"
"US National",2020-02-15,4,2020-03-14,"90%",7.57115505849838,0.9,"ili perc","quantile","2019/2020"
"US National",2020-02-15,4,2020-03-14,"95%",8.40698498579085,0.95,"ili perc","quantile","2019/2020"
"US National",2020-02-15,4,2020-03-14,"97.5%",9.16991725959899,0.975,"ili perc","quantile","2019/2020"
"US National",2020-02-15,4,2020-03-14,"99%",10.4993733539096,0.99,"ili perc","quantile","2019/2020"
