"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type","season"
"US National",2020-05-02,4,2020-05-30,"1%",0.563549521379538,0.01,"ili perc","quantile","2019/2020"
"US National",2020-05-02,4,2020-05-30,"2.5%",0.671848347441679,0.025,"ili perc","quantile","2019/2020"
"US National",2020-05-02,4,2020-05-30,"5%",0.740777700880018,0.05,"ili perc","quantile","2019/2020"
"US National",2020-05-02,4,2020-05-30,"10%",0.802095938717652,0.1,"ili perc","quantile","2019/2020"
"US National",2020-05-02,4,2020-05-30,"15%",0.891154304580768,0.15,"ili perc","quantile","2019/2020"
"US National",2020-05-02,4,2020-05-30,"20%",0.96900700754526,0.2,"ili perc","quantile","2019/2020"
"US National",2020-05-02,4,2020-05-30,"25%",1.02809833695541,0.25,"ili perc","quantile","2019/2020"
"US National",2020-05-02,4,2020-05-30,"30%",1.08604190330424,0.3,"ili perc","quantile","2019/2020"
"US National",2020-05-02,4,2020-05-30,"35%",1.14391705843991,0.35,"ili perc","quantile","2019/2020"
"US National",2020-05-02,4,2020-05-30,"40%",1.18208716728699,0.4,"ili perc","quantile","2019/2020"
"US National",2020-05-02,4,2020-05-30,"45%",1.24909712604744,0.45,"ili perc","quantile","2019/2020"
"US National",2020-05-02,4,2020-05-30,"50%",1.30745716711289,0.5,"ili perc","quantile","2019/2020"
"US National",2020-05-02,4,2020-05-30,"55%",1.36790901962262,0.55,"ili perc","quantile","2019/2020"
"US National",2020-05-02,4,2020-05-30,"60%",1.42315869186718,0.6,"ili perc","quantile","2019/2020"
"US National",2020-05-02,4,2020-05-30,"65%",1.47158338017023,0.65,"ili perc","quantile","2019/2020"
"US National",2020-05-02,4,2020-05-30,"70%",1.53590384581266,0.7,"ili perc","quantile","2019/2020"
"US National",2020-05-02,4,2020-05-30,"75%",1.6070752601183,0.75,"ili perc","quantile","2019/2020"
"US National",2020-05-02,4,2020-05-30,"80%",1.68423498638113,0.8,"ili perc","quantile","2019/2020"
"US National",2020-05-02,4,2020-05-30,"85%",1.78499181445161,0.85,"ili perc","quantile","2019/2020"
"US National",2020-05-02,4,2020-05-30,"90%",1.99228870475486,0.9,"ili perc","quantile","2019/2020"
"US National",2020-05-02,4,2020-05-30,"95%",2.12491415640767,0.95,"ili perc","quantile","2019/2020"
"US National",2020-05-02,4,2020-05-30,"97.5%",2.18861413726671,0.975,"ili perc","quantile","2019/2020"
"US National",2020-05-02,4,2020-05-30,"99%",3.10244447627688,0.99,"ili perc","quantile","2019/2020"
