"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type"
"US National",2016-01-23,4,2016-02-20,"1%",1.95245529783706,0.01,"ili perc","quantile"
"US National",2016-01-23,4,2016-02-20,"2.5%",2.00917534537736,0.025,"ili perc","quantile"
"US National",2016-01-23,4,2016-02-20,"5%",2.15004184599952,0.05,"ili perc","quantile"
"US National",2016-01-23,4,2016-02-20,"10%",2.24261771177777,0.1,"ili perc","quantile"
"US National",2016-01-23,4,2016-02-20,"15%",2.43036749137196,0.15,"ili perc","quantile"
"US National",2016-01-23,4,2016-02-20,"20%",2.51821763713232,0.2,"ili perc","quantile"
"US National",2016-01-23,4,2016-02-20,"25%",2.56685699313726,0.25,"ili perc","quantile"
"US National",2016-01-23,4,2016-02-20,"30%",2.62434976591733,0.3,"ili perc","quantile"
"US National",2016-01-23,4,2016-02-20,"35%",2.70120846748342,0.35,"ili perc","quantile"
"US National",2016-01-23,4,2016-02-20,"40%",2.7618108771858,0.4,"ili perc","quantile"
"US National",2016-01-23,4,2016-02-20,"45%",2.79965042209165,0.45,"ili perc","quantile"
"US National",2016-01-23,4,2016-02-20,"50%",2.84423853751488,0.5,"ili perc","quantile"
"US National",2016-01-23,4,2016-02-20,"55%",2.8842646715287,0.55,"ili perc","quantile"
"US National",2016-01-23,4,2016-02-20,"60%",2.9172680440058,0.6,"ili perc","quantile"
"US National",2016-01-23,4,2016-02-20,"65%",2.97297076997076,0.65,"ili perc","quantile"
"US National",2016-01-23,4,2016-02-20,"70%",3.026744963627,0.7,"ili perc","quantile"
"US National",2016-01-23,4,2016-02-20,"75%",3.09671066969349,0.75,"ili perc","quantile"
"US National",2016-01-23,4,2016-02-20,"80%",3.16085500414406,0.8,"ili perc","quantile"
"US National",2016-01-23,4,2016-02-20,"85%",3.23661777045515,0.85,"ili perc","quantile"
"US National",2016-01-23,4,2016-02-20,"90%",3.51518748784742,0.9,"ili perc","quantile"
"US National",2016-01-23,4,2016-02-20,"95%",3.73358443198141,0.95,"ili perc","quantile"
"US National",2016-01-23,4,2016-02-20,"97.5%",3.85050216354038,0.975,"ili perc","quantile"
"US National",2016-01-23,4,2016-02-20,"99%",4.21372331230467,0.99,"ili perc","quantile"
