"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type"
"US National",2016-04-30,4,2016-05-28,"1%",1.08725114155296,0.01,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,"2.5%",1.11682420327914,0.025,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,"5%",1.15721882116927,0.05,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,"10%",1.19823784506654,0.1,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,"15%",1.23355921289867,0.15,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,"20%",1.25453468890248,0.2,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,"25%",1.28350023587467,0.25,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,"30%",1.3130819049326,0.3,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,"35%",1.34041855494552,0.35,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,"40%",1.35457554581376,0.4,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,"45%",1.37037305073213,0.45,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,"50%",1.37871404022769,0.5,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,"55%",1.40612973198685,0.55,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,"60%",1.43568586822121,0.6,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,"65%",1.46274246952226,0.65,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,"70%",1.48185987342502,0.7,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,"75%",1.50863175335989,0.75,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,"80%",1.52011214677226,0.8,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,"85%",1.55428819875595,0.85,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,"90%",1.58496004072296,0.9,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,"95%",1.66189513327136,0.95,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,"97.5%",1.69873669735565,0.975,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,"99%",1.71634887088352,0.99,"ili perc","quantile"
