"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type"
"US National",2016-01-16,4,2016-02-13,"1%",1.91499726738539,0.01,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,"2.5%",2.02535534584764,0.025,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,"5%",2.12044597071979,0.05,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,"10%",2.18553007054012,0.1,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,"15%",2.28853907763512,0.15,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,"20%",2.37371703592927,0.2,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,"25%",2.43103496813926,0.25,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,"30%",2.533369706805,0.3,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,"35%",2.61507676109802,0.35,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,"40%",2.66338473720539,0.4,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,"45%",2.70595110759317,0.45,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,"50%",2.7842143211208,0.5,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,"55%",2.88811984933535,0.55,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,"60%",2.95769776555244,0.6,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,"65%",3.0725695628809,0.65,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,"70%",3.11414878868045,0.7,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,"75%",3.22395695023742,0.75,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,"80%",3.29264185121965,0.8,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,"85%",3.39921332959933,0.85,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,"90%",3.57899088710062,0.9,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,"95%",3.87325926548542,0.95,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,"97.5%",4.16287406633807,0.975,"ili perc","quantile"
"US National",2016-01-16,4,2016-02-13,"99%",4.22357444798422,0.99,"ili perc","quantile"
