"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type"
"US National",2015-10-17,4,2015-11-14,"1%",0.827612663668875,0.01,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,"2.5%",0.970964513276591,0.025,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,"5%",1.07141067039309,0.05,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,"10%",1.25637256604311,0.1,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,"15%",1.33070931241758,0.15,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,"20%",1.36043626427727,0.2,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,"25%",1.42891927903003,0.25,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,"30%",1.46011658614592,0.3,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,"35%",1.52068596146065,0.35,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,"40%",1.57760703778308,0.4,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,"45%",1.64452392948712,0.45,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,"50%",1.69915931379313,0.5,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,"55%",1.74966827854489,0.55,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,"60%",1.7839770769562,0.6,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,"65%",1.83225024516765,0.65,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,"70%",1.88250811239303,0.7,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,"75%",1.99795482327162,0.75,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,"80%",2.10656971943704,0.8,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,"85%",2.15277724936119,0.85,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,"90%",2.20587886788052,0.9,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,"95%",2.44856356272158,0.95,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,"97.5%",2.67137383371023,0.975,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,"99%",3.29539787513728,0.99,"ili perc","quantile"
