"location","origin_date","horizon","target_end_date","quantile","value","output_type_id","target","output_type"
"US National",2016-03-26,4,2016-04-23,"1%",1.14839952005293,0.01,"ili perc","quantile"
"US National",2016-03-26,4,2016-04-23,"2.5%",1.16880413705675,0.025,"ili perc","quantile"
"US National",2016-03-26,4,2016-04-23,"5%",1.2206179998699,0.05,"ili perc","quantile"
"US National",2016-03-26,4,2016-04-23,"10%",1.36720333165621,0.1,"ili perc","quantile"
"US National",2016-03-26,4,2016-04-23,"15%",1.38362156035165,0.15,"ili perc","quantile"
"US National",2016-03-26,4,2016-04-23,"20%",1.41355002838801,0.2,"ili perc","quantile"
"US National",2016-03-26,4,2016-04-23,"25%",1.43905559388735,0.25,"ili perc","quantile"
"US National",2016-03-26,4,2016-04-23,"30%",1.47114365403081,0.3,"ili perc","quantile"
"US National",2016-03-26,4,2016-04-23,"35%",1.4895147561474,0.35,"ili perc","quantile"
"US National",2016-03-26,4,2016-04-23,"40%",1.51943911586818,0.4,"ili perc","quantile"
"US National",2016-03-26,4,2016-04-23,"45%",1.53998608463766,0.45,"ili perc","quantile"
"US National",2016-03-26,4,2016-04-23,"50%",1.55434011196485,0.5,"ili perc","quantile"
"US National",2016-03-26,4,2016-04-23,"55%",1.5712571704745,0.55,"ili perc","quantile"
"US National",2016-03-26,4,2016-04-23,"60%",1.59631193401647,0.6,"ili perc","quantile"
"US National",2016-03-26,4,2016-04-23,"65%",1.62631224609938,0.65,"ili perc","quantile"
"US National",2016-03-26,4,2016-04-23,"70%",1.65164192451079,0.7,"ili perc","quantile"
"US National",2016-03-26,4,2016-04-23,"75%",1.69395187899319,0.75,"ili perc","quantile"
"US National",2016-03-26,4,2016-04-23,"80%",1.71735520919324,0.8,"ili perc","quantile"
"US National",2016-03-26,4,2016-04-23,"85%",1.73523414030083,0.85,"ili perc","quantile"
"US National",2016-03-26,4,2016-04-23,"90%",1.76526026549888,0.9,"ili perc","quantile"
"US National",2016-03-26,4,2016-04-23,"95%",1.83589280123677,0.95,"ili perc","quantile"
"US National",2016-03-26,4,2016-04-23,"97.5%",2.01125266255654,0.975,"ili perc","quantile"
"US National",2016-03-26,4,2016-04-23,"99%",2.09781040818178,0.99,"ili perc","quantile"
